condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	4	1.06	1	right	1	10	P300
distractor	1	1.38	2	right	1	10	P300
distractor	3	1.05	3	right	1	10	P300
distractor	5	1.61	4	right	1	10	P300
distractor	1	1.08	5	right	1	10	P300
distractor	1	1.23	6	right	1	10	P300
distractor	4	0.76	7	right	1	10	P300
distractor	5	0.94	8	right	1	10	P300
distractor	5	1.21	9	right	1	10	P300
distractor	3	0.74	10	right	1	10	P300
distractor	3	0.95	11	right	1	10	P300
target	2	0.77	12	right	1	10	P300
distractor	5	1	13	right	1	10	P300
target	2	1.44	14	right	1	10	P300
distractor	3	0.74	15	right	1	10	P300
target	2	1.39	16	right	1	10	P300
distractor	4	0.94	17	right	1	10	P300
target	2	0.79	18	right	1	10	P300
distractor	4	0.85	19	right	1	10	P300
target	2	1.08	20	right	1	10	P300
distractor	5	0.71	21	right	1	10	P300
target	2	1.06	22	right	1	10	P300
distractor	3	0.71	23	right	1	10	P300
distractor	3	0.96	24	right	1	10	P300
distractor	3	1.29	25	right	1	10	P300
distractor	1	1.05	26	right	1	10	P300
distractor	3	0.91	27	right	1	10	P300
distractor	3	0.77	28	right	1	10	P300
distractor	1	1.49	29	right	1	10	P300
distractor	5	1.09	30	right	1	10	P300
distractor	4	1.36	31	right	1	10	P300
target	2	1.51	32	right	1	10	P300
distractor	1	1.35	33	right	1	10	P300
target	2	1.1	34	right	1	10	P300
distractor	1	1.11	35	right	1	10	P300
distractor	5	0.7	36	right	1	10	P300
target	2	1.3	37	right	1	10	P300
distractor	3	0.78	38	right	1	10	P300
distractor	3	0.96	39	right	1	10	P300
distractor	4	1.01	40	right	1	10	P300
distractor	4	0.98	41	right	1	10	P300
distractor	4	1.5	42	right	1	10	P300
distractor	4	0.78	43	right	1	10	P300
distractor	1	0.7	44	right	1	10	P300
distractor	5	1.52	45	right	1	10	P300
distractor	5	1.28	46	right	1	10	P300
distractor	4	0.96	47	right	1	10	P300
distractor	5	0.93	48	right	1	10	P300
distractor	1	0.75	49	right	1	10	P300
distractor	5	0.87	50	right	1	10	P300
distractor	3	0.74	51	right	1	10	P300
distractor	4	1.24	52	right	1	10	P300
distractor	5	0.73	53	right	1	10	P300
distractor	1	0.8	54	right	1	10	P300
distractor	5	1.07	55	right	1	10	P300
target	2	0.85	56	right	1	10	P300
distractor	1	1.16	57	right	1	10	P300
distractor	3	1.4	58	right	1	10	P300
distractor	5	0.88	59	right	1	10	P300
distractor	3	0.74	60	right	1	10	P300
distractor	4	1.42	61	right	1	10	P300
distractor	5	1.36	62	right	1	10	P300
distractor	1	0.91	63	right	1	10	P300
distractor	1	1.56	64	right	1	10	P300
target	2	0.91	65	right	1	10	P300
distractor	3	0.82	66	right	1	10	P300
target	2	1.46	67	right	1	10	P300
distractor	5	1.27	68	right	1	10	P300
target	2	1	69	right	1	10	P300
distractor	3	1.14	70	right	1	10	P300
distractor	3	0.8	71	right	1	10	P300
target	2	1.68	72	right	1	10	P300
distractor	1	2.16	73	right	1	10	P300
distractor	1	0.86	74	right	1	10	P300
distractor	4	1.57	75	right	1	10	P300
distractor	5	0.86	76	right	1	10	P300
distractor	5	0.71	77	right	1	10	P300
target	2	0.72	78	right	1	10	P300
distractor	1	0.78	79	right	1	10	P300
target	2	0.73	80	right	1	10	P300
distractor	4	0.82	81	right	1	10	P300
distractor	1	1.76	82	right	1	10	P300
distractor	3	0.96	83	right	1	10	P300
distractor	1	0.76	84	right	1	10	P300
