stimulus	stimDur	ITI	flickerDot	trial	block	subject	task
321	0.2	NaN	0	1	1	10	stimDur
493	0.45	NaN	0.3154	2	1	10	stimDur
507	0.35	NaN	0	3	1	10	stimDur
319	0.44	NaN	0	4	1	10	stimDur
524	0.32	NaN	0	5	1	10	stimDur
115	0.65	NaN	0	6	1	10	stimDur
441	0.69	NaN	0	7	1	10	stimDur
242	0.77	NaN	0	8	1	10	stimDur
107	0.11	NaN	0	9	1	10	stimDur
284	0.62	NaN	0	10	1	10	stimDur
176	0.36	NaN	0	11	1	10	stimDur
58	0.13	NaN	0	12	1	10	stimDur
230	0.52	NaN	0	13	1	10	stimDur
32	0.96	NaN	0	14	1	10	stimDur
327	0.72	NaN	0	15	1	10	stimDur
184	0.23	NaN	0	16	1	10	stimDur
188	0.11	NaN	0	17	1	10	stimDur
255	0.11	NaN	0	18	1	10	stimDur
335	0.45	NaN	0.0836	19	1	10	stimDur
285	0.15	NaN	0	20	1	10	stimDur
475	0.2	NaN	0	21	1	10	stimDur
292	0.18	NaN	0	22	1	10	stimDur
251	0.1	NaN	0	23	1	10	stimDur
178	0.14	NaN	0	24	1	10	stimDur
258	0.1	NaN	0	25	1	10	stimDur
35	1.43	NaN	0	26	1	10	stimDur
345	0.26	NaN	0	27	1	10	stimDur
260	0.93	NaN	0	28	1	10	stimDur
13	0.3	NaN	0	29	1	10	stimDur
36	0.19	NaN	0	30	1	10	stimDur
371	0.18	NaN	0	31	1	10	stimDur
24	0.8	NaN	0.1873	32	1	10	stimDur
315	0.61	NaN	0	33	1	10	stimDur
195	0.67	NaN	0	34	1	10	stimDur
33	1	NaN	0	35	1	10	stimDur
299	0.4	NaN	0	36	1	10	stimDur
126	0.32	NaN	0	37	1	10	stimDur
271	0.44	NaN	0	38	1	10	stimDur
525	0.58	NaN	0	39	1	10	stimDur
418	0.84	NaN	0	40	1	10	stimDur
472	1.12	NaN	0	41	1	10	stimDur
168	0.22	NaN	0	42	1	10	stimDur
67	0.14	NaN	0	43	1	10	stimDur
280	0.76	NaN	0	44	1	10	stimDur
169	0.41	NaN	0	45	1	10	stimDur
166	0.83	NaN	0.2777	46	1	10	stimDur
325	0.31	NaN	0	47	1	10	stimDur
406	0.96	NaN	0	48	1	10	stimDur
388	0.42	NaN	0	49	1	10	stimDur
402	0.19	NaN	0	50	1	10	stimDur
171	0.11	NaN	0	51	1	10	stimDur
280	0.12	NaN	0	52	1	10	stimDur
105	0.15	NaN	0	53	1	10	stimDur
340	0.32	NaN	0	54	1	10	stimDur
434	0.89	NaN	0	55	1	10	stimDur
461	1.18	NaN	0.5972	56	1	10	stimDur
52	0.47	NaN	0	57	1	10	stimDur
46	0.21	NaN	0	58	1	10	stimDur
