stimulus	stimDur	ITI	flickerDot	trial	block	subject	task
288	0.3	NaN	0.1142	1	1	8	stimDur
211	0.65	NaN	0	2	1	8	stimDur
261	0.1	NaN	0	3	1	8	stimDur
447	0.23	NaN	0	4	1	8	stimDur
250	0.14	NaN	0	5	1	8	stimDur
303	0.13	NaN	0	6	1	8	stimDur
125	1.27	NaN	0	7	1	8	stimDur
163	0.12	NaN	0	8	1	8	stimDur
87	0.35	NaN	0	9	1	8	stimDur
46	0.24	NaN	0	10	1	8	stimDur
505	1.25	NaN	0.6423	11	1	8	stimDur
356	0.48	NaN	0	12	1	8	stimDur
293	0.62	NaN	0	13	1	8	stimDur
237	0.34	NaN	0	14	1	8	stimDur
523	0.6	NaN	0	15	1	8	stimDur
192	0.11	NaN	0	16	1	8	stimDur
382	0.41	NaN	0	17	1	8	stimDur
443	1.05	NaN	0	18	1	8	stimDur
27	0.41	NaN	0.1757	19	1	8	stimDur
44	0.29	NaN	0	20	1	8	stimDur
15	0.12	NaN	0	21	1	8	stimDur
426	0.58	NaN	0	22	1	8	stimDur
441	0.63	NaN	0	23	1	8	stimDur
330	0.65	NaN	0	24	1	8	stimDur
26	0.19	NaN	0	25	1	8	stimDur
235	0.29	NaN	0	26	1	8	stimDur
531	0.36	NaN	0	27	1	8	stimDur
390	0.21	NaN	0	28	1	8	stimDur
438	0.28	NaN	0	29	1	8	stimDur
528	0.11	NaN	0	30	1	8	stimDur
505	0.38	NaN	0	31	1	8	stimDur
279	0.3	NaN	0	32	1	8	stimDur
47	0.29	NaN	0	33	1	8	stimDur
391	0.16	NaN	0	34	1	8	stimDur
412	0.38	NaN	0	35	1	8	stimDur
172	0.57	NaN	0.4358	36	1	8	stimDur
527	0.55	NaN	0	37	1	8	stimDur
245	1.01	NaN	0	38	1	8	stimDur
168	0.1	NaN	0	39	1	8	stimDur
239	0.17	NaN	0	40	1	8	stimDur
472	0.48	NaN	0	41	1	8	stimDur
346	1.24	NaN	0	42	1	8	stimDur
90	1.04	NaN	0.9296	43	1	8	stimDur
15	0.33	NaN	0	44	1	8	stimDur
329	1.46	NaN	0	45	1	8	stimDur
336	0.14	NaN	0	46	1	8	stimDur
482	0.23	NaN	0	47	1	8	stimDur
108	0.1	NaN	0	48	1	8	stimDur
466	0.26	NaN	0	49	1	8	stimDur
195	0.18	NaN	0	50	1	8	stimDur
254	0.19	NaN	0	51	1	8	stimDur
179	1.36	NaN	0	52	1	8	stimDur
296	0.25	NaN	0	53	1	8	stimDur
346	0.1	NaN	0	54	1	8	stimDur
318	0.57	NaN	0.001	55	1	8	stimDur
319	1.28	NaN	0	56	1	8	stimDur
48	0.38	NaN	0	57	1	8	stimDur
531	0.61	NaN	0	58	1	8	stimDur
328	1.42	NaN	1.173	59	1	8	stimDur
385	0.31	NaN	0	60	1	8	stimDur
117	0.79	NaN	0	61	1	8	stimDur
274	0.12	NaN	0	62	1	8	stimDur
449	0.52	NaN	0	63	1	8	stimDur
199	0.28	NaN	0	64	1	8	stimDur
289	1.13	NaN	0	65	1	8	stimDur
336	0.22	NaN	0	66	1	8	stimDur
168	0.2	NaN	0	67	1	8	stimDur
126	0.26	NaN	0	68	1	8	stimDur
238	0.1	NaN	0	69	1	8	stimDur
504	0.25	NaN	0	70	1	8	stimDur
45	0.17	NaN	0	71	1	8	stimDur
186	0.9	NaN	0.0696	72	1	8	stimDur
105	0.13	NaN	0	73	1	8	stimDur
475	0.1	NaN	0	74	1	8	stimDur
429	0.38	NaN	0	75	1	8	stimDur
124	0.51	NaN	0	76	1	8	stimDur
31	0.36	NaN	0	77	1	8	stimDur
324	0.14	NaN	0	78	1	8	stimDur
308	0.41	NaN	0	79	1	8	stimDur
130	0.88	NaN	0	80	1	8	stimDur
329	1	NaN	0.8831	81	1	8	stimDur
63	1.11	NaN	0	82	1	8	stimDur
524	0.84	NaN	0	83	1	8	stimDur
61	1.29	NaN	0	84	1	8	stimDur
135	0.23	NaN	0	85	1	8	stimDur
425	0.15	NaN	0	86	1	8	stimDur
359	0.7	NaN	0	87	1	8	stimDur
395	0.52	NaN	0	88	1	8	stimDur
395	0.1	NaN	0	89	1	8	stimDur
289	1.08	NaN	0	90	1	8	stimDur
275	0.71	NaN	0	91	1	8	stimDur
153	0.27	NaN	0.1481	92	1	8	stimDur
95	0.56	NaN	0	93	1	8	stimDur
