condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	4	1.04	1	left	1	8	P300
distractor	4	0.85	2	left	1	8	P300
distractor	5	1.57	3	left	1	8	P300
target	1	1.51	4	left	1	8	P300
distractor	4	0.97	5	left	1	8	P300
target	1	1.3	6	left	1	8	P300
distractor	4	1.36	7	left	1	8	P300
distractor	2	0.89	8	left	1	8	P300
distractor	4	0.78	9	left	1	8	P300
target	1	0.82	10	left	1	8	P300
distractor	5	0.7	11	left	1	8	P300
target	1	0.91	12	left	1	8	P300
distractor	3	0.93	13	left	1	8	P300
target	1	1.03	14	left	1	8	P300
distractor	2	1.02	15	left	1	8	P300
target	1	0.81	16	left	1	8	P300
distractor	3	1.28	17	left	1	8	P300
target	1	0.84	18	left	1	8	P300
distractor	4	1.86	19	left	1	8	P300
distractor	2	0.87	20	left	1	8	P300
distractor	3	0.83	21	left	1	8	P300
target	1	0.98	22	left	1	8	P300
distractor	4	1.1	23	left	1	8	P300
target	1	0.79	24	left	1	8	P300
distractor	2	0.71	25	left	1	8	P300
distractor	3	0.79	26	left	1	8	P300
distractor	2	0.82	27	left	1	8	P300
target	1	0.94	28	left	1	8	P300
distractor	4	1.13	29	left	1	8	P300
distractor	2	0.85	30	left	1	8	P300
target	1	2.31	31	left	1	8	P300
distractor	3	1.58	32	left	1	8	P300
distractor	3	1.12	33	left	1	8	P300
target	1	0.87	34	left	1	8	P300
distractor	3	0.78	35	left	1	8	P300
target	1	1.16	36	left	1	8	P300
distractor	4	1.24	37	left	1	8	P300
distractor	4	0.72	38	left	1	8	P300
distractor	2	1.34	39	left	1	8	P300
distractor	5	1.65	40	left	1	8	P300
distractor	5	1.13	41	left	1	8	P300
distractor	5	1.22	42	left	1	8	P300
distractor	3	1.56	43	left	1	8	P300
distractor	2	1.99	44	left	1	8	P300
distractor	4	0.88	45	left	1	8	P300
distractor	2	0.72	46	left	1	8	P300
distractor	3	0.86	47	left	1	8	P300
distractor	2	0.78	48	left	1	8	P300
distractor	2	0.9	49	left	1	8	P300
distractor	5	1	50	left	1	8	P300
distractor	5	1.37	51	left	1	8	P300
distractor	3	2.02	52	left	1	8	P300
distractor	4	0.84	53	left	1	8	P300
distractor	4	2.01	54	left	1	8	P300
distractor	4	0.78	55	left	1	8	P300
distractor	4	0.95	56	left	1	8	P300
distractor	5	0.78	57	left	1	8	P300
distractor	2	0.83	58	left	1	8	P300
target	1	0.7	59	left	1	8	P300
distractor	3	0.91	60	left	1	8	P300
target	1	0.82	61	left	1	8	P300
distractor	3	0.99	62	left	1	8	P300
distractor	3	0.85	63	left	1	8	P300
target	1	0.7	64	left	1	8	P300
distractor	5	1.6	65	left	1	8	P300
distractor	5	0.81	66	left	1	8	P300
distractor	5	0.8	67	left	1	8	P300
distractor	4	0.7	68	left	1	8	P300
distractor	3	0.83	69	left	1	8	P300
distractor	2	0.83	70	left	1	8	P300
distractor	3	1.06	71	left	1	8	P300
target	1	1.01	72	left	1	8	P300
distractor	2	1.85	73	left	1	8	P300
target	1	1.35	74	left	1	8	P300
distractor	3	1.02	75	left	1	8	P300
target	1	1.39	76	left	1	8	P300
distractor	5	1.88	77	left	1	8	P300
target	1	1.43	78	left	1	8	P300
distractor	2	0.79	79	left	1	8	P300
distractor	2	1.21	80	left	1	8	P300
distractor	3	1.77	81	left	1	8	P300
distractor	4	1.71	82	left	1	8	P300
distractor	5	1.55	83	left	1	8	P300
distractor	3	1.15	84	left	1	8	P300
distractor	2	2.09	85	left	1	8	P300
distractor	2	0.82	86	left	1	8	P300
distractor	5	1.21	87	left	1	8	P300
distractor	2	0.75	88	left	1	8	P300
distractor	5	1.17	89	left	1	8	P300
distractor	2	1.23	90	left	1	8	P300
distractor	5	1.18	91	left	1	8	P300
distractor	4	0.99	92	left	1	8	P300
distractor	4	0.93	93	left	1	8	P300
distractor	5	1.57	94	left	1	8	P300
target	1	0.97	95	left	1	8	P300
distractor	3	0.86	96	left	1	8	P300
distractor	4	0.72	97	left	1	8	P300
distractor	5	1.16	98	left	1	8	P300
target	1	1.31	99	left	1	8	P300
distractor	2	1	100	left	1	8	P300
distractor	5	1.26	101	left	1	8	P300
distractor	4	1.14	102	left	1	8	P300
distractor	3	1	103	left	1	8	P300
distractor	5	0.79	104	left	1	8	P300
target	1	0.89	105	left	1	8	P300
distractor	3	1.3	106	left	1	8	P300
target	1	1.26	107	left	1	8	P300
distractor	5	0.72	108	left	1	8	P300
distractor	3	0.94	109	left	1	8	P300
distractor	5	1.1	110	left	1	8	P300
distractor	4	1.27	111	left	1	8	P300
distractor	3	0.92	112	left	1	8	P300
distractor	4	1.04	113	left	1	8	P300
distractor	4	0.9	114	left	1	8	P300
distractor	2	0.88	115	left	1	8	P300
distractor	3	0.87	116	left	1	8	P300
distractor	5	1.44	117	left	1	8	P300
distractor	2	0.73	118	left	1	8	P300
distractor	5	0.71	119	left	1	8	P300
distractor	2	1.2	120	left	1	8	P300
distractor	3	1.87	1	right	2	8	P300
target	5	1.07	2	right	2	8	P300
distractor	1	1.19	3	right	2	8	P300
distractor	1	0.96	4	right	2	8	P300
distractor	1	1.17	5	right	2	8	P300
target	5	0.72	6	right	2	8	P300
distractor	3	1.02	7	right	2	8	P300
distractor	2	1.58	8	right	2	8	P300
target	5	1.02	9	right	2	8	P300
distractor	3	0.92	10	right	2	8	P300
target	5	0.74	11	right	2	8	P300
distractor	4	1.15	12	right	2	8	P300
distractor	2	1.2	13	right	2	8	P300
distractor	3	1.22	14	right	2	8	P300
target	5	0.82	15	right	2	8	P300
distractor	1	0.92	16	right	2	8	P300
target	5	0.98	17	right	2	8	P300
distractor	2	0.84	18	right	2	8	P300
target	5	0.91	19	right	2	8	P300
distractor	3	0.72	20	right	2	8	P300
distractor	2	1	21	right	2	8	P300
distractor	2	0.93	22	right	2	8	P300
distractor	4	0.92	23	right	2	8	P300
distractor	1	0.79	24	right	2	8	P300
distractor	3	0.99	25	right	2	8	P300
distractor	3	1.15	26	right	2	8	P300
distractor	1	1.13	27	right	2	8	P300
distractor	1	1.53	28	right	2	8	P300
target	5	0.7	29	right	2	8	P300
distractor	1	0.79	30	right	2	8	P300
distractor	4	1.08	31	right	2	8	P300
distractor	3	1.84	32	right	2	8	P300
distractor	3	1.57	33	right	2	8	P300
distractor	4	0.96	34	right	2	8	P300
distractor	4	2.7	35	right	2	8	P300
distractor	4	0.76	36	right	2	8	P300
target	5	0.86	37	right	2	8	P300
distractor	2	0.81	38	right	2	8	P300
target	5	0.9	39	right	2	8	P300
distractor	4	2.14	40	right	2	8	P300
target	5	0.7	41	right	2	8	P300
distractor	1	0.88	42	right	2	8	P300
target	5	0.83	43	right	2	8	P300
distractor	2	0.7	44	right	2	8	P300
distractor	3	1.15	45	right	2	8	P300
target	5	1.93	46	right	2	8	P300
distractor	2	1	47	right	2	8	P300
target	5	1.18	48	right	2	8	P300
distractor	3	2.37	49	right	2	8	P300
distractor	4	0.94	50	right	2	8	P300
distractor	2	1.33	51	right	2	8	P300
target	5	0.73	52	right	2	8	P300
distractor	1	0.91	53	right	2	8	P300
target	5	1.11	54	right	2	8	P300
distractor	1	1.68	55	right	2	8	P300
distractor	4	0.86	56	right	2	8	P300
distractor	1	0.83	57	right	2	8	P300
distractor	2	0.89	58	right	2	8	P300
distractor	4	0.71	59	right	2	8	P300
target	5	0.88	60	right	2	8	P300
distractor	1	0.79	61	right	2	8	P300
