condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	1	0.81	1	right	1	17	P300
distractor	2	1.09	2	right	1	17	P300
distractor	5	0.89	3	right	1	17	P300
distractor	3	0.78	4	right	1	17	P300
target	4	0.88	5	right	1	17	P300
distractor	2	1.38	6	right	1	17	P300
target	4	0.8	7	right	1	17	P300
distractor	1	1.38	8	right	1	17	P300
target	4	0.77	9	right	1	17	P300
distractor	5	1.3	10	right	1	17	P300
target	4	0.72	11	right	1	17	P300
distractor	3	0.81	12	right	1	17	P300
distractor	3	1.15	13	right	1	17	P300
distractor	2	1.25	14	right	1	17	P300
distractor	1	0.98	15	right	1	17	P300
distractor	2	0.87	16	right	1	17	P300
distractor	3	0.91	17	right	1	17	P300
distractor	1	1.55	18	right	1	17	P300
distractor	2	1.01	19	right	1	17	P300
target	4	1.6	20	right	1	17	P300
distractor	1	1.97	21	right	1	17	P300
distractor	3	1.89	22	right	1	17	P300
distractor	2	0.99	23	right	1	17	P300
distractor	3	1.09	24	right	1	17	P300
distractor	1	0.8	25	right	1	17	P300
distractor	1	2.05	26	right	1	17	P300
distractor	5	2.57	27	right	1	17	P300
distractor	2	1.46	28	right	1	17	P300
distractor	2	1.03	29	right	1	17	P300
distractor	2	0.73	30	right	1	17	P300
distractor	1	0.86	31	right	1	17	P300
distractor	5	0.74	32	right	1	17	P300
distractor	1	0.79	33	right	1	17	P300
target	4	0.87	34	right	1	17	P300
distractor	1	1	35	right	1	17	P300
distractor	3	1.61	36	right	1	17	P300
distractor	5	0.83	37	right	1	17	P300
distractor	3	1.02	38	right	1	17	P300
distractor	3	1.5	39	right	1	17	P300
distractor	3	0.76	40	right	1	17	P300
distractor	2	0.92	41	right	1	17	P300
distractor	5	1.06	42	right	1	17	P300
distractor	5	0.78	43	right	1	17	P300
target	4	0.7	44	right	1	17	P300
distractor	5	1.08	45	right	1	17	P300
target	4	0.7	46	right	1	17	P300
distractor	1	0.92	47	right	1	17	P300
target	4	1.09	48	right	1	17	P300
distractor	5	0.81	49	right	1	17	P300
distractor	1	0.79	50	right	1	17	P300
distractor	1	1.76	51	right	1	17	P300
distractor	1	1.08	52	right	1	17	P300
distractor	5	0.78	53	right	1	17	P300
distractor	2	1.24	54	right	1	17	P300
distractor	3	0.81	55	right	1	17	P300
distractor	1	1.8	56	right	1	17	P300
distractor	5	1.25	57	right	1	17	P300
distractor	3	1.19	58	right	1	17	P300
distractor	2	2.57	59	right	1	17	P300
distractor	5	1.03	60	right	1	17	P300
distractor	2	0.99	61	right	1	17	P300
distractor	3	1.69	62	right	1	17	P300
distractor	2	2.11	63	right	1	17	P300
target	4	0.7	64	right	1	17	P300
distractor	5	1.47	65	right	1	17	P300
distractor	1	1.05	66	right	1	17	P300
distractor	3	1.88	67	right	1	17	P300
distractor	2	1.25	68	right	1	17	P300
distractor	2	2.07	69	right	1	17	P300
target	4	1.31	70	right	1	17	P300
distractor	2	0.76	71	right	1	17	P300
target	4	0.83	72	right	1	17	P300
distractor	1	1.7	73	right	1	17	P300
distractor	2	1.01	74	right	1	17	P300
target	4	1.52	75	right	1	17	P300
distractor	3	0.72	76	right	1	17	P300
target	4	0.94	77	right	1	17	P300
distractor	3	0.79	78	right	1	17	P300
distractor	3	1.58	79	right	1	17	P300
target	4	1.21	80	right	1	17	P300
distractor	5	1.11	81	right	1	17	P300
target	4	0.72	82	right	1	17	P300
distractor	3	1.49	83	right	1	17	P300
target	4	0.71	84	right	1	17	P300
distractor	1	1.11	85	right	1	17	P300
distractor	1	1.82	86	right	1	17	P300
distractor	3	0.77	87	right	1	17	P300
target	4	1.26	88	right	1	17	P300
distractor	3	0.77	89	right	1	17	P300
target	4	1.49	90	right	1	17	P300
distractor	2	0.89	91	right	1	17	P300
target	4	0.91	92	right	1	17	P300
distractor	1	0.92	93	right	1	17	P300
target	4	0.78	94	right	1	17	P300
distractor	3	2.7	95	right	1	17	P300
distractor	5	0.79	96	right	1	17	P300
distractor	1	0.9	97	right	1	17	P300
distractor	2	1.33	98	right	1	17	P300
target	4	0.95	99	right	1	17	P300
distractor	5	1.05	100	right	1	17	P300
target	4	1.32	101	right	1	17	P300
distractor	2	4.34	102	right	1	17	P300
distractor	5	1.43	103	right	1	17	P300
distractor	2	0.95	104	right	1	17	P300
target	4	0.88	105	right	1	17	P300
distractor	5	0.87	106	right	1	17	P300
distractor	2	1.61	107	right	1	17	P300
distractor	5	1.3	108	right	1	17	P300
distractor	1	0.73	109	right	1	17	P300
distractor	5	1.02	110	right	1	17	P300
distractor	5	1.18	111	right	1	17	P300
distractor	1	0.99	112	right	1	17	P300
distractor	5	1.02	113	right	1	17	P300
distractor	1	1.55	114	right	1	17	P300
distractor	2	0.87	115	right	1	17	P300
distractor	5	0.76	116	right	1	17	P300
distractor	3	1.1	117	right	1	17	P300
distractor	5	1.16	118	right	1	17	P300
distractor	3	2.33	119	right	1	17	P300
distractor	3	1.45	120	right	1	17	P300
distractor	1	0.74	1	left	2	17	P300
distractor	3	1.9	2	left	2	17	P300
distractor	5	0.96	3	left	2	17	P300
distractor	2	1.76	4	left	2	17	P300
distractor	3	2.47	5	left	2	17	P300
distractor	2	0.93	6	left	2	17	P300
target	4	2	7	left	2	17	P300
distractor	1	0.91	8	left	2	17	P300
distractor	5	0.92	9	left	2	17	P300
target	4	0.74	10	left	2	17	P300
distractor	1	1.45	11	left	2	17	P300
distractor	2	0.85	12	left	2	17	P300
target	4	1.09	13	left	2	17	P300
distractor	5	0.98	14	left	2	17	P300
target	4	1.09	15	left	2	17	P300
distractor	1	0.85	16	left	2	17	P300
target	4	0.71	17	left	2	17	P300
distractor	5	1.73	18	left	2	17	P300
distractor	2	1.03	19	left	2	17	P300
distractor	5	0.76	20	left	2	17	P300
target	4	0.77	21	left	2	17	P300
distractor	2	0.92	22	left	2	17	P300
distractor	2	0.76	23	left	2	17	P300
distractor	3	1.41	24	left	2	17	P300
distractor	2	0.95	25	left	2	17	P300
target	4	0.79	26	left	2	17	P300
distractor	3	0.71	27	left	2	17	P300
target	4	0.8	28	left	2	17	P300
distractor	5	1.22	29	left	2	17	P300
target	4	1.22	30	left	2	17	P300
distractor	3	1.34	31	left	2	17	P300
target	4	1.96	32	left	2	17	P300
distractor	2	0.99	33	left	2	17	P300
target	4	2.01	34	left	2	17	P300
distractor	2	1.69	35	left	2	17	P300
target	4	0.8	36	left	2	17	P300
distractor	3	0.7	37	left	2	17	P300
target	4	0.73	38	left	2	17	P300
distractor	5	0.73	39	left	2	17	P300
distractor	1	1.02	40	left	2	17	P300
distractor	3	0.86	41	left	2	17	P300
distractor	2	1.33	42	left	2	17	P300
distractor	1	0.93	43	left	2	17	P300
target	4	1.04	44	left	2	17	P300
distractor	5	0.95	45	left	2	17	P300
distractor	1	0.71	46	left	2	17	P300
target	4	0.83	47	left	2	17	P300
distractor	3	0.72	48	left	2	17	P300
target	4	0.74	49	left	2	17	P300
distractor	1	1.48	50	left	2	17	P300
distractor	5	1.35	51	left	2	17	P300
distractor	5	1.31	52	left	2	17	P300
distractor	3	1.52	53	left	2	17	P300
distractor	3	0.83	54	left	2	17	P300
distractor	1	0.9	55	left	2	17	P300
distractor	3	1.74	56	left	2	17	P300
distractor	1	0.7	57	left	2	17	P300
target	4	0.85	58	left	2	17	P300
distractor	1	0.83	59	left	2	17	P300
distractor	5	1.1	60	left	2	17	P300
distractor	2	1.43	61	left	2	17	P300
distractor	3	0.81	62	left	2	17	P300
target	4	1.99	63	left	2	17	P300
distractor	1	0.87	64	left	2	17	P300
distractor	3	0.99	65	left	2	17	P300
distractor	2	0.73	66	left	2	17	P300
distractor	1	0.86	67	left	2	17	P300
distractor	1	0.89	68	left	2	17	P300
target	4	1.2	69	left	2	17	P300
distractor	1	0.86	70	left	2	17	P300
distractor	5	1.44	71	left	2	17	P300
distractor	1	0.8	72	left	2	17	P300
distractor	3	0.92	73	left	2	17	P300
distractor	5	0.81	74	left	2	17	P300
distractor	2	1.02	75	left	2	17	P300
distractor	3	1.86	76	left	2	17	P300
target	4	2.63	77	left	2	17	P300
distractor	5	2.05	78	left	2	17	P300
target	4	0.91	79	left	2	17	P300
distractor	5	1	80	left	2	17	P300
distractor	1	1	81	left	2	17	P300
target	4	1.07	82	left	2	17	P300
distractor	5	0.96	83	left	2	17	P300
distractor	5	0.81	84	left	2	17	P300
target	4	1.13	85	left	2	17	P300
distractor	3	0.76	86	left	2	17	P300
distractor	5	1.09	87	left	2	17	P300
distractor	2	0.76	88	left	2	17	P300
distractor	2	0.74	89	left	2	17	P300
distractor	3	1.22	90	left	2	17	P300
distractor	1	0.97	91	left	2	17	P300
distractor	2	2.07	92	left	2	17	P300
distractor	3	0.94	93	left	2	17	P300
distractor	2	0.72	94	left	2	17	P300
distractor	1	0.7	95	left	2	17	P300
distractor	3	0.91	96	left	2	17	P300
distractor	1	0.7	97	left	2	17	P300
distractor	1	1.02	98	left	2	17	P300
distractor	5	1.05	99	left	2	17	P300
distractor	2	1.53	100	left	2	17	P300
distractor	1	1.21	101	left	2	17	P300
distractor	5	1.16	102	left	2	17	P300
distractor	2	2.09	103	left	2	17	P300
distractor	5	0.77	104	left	2	17	P300
distractor	5	1.73	105	left	2	17	P300
target	4	1.02	106	left	2	17	P300
distractor	2	0.71	107	left	2	17	P300
distractor	3	0.93	108	left	2	17	P300
distractor	5	1.14	109	left	2	17	P300
distractor	1	1.31	110	left	2	17	P300
distractor	5	0.74	111	left	2	17	P300
distractor	1	2.56	112	left	2	17	P300
distractor	2	0.72	113	left	2	17	P300
distractor	2	1.06	114	left	2	17	P300
distractor	3	1.51	115	left	2	17	P300
distractor	2	1.32	116	left	2	17	P300
distractor	3	1.17	117	left	2	17	P300
distractor	3	0.71	118	left	2	17	P300
distractor	2	1.56	119	left	2	17	P300
distractor	3	0.7	120	left	2	17	P300
distractor	5	1.13	1	left	3	17	P300
distractor	1	0.98	2	left	3	17	P300
distractor	1	1.01	3	left	3	17	P300
distractor	5	0.91	4	left	3	17	P300
target	3	1.06	5	left	3	17	P300
distractor	1	2.04	6	left	3	17	P300
target	3	0.79	7	left	3	17	P300
distractor	2	0.83	8	left	3	17	P300
distractor	5	0.84	9	left	3	17	P300
distractor	1	1.38	10	left	3	17	P300
distractor	2	0.88	11	left	3	17	P300
distractor	2	0.87	12	left	3	17	P300
distractor	1	0.71	13	left	3	17	P300
target	3	1.73	14	left	3	17	P300
distractor	4	0.85	15	left	3	17	P300
distractor	2	0.96	16	left	3	17	P300
target	3	0.96	17	left	3	17	P300
distractor	4	0.73	18	left	3	17	P300
target	3	1.29	19	left	3	17	P300
distractor	4	1.34	20	left	3	17	P300
distractor	2	0.92	21	left	3	17	P300
distractor	2	1.28	22	left	3	17	P300
distractor	2	1.07	23	left	3	17	P300
distractor	2	1.83	24	left	3	17	P300
target	3	0.72	25	left	3	17	P300
distractor	5	1.09	26	left	3	17	P300
target	3	0.97	27	left	3	17	P300
distractor	4	1.33	28	left	3	17	P300
target	3	1.56	29	left	3	17	P300
distractor	5	0.92	30	left	3	17	P300
target	3	1.27	31	left	3	17	P300
distractor	5	0.85	32	left	3	17	P300
target	3	0.73	33	left	3	17	P300
distractor	4	0.93	34	left	3	17	P300
target	3	1	35	left	3	17	P300
distractor	1	0.76	36	left	3	17	P300
distractor	5	1.31	37	left	3	17	P300
distractor	4	1.2	38	left	3	17	P300
distractor	2	0.89	39	left	3	17	P300
target	3	2.33	40	left	3	17	P300
distractor	2	1.29	41	left	3	17	P300
distractor	4	1.43	42	left	3	17	P300
distractor	5	0.87	43	left	3	17	P300
distractor	1	0.7	44	left	3	17	P300
distractor	4	0.9	45	left	3	17	P300
distractor	2	1.24	46	left	3	17	P300
distractor	2	0.85	47	left	3	17	P300
distractor	5	1.49	48	left	3	17	P300
target	3	0.89	49	left	3	17	P300
distractor	4	1.36	50	left	3	17	P300
distractor	2	1.19	51	left	3	17	P300
distractor	2	0.82	52	left	3	17	P300
distractor	1	1.19	53	left	3	17	P300
distractor	1	1.24	54	left	3	17	P300
target	3	2.1	55	left	3	17	P300
distractor	4	1.56	56	left	3	17	P300
