condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	5	0.98	1	right	1	33	P300
distractor	4	0.93	2	right	1	33	P300
distractor	3	1.1	3	right	1	33	P300
distractor	5	1.25	4	right	1	33	P300
distractor	1	0.96	5	right	1	33	P300
distractor	1	0.91	6	right	1	33	P300
distractor	5	0.72	7	right	1	33	P300
distractor	4	0.71	8	right	1	33	P300
distractor	3	0.78	9	right	1	33	P300
distractor	5	0.71	10	right	1	33	P300
distractor	4	1.25	11	right	1	33	P300
distractor	4	0.83	12	right	1	33	P300
distractor	3	1.6	13	right	1	33	P300
target	2	0.76	14	right	1	33	P300
distractor	3	1.4	15	right	1	33	P300
target	2	1.06	16	right	1	33	P300
distractor	3	1.41	17	right	1	33	P300
target	2	1.33	18	right	1	33	P300
distractor	5	0.88	19	right	1	33	P300
target	2	0.79	20	right	1	33	P300
distractor	3	0.82	21	right	1	33	P300
distractor	3	0.92	22	right	1	33	P300
target	2	1.46	23	right	1	33	P300
distractor	1	1.07	24	right	1	33	P300
target	2	1.89	25	right	1	33	P300
distractor	5	1.06	26	right	1	33	P300
target	2	1.4	27	right	1	33	P300
distractor	5	0.89	28	right	1	33	P300
distractor	5	1.24	29	right	1	33	P300
distractor	1	0.8	30	right	1	33	P300
distractor	4	0.81	31	right	1	33	P300
distractor	4	0.88	32	right	1	33	P300
distractor	3	0.89	33	right	1	33	P300
target	2	0.92	34	right	1	33	P300
distractor	4	0.87	35	right	1	33	P300
target	2	0.94	36	right	1	33	P300
distractor	4	1.54	37	right	1	33	P300
distractor	3	0.72	38	right	1	33	P300
distractor	5	0.76	39	right	1	33	P300
distractor	1	1.15	40	right	1	33	P300
distractor	3	1.38	41	right	1	33	P300
target	2	0.75	42	right	1	33	P300
distractor	1	0.91	43	right	1	33	P300
distractor	1	0.93	44	right	1	33	P300
target	2	0.94	45	right	1	33	P300
distractor	4	1.05	46	right	1	33	P300
target	2	1.14	47	right	1	33	P300
distractor	4	0.76	48	right	1	33	P300
distractor	5	0.79	49	right	1	33	P300
distractor	3	0.72	50	right	1	33	P300
distractor	4	0.76	51	right	1	33	P300
distractor	3	1.36	52	right	1	33	P300
distractor	3	1.15	53	right	1	33	P300
distractor	1	0.87	54	right	1	33	P300
distractor	5	0.93	55	right	1	33	P300
distractor	4	2.01	56	right	1	33	P300
distractor	4	1.7	57	right	1	33	P300
distractor	5	0.94	58	right	1	33	P300
distractor	4	1.02	59	right	1	33	P300
distractor	3	1.46	60	right	1	33	P300
distractor	5	1.91	61	right	1	33	P300
target	2	1.03	62	right	1	33	P300
distractor	1	1.02	63	right	1	33	P300
distractor	5	0.96	64	right	1	33	P300
distractor	4	0.95	65	right	1	33	P300
distractor	4	0.77	66	right	1	33	P300
distractor	3	0.9	67	right	1	33	P300
distractor	1	1.9	68	right	1	33	P300
distractor	4	1.09	69	right	1	33	P300
distractor	4	1.05	70	right	1	33	P300
target	2	1.88	71	right	1	33	P300
distractor	3	1.02	72	right	1	33	P300
distractor	5	1.36	73	right	1	33	P300
distractor	5	1.14	74	right	1	33	P300
target	2	0.7	75	right	1	33	P300
distractor	3	1	76	right	1	33	P300
distractor	1	1.2	77	right	1	33	P300
distractor	5	0.72	78	right	1	33	P300
distractor	5	0.85	79	right	1	33	P300
target	2	1.2	80	right	1	33	P300
distractor	3	1.54	81	right	1	33	P300
distractor	1	0.73	82	right	1	33	P300
distractor	4	0.92	83	right	1	33	P300
distractor	5	1.77	84	right	1	33	P300
distractor	1	0.85	85	right	1	33	P300
distractor	1	0.97	86	right	1	33	P300
distractor	3	1.24	87	right	1	33	P300
distractor	5	0.84	88	right	1	33	P300
distractor	1	1.27	89	right	1	33	P300
distractor	1	0.92	90	right	1	33	P300
distractor	1	0.86	91	right	1	33	P300
