stimulus	stimDur	ITI	flickerDot	trial	block	subject	task
354	0.32	NaN	0	1	1	33	stimDur
391	0.18	NaN	0	2	1	33	stimDur
40	0.11	NaN	0	3	1	33	stimDur
204	1.22	NaN	0	4	1	33	stimDur
470	1.34	NaN	0.6201	5	1	33	stimDur
109	0.93	NaN	0	6	1	33	stimDur
155	1.42	NaN	0	7	1	33	stimDur
512	1.2	NaN	1.0388	8	1	33	stimDur
408	0.2	NaN	0	9	1	33	stimDur
361	0.12	NaN	0	10	1	33	stimDur
52	0.88	NaN	0	11	1	33	stimDur
217	0.27	NaN	0	12	1	33	stimDur
185	0.29	NaN	0	13	1	33	stimDur
415	1.46	NaN	0	14	1	33	stimDur
236	0.7	NaN	0	15	1	33	stimDur
178	0.39	NaN	0	16	1	33	stimDur
95	1.14	NaN	0.9448	17	1	33	stimDur
161	1.1	NaN	0	18	1	33	stimDur
533	1.2	NaN	0	19	1	33	stimDur
326	0.35	NaN	0	20	1	33	stimDur
453	0.8	NaN	0	21	1	33	stimDur
474	0.25	NaN	0	22	1	33	stimDur
455	0.18	NaN	0	23	1	33	stimDur
82	0.45	NaN	0	24	1	33	stimDur
324	1.03	NaN	0	25	1	33	stimDur
201	1.2	NaN	0	26	1	33	stimDur
529	0.15	NaN	0	27	1	33	stimDur
217	1.37	NaN	0.8209	28	1	33	stimDur
528	0.25	NaN	0	29	1	33	stimDur
248	0.63	NaN	0	30	1	33	stimDur
443	0.76	NaN	0	31	1	33	stimDur
97	0.19	NaN	0	32	1	33	stimDur
342	0.53	NaN	0	33	1	33	stimDur
364	1.03	NaN	0	34	1	33	stimDur
190	0.37	NaN	0	35	1	33	stimDur
423	1.48	NaN	0.8371	36	1	33	stimDur
435	0.16	NaN	0	37	1	33	stimDur
522	1.07	NaN	0	38	1	33	stimDur
42	0.75	NaN	0	39	1	33	stimDur
96	0.3	NaN	0	40	1	33	stimDur
166	0.75	NaN	0	41	1	33	stimDur
137	0.39	NaN	0	42	1	33	stimDur
433	0.46	NaN	0	43	1	33	stimDur
151	0.53	NaN	0	44	1	33	stimDur
503	0.19	NaN	0	45	1	33	stimDur
232	0.79	NaN	0	46	1	33	stimDur
53	0.16	NaN	0	47	1	33	stimDur
192	0.17	NaN	0	48	1	33	stimDur
377	1.01	NaN	0	49	1	33	stimDur
274	0.25	NaN	0	50	1	33	stimDur
190	0.66	NaN	0	51	1	33	stimDur
244	0.2	NaN	0	52	1	33	stimDur
219	0.55	NaN	0	53	1	33	stimDur
236	0.72	NaN	0	54	1	33	stimDur
141	0.15	NaN	0	55	1	33	stimDur
20	1.13	NaN	0	56	1	33	stimDur
217	0.31	NaN	0	57	1	33	stimDur
430	0.42	NaN	0	58	1	33	stimDur
373	1.18	NaN	0.807	59	1	33	stimDur
483	0.59	NaN	0	60	1	33	stimDur
116	0.57	NaN	0	61	1	33	stimDur
520	0.1	NaN	0	62	1	33	stimDur
283	0.93	NaN	0	63	1	33	stimDur
390	0.9	NaN	0	64	1	33	stimDur
517	1.26	NaN	1.0881	65	1	33	stimDur
239	0.1	NaN	0	66	1	33	stimDur
248	0.27	NaN	0	67	1	33	stimDur
100	1.43	NaN	0	68	1	33	stimDur
102	0.95	NaN	0	69	1	33	stimDur
305	0.42	NaN	0	70	1	33	stimDur
221	0.32	NaN	0	71	1	33	stimDur
257	0.12	NaN	0	72	1	33	stimDur
95	0.38	NaN	0	73	1	33	stimDur
417	1.07	NaN	0	74	1	33	stimDur
52	0.13	NaN	0	75	1	33	stimDur
259	0.45	NaN	0.0944	76	1	33	stimDur
519	0.71	NaN	0	77	1	33	stimDur
380	0.14	NaN	0	78	1	33	stimDur
338	0.33	NaN	0	79	1	33	stimDur
480	0.27	NaN	0	80	1	33	stimDur
308	0.86	NaN	0	81	1	33	stimDur
485	1.02	NaN	0	82	1	33	stimDur
57	1.06	NaN	0	83	1	33	stimDur
408	0.65	NaN	0.2217	84	1	33	stimDur
304	0.29	NaN	0	85	1	33	stimDur
458	0.29	NaN	0	86	1	33	stimDur
476	0.15	NaN	0	87	1	33	stimDur
172	0.32	NaN	0	88	1	33	stimDur
207	0.36	NaN	0	89	1	33	stimDur
85	0.2	NaN	0	90	1	33	stimDur
195	0.97	NaN	0	91	1	33	stimDur
521	0.75	NaN	0	92	1	33	stimDur
435	0.11	NaN	0	93	1	33	stimDur
518	0.57	NaN	0	94	1	33	stimDur
303	0.34	NaN	0	95	1	33	stimDur
449	0.71	NaN	0	96	1	33	stimDur
135	0.15	NaN	0	97	1	33	stimDur
396	0.15	NaN	0	98	1	33	stimDur
197	0.1	NaN	0	99	1	33	stimDur
395	0.24	NaN	0	100	1	33	stimDur
98	0.14	NaN	0	101	1	33	stimDur
279	0.74	NaN	0	102	1	33	stimDur
384	0.16	NaN	0	103	1	33	stimDur
445	1.19	NaN	0.763	104	1	33	stimDur
440	0.91	NaN	0	105	1	33	stimDur
337	0.62	NaN	0	106	1	33	stimDur
215	1.2	NaN	0	107	1	33	stimDur
270	0.13	NaN	0	108	1	33	stimDur
288	0.1	NaN	0	109	1	33	stimDur
279	1.39	NaN	1.2861	110	1	33	stimDur
182	0.51	NaN	0	111	1	33	stimDur
331	1.16	NaN	0	112	1	33	stimDur
75	0.65	NaN	0	113	1	33	stimDur
522	0.36	NaN	0	114	1	33	stimDur
27	1.07	NaN	0	115	1	33	stimDur
309	1.43	NaN	0	116	1	33	stimDur
412	0.65	NaN	0.1582	117	1	33	stimDur
371	0.42	NaN	0	118	1	33	stimDur
301	0.34	NaN	0	119	1	33	stimDur
238	0.45	NaN	0	120	1	33	stimDur
38	0.19	0.82	0	1	2	33	stimDur
524	0.37	1.24	0	2	2	33	stimDur
245	1.11	0.86	0.1574	3	2	33	stimDur
189	0.1	1.33	0	4	2	33	stimDur
527	0.34	1.58	0	5	2	33	stimDur
516	0.73	2.54	0	6	2	33	stimDur
171	0.71	0.82	0	7	2	33	stimDur
19	0.16	0.94	0	8	2	33	stimDur
301	1.06	2.54	0	9	2	33	stimDur
502	0.24	1	0	10	2	33	stimDur
151	0.44	1.27	0	11	2	33	stimDur
499	0.4	0.83	0	12	2	33	stimDur
244	0.18	0.88	0	13	2	33	stimDur
196	0.55	3.04	0.1171	14	2	33	stimDur
460	0.61	1.19	0	15	2	33	stimDur
259	0.28	0.84	0	16	2	33	stimDur
96	1.46	1.01	0	17	2	33	stimDur
254	0.16	1.27	0	18	2	33	stimDur
96	0.69	1.3	0	19	2	33	stimDur
272	0.31	0.85	0	20	2	33	stimDur
411	0.44	2.13	0.3216	21	2	33	stimDur
274	0.11	0.9	0	22	2	33	stimDur
332	0.1	1.1	0	23	2	33	stimDur
92	0.18	1.54	0	24	2	33	stimDur
269	0.45	1.74	0	25	2	33	stimDur
428	0.76	1.91	0	26	2	33	stimDur
296	0.24	1.12	0	27	2	33	stimDur
466	0.72	0.97	0	28	2	33	stimDur
312	1.25	1.36	0	29	2	33	stimDur
102	0.11	2.16	0	30	2	33	stimDur
