condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	4	0.95	1	left	1	32	P300
distractor	4	0.71	2	left	1	32	P300
distractor	5	0.7	3	left	1	32	P300
distractor	1	1	4	left	1	32	P300
distractor	4	0.91	5	left	1	32	P300
distractor	5	1.07	6	left	1	32	P300
distractor	3	0.77	7	left	1	32	P300
distractor	4	1.67	8	left	1	32	P300
target	2	0.7	9	left	1	32	P300
distractor	4	1.32	10	left	1	32	P300
distractor	5	1.34	11	left	1	32	P300
distractor	3	1.06	12	left	1	32	P300
distractor	5	2.43	13	left	1	32	P300
target	2	0.7	14	left	1	32	P300
distractor	1	0.76	15	left	1	32	P300
distractor	1	0.8	16	left	1	32	P300
distractor	4	0.97	17	left	1	32	P300
distractor	4	1.41	18	left	1	32	P300
target	2	1.09	19	left	1	32	P300
distractor	3	0.93	20	left	1	32	P300
target	2	0.89	21	left	1	32	P300
distractor	1	1.2	22	left	1	32	P300
distractor	3	1.12	23	left	1	32	P300
distractor	3	1.37	24	left	1	32	P300
distractor	4	0.73	25	left	1	32	P300
distractor	4	0.72	26	left	1	32	P300
target	2	0.91	27	left	1	32	P300
distractor	5	0.98	28	left	1	32	P300
distractor	1	1.33	29	left	1	32	P300
distractor	3	1.05	30	left	1	32	P300
distractor	5	0.8	31	left	1	32	P300
distractor	1	1.78	32	left	1	32	P300
target	2	0.79	33	left	1	32	P300
distractor	3	0.81	34	left	1	32	P300
distractor	3	0.76	35	left	1	32	P300
distractor	1	0.79	36	left	1	32	P300
distractor	1	1.22	37	left	1	32	P300
target	2	1.06	38	left	1	32	P300
distractor	3	1.24	39	left	1	32	P300
distractor	4	0.77	40	left	1	32	P300
distractor	3	0.98	41	left	1	32	P300
distractor	5	1.5	42	left	1	32	P300
distractor	1	1.04	43	left	1	32	P300
distractor	3	1.6	44	left	1	32	P300
distractor	1	0.71	45	left	1	32	P300
distractor	1	0.84	46	left	1	32	P300
target	2	0.85	47	left	1	32	P300
distractor	4	1.26	48	left	1	32	P300
target	2	1.54	49	left	1	32	P300
distractor	5	0.94	50	left	1	32	P300
target	2	0.88	51	left	1	32	P300
distractor	1	1.47	52	left	1	32	P300
distractor	5	0.74	53	left	1	32	P300
distractor	5	0.79	54	left	1	32	P300
distractor	5	0.84	55	left	1	32	P300
target	2	1.05	56	left	1	32	P300
distractor	4	0.78	57	left	1	32	P300
distractor	5	0.79	58	left	1	32	P300
distractor	3	1.78	59	left	1	32	P300
distractor	4	0.73	60	left	1	32	P300
distractor	4	0.99	61	left	1	32	P300
distractor	3	1.07	62	left	1	32	P300
distractor	1	0.72	63	left	1	32	P300
distractor	1	2.06	64	left	1	32	P300
distractor	1	0.77	65	left	1	32	P300
distractor	5	0.73	66	left	1	32	P300
distractor	5	1.28	67	left	1	32	P300
target	2	1.09	68	left	1	32	P300
distractor	3	1.54	69	left	1	32	P300
target	2	1.51	70	left	1	32	P300
distractor	3	1.7	71	left	1	32	P300
target	2	1.1	72	left	1	32	P300
distractor	3	0.78	73	left	1	32	P300
