stimulus	stimDur	ITI	flickerDot	trial	block	subject	task
485	0.38	NaN	0	1	1	32	stimDur
173	1.06	NaN	0.4592	2	1	32	stimDur
95	0.41	NaN	0	3	1	32	stimDur
59	0.97	NaN	0	4	1	32	stimDur
61	0.31	NaN	0	5	1	32	stimDur
243	0.17	NaN	0	6	1	32	stimDur
162	0.34	NaN	0	7	1	32	stimDur
274	0.1	NaN	0	8	1	32	stimDur
81	0.35	NaN	0	9	1	32	stimDur
423	0.28	NaN	0	10	1	32	stimDur
528	0.1	NaN	0	11	1	32	stimDur
259	0.27	NaN	0	12	1	32	stimDur
77	1.48	NaN	0.2728	13	1	32	stimDur
434	0.59	NaN	0	14	1	32	stimDur
34	0.18	NaN	0	15	1	32	stimDur
231	0.21	NaN	0	16	1	32	stimDur
96	0.33	NaN	0	17	1	32	stimDur
276	0.56	NaN	0	18	1	32	stimDur
320	0.31	NaN	0	19	1	32	stimDur
164	0.11	NaN	0	20	1	32	stimDur
291	1.26	NaN	1.1087	21	1	32	stimDur
251	0.43	NaN	0	22	1	32	stimDur
184	0.45	NaN	0	23	1	32	stimDur
216	0.89	NaN	0	24	1	32	stimDur
301	0.37	NaN	0	25	1	32	stimDur
163	0.63	NaN	0	26	1	32	stimDur
37	0.68	NaN	0	27	1	32	stimDur
122	0.29	NaN	0	28	1	32	stimDur
163	1.44	NaN	0	29	1	32	stimDur
136	0.47	NaN	0.3466	30	1	32	stimDur
14	0.55	NaN	0	31	1	32	stimDur
144	0.11	NaN	0	32	1	32	stimDur
380	0.63	NaN	0	33	1	32	stimDur
473	0.55	NaN	0	34	1	32	stimDur
94	0.99	NaN	0	35	1	32	stimDur
355	1.3	NaN	1.1002	36	1	32	stimDur
439	1.38	NaN	0	37	1	32	stimDur
423	1.28	NaN	0	38	1	32	stimDur
224	0.38	NaN	0	39	1	32	stimDur
208	0.24	NaN	0	40	1	32	stimDur
235	0.19	NaN	0	41	1	32	stimDur
34	0.42	NaN	0	42	1	32	stimDur
347	0.15	NaN	0	43	1	32	stimDur
270	0.24	NaN	0	44	1	32	stimDur
220	0.36	NaN	0.246	45	1	32	stimDur
248	0.75	NaN	0	46	1	32	stimDur
184	0.58	NaN	0	47	1	32	stimDur
414	0.16	NaN	0	48	1	32	stimDur
153	0.31	NaN	0	49	1	32	stimDur
490	1.13	NaN	0	50	1	32	stimDur
365	0.1	NaN	0	51	1	32	stimDur
393	1.16	NaN	0	52	1	32	stimDur
79	0.21	NaN	0.044	53	1	32	stimDur
224	0.27	NaN	0	54	1	32	stimDur
379	1.23	NaN	0	55	1	32	stimDur
290	0.72	NaN	0	56	1	32	stimDur
59	0.79	NaN	0	57	1	32	stimDur
253	0.49	NaN	0	58	1	32	stimDur
199	0.34	NaN	0	59	1	32	stimDur
208	0.21	NaN	0	60	1	32	stimDur
24	0.76	NaN	0	61	1	32	stimDur
343	0.47	NaN	0	62	1	32	stimDur
301	0.76	NaN	0	63	1	32	stimDur
181	1.08	NaN	0.0796	64	1	32	stimDur
292	0.45	NaN	0	65	1	32	stimDur
108	0.12	NaN	0	66	1	32	stimDur
419	0.22	NaN	0	67	1	32	stimDur
536	0.32	NaN	0	68	1	32	stimDur
319	0.1	NaN	0	69	1	32	stimDur
128	0.11	NaN	0	70	1	32	stimDur
140	0.46	NaN	0	71	1	32	stimDur
376	0.31	NaN	0	72	1	32	stimDur
344	0.16	NaN	0	73	1	32	stimDur
306	0.38	NaN	0	74	1	32	stimDur
