condition	stimulus	ITI	trial	targetResponse	block	subject	task
target	5	1.56	1	left	1	22	P300
distractor	1	1	2	left	1	22	P300
distractor	4	1.43	3	left	1	22	P300
distractor	3	1.15	4	left	1	22	P300
distractor	3	0.96	5	left	1	22	P300
target	5	0.81	6	left	1	22	P300
distractor	2	1.48	7	left	1	22	P300
distractor	1	1.01	8	left	1	22	P300
target	5	0.71	9	left	1	22	P300
distractor	2	0.77	10	left	1	22	P300
distractor	2	1.73	11	left	1	22	P300
distractor	4	0.71	12	left	1	22	P300
distractor	2	0.97	13	left	1	22	P300
distractor	4	0.73	14	left	1	22	P300
distractor	3	1.03	15	left	1	22	P300
distractor	2	1.21	16	left	1	22	P300
distractor	3	0.72	17	left	1	22	P300
distractor	3	1.91	18	left	1	22	P300
distractor	4	0.94	19	left	1	22	P300
distractor	4	2.24	20	left	1	22	P300
distractor	1	0.9	21	left	1	22	P300
distractor	3	1.07	22	left	1	22	P300
distractor	3	0.84	23	left	1	22	P300
distractor	3	0.78	24	left	1	22	P300
distractor	4	1.01	25	left	1	22	P300
distractor	2	3.35	26	left	1	22	P300
distractor	1	1	27	left	1	22	P300
distractor	1	0.88	28	left	1	22	P300
distractor	4	0.79	29	left	1	22	P300
distractor	4	0.71	30	left	1	22	P300
distractor	2	1.05	31	left	1	22	P300
distractor	4	0.98	32	left	1	22	P300
distractor	3	1.55	33	left	1	22	P300
distractor	1	0.92	34	left	1	22	P300
distractor	2	0.83	35	left	1	22	P300
distractor	1	3.42	36	left	1	22	P300
target	5	1.39	37	left	1	22	P300
distractor	3	0.72	38	left	1	22	P300
distractor	4	0.86	39	left	1	22	P300
distractor	4	0.73	40	left	1	22	P300
distractor	1	1.29	41	left	1	22	P300
distractor	3	0.82	42	left	1	22	P300
distractor	3	0.88	43	left	1	22	P300
distractor	1	1.16	44	left	1	22	P300
distractor	1	1.48	45	left	1	22	P300
target	5	1.25	46	left	1	22	P300
distractor	4	0.92	47	left	1	22	P300
distractor	3	1.35	48	left	1	22	P300
target	5	0.91	49	left	1	22	P300
distractor	4	1.17	50	left	1	22	P300
distractor	1	0.78	51	left	1	22	P300
distractor	4	1.51	52	left	1	22	P300
distractor	2	1.47	53	left	1	22	P300
target	5	0.97	54	left	1	22	P300
distractor	4	0.81	55	left	1	22	P300
target	5	0.7	56	left	1	22	P300
distractor	3	1.03	57	left	1	22	P300
distractor	2	1	58	left	1	22	P300
distractor	3	0.72	59	left	1	22	P300
target	5	1.06	60	left	1	22	P300
distractor	4	1.41	61	left	1	22	P300
target	5	2.41	62	left	1	22	P300
distractor	1	1.37	63	left	1	22	P300
target	5	1.08	64	left	1	22	P300
distractor	2	1.35	65	left	1	22	P300
distractor	1	0.95	66	left	1	22	P300
distractor	1	0.91	67	left	1	22	P300
distractor	1	1.13	68	left	1	22	P300
target	5	0.74	69	left	1	22	P300
distractor	3	0.79	70	left	1	22	P300
target	5	0.73	71	left	1	22	P300
distractor	4	3.33	72	left	1	22	P300
distractor	3	1.41	73	left	1	22	P300
distractor	3	0.96	74	left	1	22	P300
distractor	1	0.78	75	left	1	22	P300
distractor	3	0.7	76	left	1	22	P300
target	5	1.19	77	left	1	22	P300
distractor	1	0.95	78	left	1	22	P300
distractor	1	2.05	79	left	1	22	P300
distractor	2	1.03	80	left	1	22	P300
distractor	4	0.76	81	left	1	22	P300
distractor	2	1.14	82	left	1	22	P300
distractor	4	0.71	83	left	1	22	P300
distractor	1	1	84	left	1	22	P300
target	5	1.45	85	left	1	22	P300
distractor	2	0.97	86	left	1	22	P300
target	5	0.94	87	left	1	22	P300
distractor	2	1.25	88	left	1	22	P300
target	5	1.78	89	left	1	22	P300
distractor	1	1.05	90	left	1	22	P300
distractor	3	0.73	91	left	1	22	P300
target	5	1.29	92	left	1	22	P300
distractor	1	0.88	93	left	1	22	P300
distractor	2	1.54	94	left	1	22	P300
target	5	1.11	95	left	1	22	P300
distractor	2	0.95	96	left	1	22	P300
distractor	2	1.12	97	left	1	22	P300
distractor	3	0.76	98	left	1	22	P300
distractor	1	0.91	99	left	1	22	P300
distractor	2	1.91	100	left	1	22	P300
distractor	2	1.03	101	left	1	22	P300
distractor	2	1.03	102	left	1	22	P300
distractor	4	0.81	103	left	1	22	P300
distractor	2	1.11	104	left	1	22	P300
target	5	0.79	105	left	1	22	P300
distractor	3	2.08	106	left	1	22	P300
target	5	0.83	107	left	1	22	P300
distractor	1	1.34	108	left	1	22	P300
target	5	1.07	109	left	1	22	P300
distractor	4	1.21	110	left	1	22	P300
distractor	1	1.33	111	left	1	22	P300
distractor	4	1.08	112	left	1	22	P300
distractor	4	0.75	113	left	1	22	P300
distractor	4	1.18	114	left	1	22	P300
distractor	3	2.04	115	left	1	22	P300
distractor	3	0.78	116	left	1	22	P300
distractor	2	1.44	117	left	1	22	P300
target	5	0.93	118	left	1	22	P300
distractor	2	0.88	119	left	1	22	P300
target	5	1.02	120	left	1	22	P300
distractor	3	2.22	1	right	2	22	P300
distractor	5	0.88	2	right	2	22	P300
target	1	2.43	3	right	2	22	P300
distractor	4	0.74	4	right	2	22	P300
distractor	5	1.66	5	right	2	22	P300
distractor	5	0.77	6	right	2	22	P300
distractor	2	1.09	7	right	2	22	P300
distractor	4	1.3	8	right	2	22	P300
distractor	4	1.64	9	right	2	22	P300
distractor	4	0.91	10	right	2	22	P300
distractor	2	1.39	11	right	2	22	P300
distractor	3	0.86	12	right	2	22	P300
distractor	2	2.24	13	right	2	22	P300
distractor	5	0.81	14	right	2	22	P300
distractor	2	1.09	15	right	2	22	P300
distractor	5	0.92	16	right	2	22	P300
distractor	3	1.69	17	right	2	22	P300
distractor	3	1.68	18	right	2	22	P300
distractor	3	1.69	19	right	2	22	P300
distractor	2	0.95	20	right	2	22	P300
target	1	0.79	21	right	2	22	P300
distractor	3	1.19	22	right	2	22	P300
target	1	0.96	23	right	2	22	P300
distractor	5	0.71	24	right	2	22	P300
distractor	3	0.77	25	right	2	22	P300
distractor	3	0.72	26	right	2	22	P300
distractor	2	1.28	27	right	2	22	P300
target	1	1.82	28	right	2	22	P300
distractor	2	2.18	29	right	2	22	P300
target	1	0.7	30	right	2	22	P300
distractor	3	0.87	31	right	2	22	P300
distractor	2	0.7	32	right	2	22	P300
distractor	5	0.77	33	right	2	22	P300
distractor	3	1.36	34	right	2	22	P300
distractor	5	0.95	35	right	2	22	P300
target	1	0.84	36	right	2	22	P300
distractor	4	0.96	37	right	2	22	P300
distractor	4	0.79	38	right	2	22	P300
distractor	5	1.15	39	right	2	22	P300
target	1	0.71	40	right	2	22	P300
distractor	5	0.82	41	right	2	22	P300
target	1	1.46	42	right	2	22	P300
distractor	4	1.39	43	right	2	22	P300
distractor	2	1.31	44	right	2	22	P300
distractor	3	1.54	45	right	2	22	P300
distractor	4	1.2	46	right	2	22	P300
distractor	2	1.05	47	right	2	22	P300
target	1	1.62	48	right	2	22	P300
distractor	5	0.97	49	right	2	22	P300
target	1	1.21	50	right	2	22	P300
distractor	5	0.9	51	right	2	22	P300
target	1	2.52	52	right	2	22	P300
distractor	4	0.95	53	right	2	22	P300
target	1	1.04	54	right	2	22	P300
distractor	3	1.13	55	right	2	22	P300
target	1	0.72	56	right	2	22	P300
distractor	4	1.63	57	right	2	22	P300
distractor	3	0.77	58	right	2	22	P300
distractor	5	1.43	59	right	2	22	P300
distractor	2	1.82	60	right	2	22	P300
distractor	4	1.06	61	right	2	22	P300
distractor	2	1.29	62	right	2	22	P300
distractor	5	1.19	63	right	2	22	P300
distractor	4	0.71	64	right	2	22	P300
distractor	2	0.71	65	right	2	22	P300
distractor	4	1.31	66	right	2	22	P300
distractor	3	1.06	67	right	2	22	P300
distractor	2	0.95	68	right	2	22	P300
distractor	3	0.72	69	right	2	22	P300
