condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	1	0.83	1	right	1	29	P300
distractor	5	0.87	2	right	1	29	P300
distractor	5	0.74	3	right	1	29	P300
distractor	5	1.14	4	right	1	29	P300
distractor	4	1.07	5	right	1	29	P300
target	3	1.21	6	right	1	29	P300
distractor	1	1.19	7	right	1	29	P300
distractor	1	1.2	8	right	1	29	P300
distractor	1	1.64	9	right	1	29	P300
distractor	4	1.65	10	right	1	29	P300
distractor	5	0.73	11	right	1	29	P300
distractor	5	1.26	12	right	1	29	P300
distractor	1	1.89	13	right	1	29	P300
distractor	1	1.27	14	right	1	29	P300
target	3	0.72	15	right	1	29	P300
distractor	5	0.72	16	right	1	29	P300
distractor	4	0.86	17	right	1	29	P300
distractor	2	0.71	18	right	1	29	P300
distractor	1	2.52	19	right	1	29	P300
distractor	4	0.86	20	right	1	29	P300
distractor	1	1.13	21	right	1	29	P300
distractor	4	0.73	22	right	1	29	P300
target	3	1.27	23	right	1	29	P300
distractor	2	0.88	24	right	1	29	P300
distractor	4	1.42	25	right	1	29	P300
target	3	0.83	26	right	1	29	P300
distractor	5	0.72	27	right	1	29	P300
target	3	0.77	28	right	1	29	P300
distractor	2	0.87	29	right	1	29	P300
target	3	0.72	30	right	1	29	P300
distractor	2	2.09	31	right	1	29	P300
target	3	1.17	32	right	1	29	P300
distractor	2	1.16	33	right	1	29	P300
distractor	4	0.78	34	right	1	29	P300
distractor	5	0.7	35	right	1	29	P300
distractor	2	0.8	36	right	1	29	P300
distractor	5	0.79	37	right	1	29	P300
distractor	5	1.48	38	right	1	29	P300
distractor	1	1.94	39	right	1	29	P300
distractor	4	1.43	40	right	1	29	P300
distractor	2	1.61	41	right	1	29	P300
distractor	2	1.26	42	right	1	29	P300
distractor	4	0.76	43	right	1	29	P300
distractor	4	0.75	44	right	1	29	P300
distractor	5	1.53	45	right	1	29	P300
distractor	2	0.74	46	right	1	29	P300
target	3	2.4	47	right	1	29	P300
distractor	1	1.43	48	right	1	29	P300
distractor	1	0.86	49	right	1	29	P300
distractor	4	0.82	50	right	1	29	P300
target	3	0.9	51	right	1	29	P300
distractor	1	0.82	52	right	1	29	P300
target	3	2.36	53	right	1	29	P300
distractor	5	0.72	54	right	1	29	P300
distractor	5	0.87	55	right	1	29	P300
distractor	4	0.73	56	right	1	29	P300
distractor	2	0.78	57	right	1	29	P300
distractor	1	0.83	58	right	1	29	P300
distractor	2	0.74	59	right	1	29	P300
distractor	5	1.01	60	right	1	29	P300
distractor	1	0.85	61	right	1	29	P300
distractor	2	2.09	62	right	1	29	P300
distractor	2	0.84	63	right	1	29	P300
target	3	1.08	64	right	1	29	P300
distractor	4	0.95	65	right	1	29	P300
distractor	4	2.59	66	right	1	29	P300
distractor	1	1.52	67	right	1	29	P300
distractor	4	1.03	68	right	1	29	P300
distractor	5	0.73	69	right	1	29	P300
distractor	5	0.96	70	right	1	29	P300
target	3	0.98	71	right	1	29	P300
distractor	1	0.93	72	right	1	29	P300
distractor	2	0.82	73	right	1	29	P300
distractor	5	1.4	74	right	1	29	P300
target	3	0.9	75	right	1	29	P300
distractor	5	0.74	76	right	1	29	P300
distractor	5	2.01	77	right	1	29	P300
target	3	0.94	78	right	1	29	P300
distractor	4	1.6	79	right	1	29	P300
distractor	4	0.76	80	right	1	29	P300
distractor	1	1.31	81	right	1	29	P300
distractor	2	1.09	82	right	1	29	P300
distractor	1	0.71	83	right	1	29	P300
distractor	2	1.31	84	right	1	29	P300
distractor	2	0.71	85	right	1	29	P300
distractor	5	1.11	86	right	1	29	P300
distractor	2	0.73	87	right	1	29	P300
distractor	2	1.23	88	right	1	29	P300
target	3	0.76	89	right	1	29	P300
distractor	4	1.25	90	right	1	29	P300
distractor	4	0.72	91	right	1	29	P300
target	3	0.73	92	right	1	29	P300
distractor	1	1.64	93	right	1	29	P300
target	3	0.8	94	right	1	29	P300
distractor	1	1.01	95	right	1	29	P300
target	3	1.38	96	right	1	29	P300
distractor	4	1.83	97	right	1	29	P300
target	3	0.91	98	right	1	29	P300
distractor	4	0.93	99	right	1	29	P300
target	3	2.55	100	right	1	29	P300
distractor	5	0.86	101	right	1	29	P300
target	3	1.02	102	right	1	29	P300
distractor	1	0.85	103	right	1	29	P300
distractor	1	1.07	104	right	1	29	P300
distractor	2	1.02	105	right	1	29	P300
distractor	5	0.71	106	right	1	29	P300
target	3	1.4	107	right	1	29	P300
distractor	5	0.79	108	right	1	29	P300
distractor	2	0.85	109	right	1	29	P300
distractor	2	0.72	110	right	1	29	P300
distractor	4	1.01	111	right	1	29	P300
distractor	2	1.11	112	right	1	29	P300
target	3	1.39	113	right	1	29	P300
distractor	4	0.82	114	right	1	29	P300
distractor	5	1.05	115	right	1	29	P300
distractor	1	1.64	116	right	1	29	P300
target	3	1.55	117	right	1	29	P300
distractor	2	1.38	118	right	1	29	P300
distractor	4	1.08	119	right	1	29	P300
distractor	1	1.33	120	right	1	29	P300
distractor	4	0.77	1	right	2	29	P300
target	2	1.02	2	right	2	29	P300
distractor	5	0.84	3	right	2	29	P300
distractor	4	0.98	4	right	2	29	P300
distractor	3	1.57	5	right	2	29	P300
target	2	0.74	6	right	2	29	P300
distractor	3	0.77	7	right	2	29	P300
distractor	1	3.49	8	right	2	29	P300
distractor	5	1.01	9	right	2	29	P300
distractor	3	1	10	right	2	29	P300
