condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	1	1.19	1	right	1	99	P300
distractor	2	1.49	2	right	1	99	P300
distractor	2	1.7	3	right	1	99	P300
distractor	4	0.8	4	right	1	99	P300
distractor	4	1.98	5	right	1	99	P300
target	5	0.81	6	right	1	99	P300
distractor	4	0.77	7	right	1	99	P300
target	5	1.13	8	right	1	99	P300
distractor	3	0.71	9	right	1	99	P300
target	5	1.39	10	right	1	99	P300
distractor	3	0.76	11	right	1	99	P300
distractor	1	0.73	12	right	1	99	P300
distractor	1	1.44	13	right	1	99	P300
distractor	4	2.13	14	right	1	99	P300
distractor	1	1.32	15	right	1	99	P300
distractor	4	1.44	16	right	1	99	P300
distractor	3	1.89	17	right	1	99	P300
distractor	3	0.93	18	right	1	99	P300
target	5	0.86	19	right	1	99	P300
distractor	4	1.23	20	right	1	99	P300
target	5	1.12	21	right	1	99	P300
distractor	3	1.24	22	right	1	99	P300
target	5	1.2	23	right	1	99	P300
distractor	1	1.24	24	right	1	99	P300
distractor	1	0.8	25	right	1	99	P300
distractor	1	0.73	26	right	1	99	P300
distractor	2	1	27	right	1	99	P300
distractor	1	1.92	28	right	1	99	P300
distractor	1	1.27	29	right	1	99	P300
target	5	0.77	30	right	1	99	P300
distractor	3	1.07	31	right	1	99	P300
target	5	0.72	32	right	1	99	P300
distractor	3	1.08	33	right	1	99	P300
distractor	2	1.18	34	right	1	99	P300
distractor	4	0.82	35	right	1	99	P300
target	5	0.95	36	right	1	99	P300
distractor	3	1.22	37	right	1	99	P300
distractor	2	0.77	38	right	1	99	P300
distractor	2	0.79	39	right	1	99	P300
distractor	4	0.95	40	right	1	99	P300
distractor	4	0.82	41	right	1	99	P300
distractor	3	1.79	42	right	1	99	P300
distractor	3	0.79	43	right	1	99	P300
distractor	2	0.92	44	right	1	99	P300
distractor	3	1.43	45	right	1	99	P300
distractor	2	0.71	46	right	1	99	P300
target	5	1.17	47	right	1	99	P300
distractor	1	0.7	48	right	1	99	P300
distractor	4	1.84	49	right	1	99	P300
