condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	1	2.2	1	right	1	12	P300
distractor	4	1.59	2	right	1	12	P300
distractor	1	1.75	3	right	1	12	P300
distractor	2	0.78	4	right	1	12	P300
distractor	2	0.86	5	right	1	12	P300
distractor	4	0.82	6	right	1	12	P300
distractor	4	0.99	7	right	1	12	P300
target	5	1.04	8	right	1	12	P300
distractor	2	1.28	9	right	1	12	P300
target	5	0.92	10	right	1	12	P300
distractor	2	1.14	11	right	1	12	P300
distractor	1	1.16	12	right	1	12	P300
distractor	2	0.77	13	right	1	12	P300
distractor	1	1.29	14	right	1	12	P300
distractor	4	1.14	15	right	1	12	P300
target	5	0.85	16	right	1	12	P300
distractor	3	0.9	17	right	1	12	P300
distractor	4	2.64	18	right	1	12	P300
distractor	2	0.88	19	right	1	12	P300
distractor	3	0.88	20	right	1	12	P300
target	5	1.11	21	right	1	12	P300
distractor	3	0.7	22	right	1	12	P300
target	5	1.11	23	right	1	12	P300
distractor	1	1.07	24	right	1	12	P300
distractor	4	1.35	25	right	1	12	P300
distractor	4	1.99	26	right	1	12	P300
target	5	1.22	27	right	1	12	P300
distractor	1	0.82	28	right	1	12	P300
target	5	0.75	29	right	1	12	P300
distractor	4	0.93	30	right	1	12	P300
distractor	4	1.13	31	right	1	12	P300
distractor	4	0.74	32	right	1	12	P300
distractor	4	0.91	33	right	1	12	P300
target	5	0.86	34	right	1	12	P300
distractor	4	0.77	35	right	1	12	P300
target	5	1.01	36	right	1	12	P300
distractor	3	1.99	37	right	1	12	P300
target	5	1.29	38	right	1	12	P300
distractor	2	1.8	39	right	1	12	P300
target	5	2.21	40	right	1	12	P300
distractor	3	1.63	41	right	1	12	P300
target	5	2.24	42	right	1	12	P300
distractor	3	0.72	43	right	1	12	P300
distractor	4	1.34	44	right	1	12	P300
distractor	3	0.74	45	right	1	12	P300
distractor	3	1.72	46	right	1	12	P300
distractor	1	1.08	47	right	1	12	P300
distractor	1	2.62	48	right	1	12	P300
distractor	1	0.94	49	right	1	12	P300
distractor	2	1.13	50	right	1	12	P300
distractor	2	1.35	51	right	1	12	P300
distractor	2	0.83	52	right	1	12	P300
distractor	4	1.14	53	right	1	12	P300
distractor	4	1.46	54	right	1	12	P300
target	5	1.01	55	right	1	12	P300
distractor	1	1.02	56	right	1	12	P300
target	5	0.93	57	right	1	12	P300
distractor	2	1.96	58	right	1	12	P300
distractor	4	3.83	59	right	1	12	P300
target	5	1.18	60	right	1	12	P300
distractor	3	1.37	61	right	1	12	P300
distractor	2	2.43	62	right	1	12	P300
distractor	4	0.76	63	right	1	12	P300
distractor	2	0.71	64	right	1	12	P300
distractor	3	1.29	65	right	1	12	P300
distractor	1	1.11	66	right	1	12	P300
distractor	2	0.74	67	right	1	12	P300
distractor	2	1.02	68	right	1	12	P300
distractor	3	1	69	right	1	12	P300
distractor	1	0.84	70	right	1	12	P300
distractor	3	0.82	71	right	1	12	P300
distractor	2	0.78	72	right	1	12	P300
distractor	3	1.08	73	right	1	12	P300
distractor	4	0.77	74	right	1	12	P300
distractor	1	1.24	75	right	1	12	P300
distractor	3	1.54	76	right	1	12	P300
target	5	1.2	77	right	1	12	P300
distractor	3	0.83	78	right	1	12	P300
distractor	2	0.91	79	right	1	12	P300
target	5	1.01	80	right	1	12	P300
distractor	3	1.04	81	right	1	12	P300
target	5	0.88	82	right	1	12	P300
distractor	1	1.2	83	right	1	12	P300
target	5	0.85	84	right	1	12	P300
distractor	1	1.37	85	right	1	12	P300
target	5	0.8	86	right	1	12	P300
distractor	1	1.34	87	right	1	12	P300
target	5	0.71	88	right	1	12	P300
distractor	1	0.75	89	right	1	12	P300
target	5	1.15	90	right	1	12	P300
distractor	1	0.84	91	right	1	12	P300
target	5	1.04	92	right	1	12	P300
distractor	2	1.45	93	right	1	12	P300
target	5	0.74	94	right	1	12	P300
distractor	1	1.68	95	right	1	12	P300
distractor	2	0.88	96	right	1	12	P300
distractor	4	0.76	97	right	1	12	P300
distractor	3	0.96	98	right	1	12	P300
distractor	2	0.73	99	right	1	12	P300
distractor	2	1.28	100	right	1	12	P300
distractor	3	0.89	101	right	1	12	P300
distractor	3	0.87	102	right	1	12	P300
distractor	4	0.74	103	right	1	12	P300
distractor	2	0.78	104	right	1	12	P300
distractor	3	1.01	105	right	1	12	P300
distractor	4	0.75	106	right	1	12	P300
distractor	4	0.98	107	right	1	12	P300
distractor	2	1.86	108	right	1	12	P300
distractor	3	0.92	109	right	1	12	P300
distractor	3	0.78	110	right	1	12	P300
distractor	1	1.41	111	right	1	12	P300
distractor	1	1.16	112	right	1	12	P300
distractor	3	1.11	113	right	1	12	P300
distractor	1	0.75	114	right	1	12	P300
distractor	3	0.88	115	right	1	12	P300
distractor	1	0.97	116	right	1	12	P300
distractor	1	0.9	117	right	1	12	P300
distractor	4	0.8	118	right	1	12	P300
distractor	4	0.81	119	right	1	12	P300
distractor	2	0.76	120	right	1	12	P300
distractor	1	0.8	1	left	2	12	P300
distractor	4	0.8	2	left	2	12	P300
distractor	5	1.05	3	left	2	12	P300
distractor	2	0.74	4	left	2	12	P300
distractor	5	0.86	5	left	2	12	P300
distractor	4	1.41	6	left	2	12	P300
distractor	1	0.98	7	left	2	12	P300
distractor	1	2.05	8	left	2	12	P300
distractor	5	1.24	9	left	2	12	P300
distractor	1	0.75	10	left	2	12	P300
distractor	4	0.95	11	left	2	12	P300
distractor	2	1.02	12	left	2	12	P300
distractor	5	1.68	13	left	2	12	P300
distractor	1	1.79	14	left	2	12	P300
distractor	5	0.72	15	left	2	12	P300
distractor	1	1.74	16	left	2	12	P300
target	3	1.2	17	left	2	12	P300
distractor	4	1.78	18	left	2	12	P300
target	3	1.07	19	left	2	12	P300
distractor	2	0.92	20	left	2	12	P300
distractor	5	1.18	21	left	2	12	P300
distractor	4	1.45	22	left	2	12	P300
distractor	5	1.43	23	left	2	12	P300
distractor	2	1.05	24	left	2	12	P300
target	3	1.05	25	left	2	12	P300
distractor	4	1.54	26	left	2	12	P300
distractor	4	0.79	27	left	2	12	P300
distractor	4	1.24	28	left	2	12	P300
distractor	2	1.43	29	left	2	12	P300
target	3	0.75	30	left	2	12	P300
distractor	2	1.52	31	left	2	12	P300
target	3	0.75	32	left	2	12	P300
distractor	4	0.72	33	left	2	12	P300
distractor	5	0.97	34	left	2	12	P300
target	3	1.91	35	left	2	12	P300
distractor	2	1.08	36	left	2	12	P300
target	3	1.98	37	left	2	12	P300
distractor	5	0.82	38	left	2	12	P300
target	3	1.42	39	left	2	12	P300
distractor	1	1.14	40	left	2	12	P300
distractor	5	0.77	41	left	2	12	P300
distractor	1	0.82	42	left	2	12	P300
distractor	2	1.86	43	left	2	12	P300
distractor	2	1.68	44	left	2	12	P300
distractor	1	1.28	45	left	2	12	P300
target	3	0.97	46	left	2	12	P300
