stimulus	stimDur	ITI	flickerDot	trial	block	subject	task
17	0.23	NaN	0	1	1	6	stimDur
89	1.1	NaN	0.6352	2	1	6	stimDur
223	1.37	NaN	0	3	1	6	stimDur
106	0.12	NaN	0	4	1	6	stimDur
388	0.2	NaN	0	5	1	6	stimDur
144	0.41	NaN	0	6	1	6	stimDur
268	1.21	NaN	0	7	1	6	stimDur
464	0.18	NaN	0	8	1	6	stimDur
207	1.26	NaN	0	9	1	6	stimDur
160	1.15	NaN	0	10	1	6	stimDur
315	0.24	NaN	0.0712	11	1	6	stimDur
319	0.18	NaN	0	12	1	6	stimDur
401	0.16	NaN	0	13	1	6	stimDur
77	0.11	NaN	0	14	1	6	stimDur
30	1.33	NaN	0	15	1	6	stimDur
112	0.14	NaN	0	16	1	6	stimDur
169	1.34	NaN	0	17	1	6	stimDur
370	0.24	NaN	0	18	1	6	stimDur
364	0.11	NaN	0	19	1	6	stimDur
306	0.91	NaN	0	20	1	6	stimDur
391	0.87	NaN	0	21	1	6	stimDur
258	0.34	NaN	0	22	1	6	stimDur
280	0.8	NaN	0	23	1	6	stimDur
283	0.75	NaN	0	24	1	6	stimDur
446	0.33	NaN	0	25	1	6	stimDur
388	0.21	NaN	0	26	1	6	stimDur
84	0.14	NaN	0	27	1	6	stimDur
497	1.17	NaN	0.8957	28	1	6	stimDur
151	0.12	NaN	0	29	1	6	stimDur
384	0.71	NaN	0	30	1	6	stimDur
384	0.12	NaN	0	31	1	6	stimDur
451	0.6	NaN	0	32	1	6	stimDur
442	0.11	NaN	0	33	1	6	stimDur
531	0.13	NaN	0	34	1	6	stimDur
145	0.35	NaN	0	35	1	6	stimDur
110	0.12	NaN	0	36	1	6	stimDur
471	0.1	NaN	0	37	1	6	stimDur
222	0.56	NaN	0	38	1	6	stimDur
272	1.13	NaN	0	39	1	6	stimDur
403	0.36	NaN	0	40	1	6	stimDur
187	0.96	NaN	0	41	1	6	stimDur
261	0.67	NaN	0.5395	42	1	6	stimDur
241	1.25	NaN	0	43	1	6	stimDur
33	1.4	NaN	0	44	1	6	stimDur
358	0.48	NaN	0	45	1	6	stimDur
307	1.3	NaN	1.172	46	1	6	stimDur
413	0.67	NaN	0	47	1	6	stimDur
398	0.34	NaN	0	48	1	6	stimDur
300	1.19	NaN	0	49	1	6	stimDur
105	0.47	NaN	0	50	1	6	stimDur
398	0.18	NaN	0	51	1	6	stimDur
247	0.28	NaN	0	52	1	6	stimDur
326	0.3	NaN	0	53	1	6	stimDur
531	0.15	NaN	0	54	1	6	stimDur
445	0.1	NaN	0	55	1	6	stimDur
204	0.11	NaN	0	56	1	6	stimDur
304	0.62	NaN	0	57	1	6	stimDur
41	0.19	NaN	0	58	1	6	stimDur
384	0.14	NaN	0.001	59	1	6	stimDur
418	0.16	NaN	0	60	1	6	stimDur
39	0.91	NaN	0	61	1	6	stimDur
334	1.12	NaN	0	62	1	6	stimDur
455	0.33	NaN	0	63	1	6	stimDur
70	0.74	NaN	0	64	1	6	stimDur
228	0.47	NaN	0	65	1	6	stimDur
397	0.37	NaN	0	66	1	6	stimDur
328	0.56	NaN	0	67	1	6	stimDur
76	1.3	NaN	0.4514	68	1	6	stimDur
143	0.87	NaN	0	69	1	6	stimDur
76	0.3	NaN	0	70	1	6	stimDur
362	0.19	NaN	0	71	1	6	stimDur
533	0.1	NaN	0	72	1	6	stimDur
389	0.21	NaN	0	73	1	6	stimDur
440	1.42	NaN	0	74	1	6	stimDur
369	0.31	NaN	0	75	1	6	stimDur
96	0.42	NaN	0	76	1	6	stimDur
45	0.11	NaN	0	77	1	6	stimDur
416	0.14	NaN	0	78	1	6	stimDur
405	1.45	NaN	0	79	1	6	stimDur
336	0.42	NaN	0.1369	80	1	6	stimDur
309	0.18	NaN	0	81	1	6	stimDur
351	0.56	NaN	0	82	1	6	stimDur
313	0.71	NaN	0	83	1	6	stimDur
125	0.38	NaN	0	84	1	6	stimDur
32	0.24	NaN	0	85	1	6	stimDur
18	0.7	NaN	0	86	1	6	stimDur
190	0.14	NaN	0	87	1	6	stimDur
380	0.7	NaN	0	88	1	6	stimDur
176	0.33	NaN	0.2159	89	1	6	stimDur
504	0.4	NaN	0	90	1	6	stimDur
350	0.54	NaN	0	91	1	6	stimDur
32	1.02	NaN	0	92	1	6	stimDur
330	0.23	NaN	0	93	1	6	stimDur
298	0.65	NaN	0	94	1	6	stimDur
515	0.13	NaN	0	95	1	6	stimDur
44	0.32	NaN	0	96	1	6	stimDur
31	0.69	NaN	0	97	1	6	stimDur
455	1.11	NaN	0.4478	98	1	6	stimDur
156	0.44	NaN	0	99	1	6	stimDur
185	0.55	NaN	0	100	1	6	stimDur
504	0.41	NaN	0	101	1	6	stimDur
444	0.25	NaN	0	102	1	6	stimDur
110	0.98	NaN	0	103	1	6	stimDur
54	0.46	NaN	0	104	1	6	stimDur
476	0.2	NaN	0	105	1	6	stimDur
422	0.86	NaN	0.3651	106	1	6	stimDur
266	0.95	NaN	0	107	1	6	stimDur
72	0.33	NaN	0	108	1	6	stimDur
524	0.62	NaN	0	109	1	6	stimDur
424	0.12	NaN	0	110	1	6	stimDur
224	0.7	NaN	0	111	1	6	stimDur
196	0.24	NaN	0	112	1	6	stimDur
118	0.1	NaN	0	113	1	6	stimDur
344	0.67	NaN	0	114	1	6	stimDur
224	0.43	NaN	0	115	1	6	stimDur
220	0.94	NaN	0.5265	116	1	6	stimDur
223	0.13	NaN	0	117	1	6	stimDur
432	1.48	NaN	0	118	1	6	stimDur
295	0.24	NaN	0	119	1	6	stimDur
514	0.14	NaN	0	120	1	6	stimDur
259	0.86	0.8	0.714	1	2	6	stimDur
168	0.1	1.03	0	2	2	6	stimDur
75	0.54	1.14	0	3	2	6	stimDur
63	0.7	0.86	0	4	2	6	stimDur
363	0.16	1.39	0	5	2	6	stimDur
207	0.1	0.81	0	6	2	6	stimDur
440	0.65	0.8	0	7	2	6	stimDur
190	0.11	1.01	0	8	2	6	stimDur
281	0.23	0.98	0	9	2	6	stimDur
246	0.53	1.14	0	10	2	6	stimDur
256	0.26	1.51	0	11	2	6	stimDur
285	0.4	1.21	0	12	2	6	stimDur
160	0.28	1.04	0	13	2	6	stimDur
355	0.22	1.72	0.0249	14	2	6	stimDur
523	0.1	2.84	0	15	2	6	stimDur
212	0.12	0.89	0	16	2	6	stimDur
447	0.22	1.63	0	17	2	6	stimDur
481	1.42	0.99	0	18	2	6	stimDur
17	0.4	2.24	0	19	2	6	stimDur
281	0.21	1.28	0	20	2	6	stimDur
323	0.85	1.8	0	21	2	6	stimDur
192	0.63	1.04	0	22	2	6	stimDur
481	0.63	1.43	0.3052	23	2	6	stimDur
27	0.28	2.45	0	24	2	6	stimDur
359	0.83	0.85	0	25	2	6	stimDur
472	0.74	1.23	0	26	2	6	stimDur
316	0.81	0.91	0	27	2	6	stimDur
43	0.29	0.88	0	28	2	6	stimDur
218	1.19	0.91	0	29	2	6	stimDur
177	1	1.15	0	30	2	6	stimDur
268	0.14	0.98	0	31	2	6	stimDur
437	1.36	1.13	1.0094	32	2	6	stimDur
12	0.23	0.98	0	33	2	6	stimDur
501	0.65	1	0	34	2	6	stimDur
383	0.31	1.48	0	35	2	6	stimDur
377	0.3	0.84	0	36	2	6	stimDur
110	1.43	0.99	0	37	2	6	stimDur
412	0.35	0.82	0	38	2	6	stimDur
