condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	4	1.51	1	right	1	27	P300
distractor	2	0.77	2	right	1	27	P300
distractor	1	1.86	3	right	1	27	P300
target	3	1.73	4	right	1	27	P300
distractor	5	1.02	5	right	1	27	P300
target	3	0.89	6	right	1	27	P300
distractor	4	0.78	7	right	1	27	P300
target	3	1.07	8	right	1	27	P300
distractor	1	1.08	9	right	1	27	P300
target	3	2.23	10	right	1	27	P300
distractor	5	3.23	11	right	1	27	P300
distractor	2	0.74	12	right	1	27	P300
distractor	4	0.71	13	right	1	27	P300
distractor	1	0.81	14	right	1	27	P300
target	3	1.18	15	right	1	27	P300
distractor	5	0.8	16	right	1	27	P300
distractor	4	1.42	17	right	1	27	P300
distractor	4	0.83	18	right	1	27	P300
distractor	4	1.21	19	right	1	27	P300
distractor	2	1.3	20	right	1	27	P300
distractor	2	1.07	21	right	1	27	P300
distractor	4	0.92	22	right	1	27	P300
distractor	1	1.22	23	right	1	27	P300
distractor	1	1.01	24	right	1	27	P300
target	3	1.31	25	right	1	27	P300
distractor	5	2.03	26	right	1	27	P300
distractor	2	2.04	27	right	1	27	P300
distractor	4	1.02	28	right	1	27	P300
distractor	5	0.71	29	right	1	27	P300
distractor	1	1.15	30	right	1	27	P300
distractor	4	1.37	31	right	1	27	P300
target	3	1.61	32	right	1	27	P300
distractor	5	0.73	33	right	1	27	P300
target	3	0.77	34	right	1	27	P300
distractor	1	0.75	35	right	1	27	P300
target	3	1.04	36	right	1	27	P300
distractor	5	1.02	37	right	1	27	P300
distractor	2	1.03	38	right	1	27	P300
target	3	1.95	39	right	1	27	P300
distractor	1	1.09	40	right	1	27	P300
distractor	2	0.96	41	right	1	27	P300
target	3	0.83	42	right	1	27	P300
distractor	2	1.17	43	right	1	27	P300
target	3	1.46	44	right	1	27	P300
distractor	1	0.79	45	right	1	27	P300
distractor	2	0.71	46	right	1	27	P300
distractor	4	1.16	47	right	1	27	P300
distractor	4	0.7	48	right	1	27	P300
distractor	2	1.89	49	right	1	27	P300
distractor	5	1.14	50	right	1	27	P300
target	3	0.99	51	right	1	27	P300
distractor	1	1.38	52	right	1	27	P300
distractor	1	2.12	53	right	1	27	P300
distractor	4	1.31	54	right	1	27	P300
distractor	1	1.87	55	right	1	27	P300
distractor	2	1.55	56	right	1	27	P300
target	3	0.97	57	right	1	27	P300
distractor	5	0.76	58	right	1	27	P300
distractor	5	0.75	59	right	1	27	P300
target	3	0.73	60	right	1	27	P300
distractor	1	0.91	61	right	1	27	P300
distractor	5	2.15	62	right	1	27	P300
distractor	5	1.29	63	right	1	27	P300
distractor	2	0.93	64	right	1	27	P300
distractor	1	2.51	65	right	1	27	P300
target	3	1.85	66	right	1	27	P300
distractor	2	0.93	67	right	1	27	P300
target	3	0.9	68	right	1	27	P300
distractor	4	1.31	69	right	1	27	P300
distractor	5	0.84	70	right	1	27	P300
distractor	2	1.68	71	right	1	27	P300
distractor	2	0.72	72	right	1	27	P300
distractor	4	0.76	73	right	1	27	P300
target	3	1.03	74	right	1	27	P300
distractor	5	0.78	75	right	1	27	P300
distractor	2	0.73	76	right	1	27	P300
distractor	1	0.92	77	right	1	27	P300
distractor	2	1.01	78	right	1	27	P300
distractor	4	0.96	79	right	1	27	P300
distractor	5	1.72	80	right	1	27	P300
distractor	4	1.76	81	right	1	27	P300
distractor	1	0.78	82	right	1	27	P300
distractor	1	0.78	83	right	1	27	P300
distractor	2	1.11	84	right	1	27	P300
distractor	5	1.67	85	right	1	27	P300
distractor	5	0.85	86	right	1	27	P300
distractor	1	2.9	87	right	1	27	P300
distractor	5	0.71	88	right	1	27	P300
distractor	5	1.88	89	right	1	27	P300
distractor	1	1.24	90	right	1	27	P300
distractor	1	1.43	91	right	1	27	P300
target	3	0.94	92	right	1	27	P300
distractor	2	1.58	93	right	1	27	P300
distractor	2	1.38	94	right	1	27	P300
distractor	5	1.05	95	right	1	27	P300
distractor	4	1.56	96	right	1	27	P300
target	3	0.84	97	right	1	27	P300
distractor	4	1.01	98	right	1	27	P300
distractor	4	0.71	99	right	1	27	P300
distractor	5	1.59	100	right	1	27	P300
distractor	4	0.99	101	right	1	27	P300
distractor	1	0.97	102	right	1	27	P300
distractor	5	0.74	103	right	1	27	P300
distractor	2	1.3	104	right	1	27	P300
target	3	0.93	105	right	1	27	P300
distractor	1	0.86	106	right	1	27	P300
distractor	5	0.94	107	right	1	27	P300
distractor	5	1.75	108	right	1	27	P300
distractor	4	3.02	109	right	1	27	P300
target	3	0.79	110	right	1	27	P300
