stimulus	stimDur	ITI	flickerDot	trial	block	subject	task
138	0.32	NaN	0	1	1	27	stimDur
48	0.26	NaN	0	2	1	27	stimDur
457	0.64	NaN	0.317	3	1	27	stimDur
382	0.4	NaN	0	4	1	27	stimDur
69	1.24	NaN	0	5	1	27	stimDur
407	0.75	NaN	0	6	1	27	stimDur
511	0.14	NaN	0	7	1	27	stimDur
121	0.11	NaN	0	8	1	27	stimDur
284	0.12	NaN	0	9	1	27	stimDur
107	0.23	NaN	0	10	1	27	stimDur
392	0.77	NaN	0	11	1	27	stimDur
109	0.33	NaN	0.1618	12	1	27	stimDur
42	0.92	NaN	0	13	1	27	stimDur
182	0.32	NaN	0	14	1	27	stimDur
405	0.24	NaN	0	15	1	27	stimDur
268	0.58	NaN	0	16	1	27	stimDur
121	0.11	NaN	0	17	1	27	stimDur
29	0.41	NaN	0	18	1	27	stimDur
217	0.74	NaN	0	19	1	27	stimDur
468	0.18	NaN	0	20	1	27	stimDur
171	0.76	NaN	0.5615	21	1	27	stimDur
472	0.17	NaN	0	22	1	27	stimDur
217	0.27	NaN	0	23	1	27	stimDur
326	0.14	NaN	0	24	1	27	stimDur
399	0.34	NaN	0	25	1	27	stimDur
505	0.29	NaN	0	26	1	27	stimDur
366	0.57	NaN	0	27	1	27	stimDur
338	1.26	NaN	0	28	1	27	stimDur
261	0.29	NaN	0	29	1	27	stimDur
499	0.29	NaN	0	30	1	27	stimDur
323	1.06	NaN	0.3349	31	1	27	stimDur
352	0.1	NaN	0	32	1	27	stimDur
509	1.02	NaN	0	33	1	27	stimDur
281	0.9	NaN	0	34	1	27	stimDur
412	0.22	NaN	0	35	1	27	stimDur
29	0.5	NaN	0	36	1	27	stimDur
48	0.24	NaN	0	37	1	27	stimDur
253	0.11	NaN	0	38	1	27	stimDur
219	0.48	NaN	0.3705	39	1	27	stimDur
317	0.54	NaN	0	40	1	27	stimDur
447	0.16	NaN	0	41	1	27	stimDur
132	0.19	NaN	0	42	1	27	stimDur
