condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	4	0.75	1	right	1	23	P300
distractor	5	3.54	2	right	1	23	P300
distractor	1	1.65	3	right	1	23	P300
distractor	1	2.09	4	right	1	23	P300
target	2	1.06	5	right	1	23	P300
distractor	3	0.85	6	right	1	23	P300
distractor	3	0.78	7	right	1	23	P300
distractor	1	1.35	8	right	1	23	P300
distractor	1	0.77	9	right	1	23	P300
target	2	1.09	10	right	1	23	P300
distractor	1	1.28	11	right	1	23	P300
distractor	3	1.06	12	right	1	23	P300
distractor	5	1.38	13	right	1	23	P300
distractor	5	1.83	14	right	1	23	P300
distractor	3	0.73	15	right	1	23	P300
distractor	3	0.75	16	right	1	23	P300
distractor	3	0.75	17	right	1	23	P300
distractor	4	0.84	18	right	1	23	P300
distractor	1	1.04	19	right	1	23	P300
target	2	0.95	20	right	1	23	P300
distractor	5	0.95	21	right	1	23	P300
distractor	1	1.2	22	right	1	23	P300
distractor	4	0.76	23	right	1	23	P300
distractor	4	0.75	24	right	1	23	P300
distractor	4	0.76	25	right	1	23	P300
distractor	5	1.5	26	right	1	23	P300
target	2	0.9	27	right	1	23	P300
distractor	1	1.11	28	right	1	23	P300
distractor	5	1.74	29	right	1	23	P300
distractor	5	0.78	30	right	1	23	P300
distractor	4	0.72	31	right	1	23	P300
distractor	5	0.83	32	right	1	23	P300
distractor	3	0.9	33	right	1	23	P300
distractor	1	1.03	34	right	1	23	P300
target	2	0.8	35	right	1	23	P300
distractor	5	1.31	36	right	1	23	P300
distractor	4	1.11	37	right	1	23	P300
distractor	4	1.35	38	right	1	23	P300
distractor	5	0.79	39	right	1	23	P300
distractor	3	0.82	40	right	1	23	P300
distractor	5	1.14	41	right	1	23	P300
distractor	4	0.92	42	right	1	23	P300
distractor	3	2.12	43	right	1	23	P300
target	2	1.32	44	right	1	23	P300
distractor	4	0.75	45	right	1	23	P300
target	2	0.78	46	right	1	23	P300
distractor	3	0.87	47	right	1	23	P300
distractor	1	1.39	48	right	1	23	P300
target	2	1.1	49	right	1	23	P300
distractor	3	0.8	50	right	1	23	P300
target	2	0.71	51	right	1	23	P300
distractor	5	1.01	52	right	1	23	P300
distractor	5	1.91	53	right	1	23	P300
distractor	5	1.07	54	right	1	23	P300
distractor	3	2.03	55	right	1	23	P300
distractor	4	0.98	56	right	1	23	P300
target	2	2.73	57	right	1	23	P300
distractor	3	0.99	58	right	1	23	P300
target	2	1.46	59	right	1	23	P300
distractor	4	0.84	60	right	1	23	P300
distractor	1	0.73	61	right	1	23	P300
target	2	1.25	62	right	1	23	P300
distractor	1	1.88	63	right	1	23	P300
target	2	1.42	64	right	1	23	P300
distractor	4	0.88	65	right	1	23	P300
target	2	0.75	66	right	1	23	P300
distractor	5	0.86	67	right	1	23	P300
distractor	4	1.09	68	right	1	23	P300
target	2	1.21	69	right	1	23	P300
distractor	5	0.72	70	right	1	23	P300
distractor	5	1.12	71	right	1	23	P300
distractor	4	0.78	72	right	1	23	P300
distractor	4	0.73	73	right	1	23	P300
target	2	0.86	74	right	1	23	P300
distractor	1	0.93	75	right	1	23	P300
distractor	5	0.91	76	right	1	23	P300
distractor	4	1.25	77	right	1	23	P300
distractor	4	1.01	78	right	1	23	P300
distractor	5	0.88	79	right	1	23	P300
distractor	1	0.97	80	right	1	23	P300
distractor	5	1.04	81	right	1	23	P300
distractor	1	1.48	82	right	1	23	P300
target	2	0.88	83	right	1	23	P300
distractor	3	1.36	84	right	1	23	P300
distractor	1	1.15	85	right	1	23	P300
distractor	1	1.59	86	right	1	23	P300
distractor	3	0.92	87	right	1	23	P300
distractor	3	0.78	88	right	1	23	P300
target	2	0.74	89	right	1	23	P300
distractor	5	1.05	90	right	1	23	P300
target	2	2.33	91	right	1	23	P300
distractor	1	0.85	92	right	1	23	P300
distractor	4	0.91	93	right	1	23	P300
target	2	1.44	94	right	1	23	P300
distractor	4	0.91	95	right	1	23	P300
distractor	1	1.66	96	right	1	23	P300
distractor	3	0.71	97	right	1	23	P300
distractor	1	1.69	98	right	1	23	P300
distractor	4	0.84	99	right	1	23	P300
distractor	1	2.41	100	right	1	23	P300
target	2	1.34	101	right	1	23	P300
distractor	3	1.42	102	right	1	23	P300
