condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	3	0.88	1	right	1	19	P300
distractor	2	0.88	2	right	1	19	P300
distractor	4	1.11	3	right	1	19	P300
distractor	5	0.73	4	right	1	19	P300
target	1	1.09	5	right	1	19	P300
distractor	3	0.86	6	right	1	19	P300
distractor	5	0.82	7	right	1	19	P300
target	1	1.42	8	right	2	19	P300
distractor	3	1.05	9	right	1	19	P300
distractor	4	1.09	10	right	1	19	P300
target	1	1.1	11	right	1	19	P300
distractor	2	0.73	12	right	1	19	P300
distractor	5	1.05	13	right	1	19	P300
distractor	5	0.91	14	right	1	19	P300
distractor	4	0.8	15	right	1	19	P300
target	1	0.9	16	right	1	19	P300
distractor	5	0.78	17	right	1	19	P300
distractor	3	0.98	18	right	1	19	P300
target	1	0.72	19	right	1	19	P300
distractor	3	1.17	20	right	1	19	P300
target	1	0.71	21	right	1	19	P300
distractor	2	0.73	22	right	1	19	P300
distractor	3	1.09	23	right	1	19	P300
distractor	4	1.29	24	right	1	19	P300
target	1	1.51	25	right	1	19	P300
distractor	4	0.75	26	right	1	19	P300
target	1	1.01	27	right	1	19	P300
distractor	2	0.81	28	right	1	19	P300
target	1	0.83	29	right	1	19	P300
distractor	2	1.31	30	right	1	19	P300
target	1	1.47	31	right	1	19	P300
distractor	3	0.83	32	right	1	19	P300
distractor	2	1.59	33	right	1	19	P300
target	1	0.82	34	right	1	19	P300
distractor	4	0.72	35	right	1	19	P300
distractor	2	1.01	36	right	1	19	P300
target	1	0.98	37	right	1	19	P300
distractor	4	1.69	38	right	1	19	P300
distractor	5	0.88	39	right	1	19	P300
distractor	2	1.51	40	right	1	19	P300
distractor	3	0.73	41	right	1	19	P300
distractor	5	0.74	42	right	1	19	P300
distractor	4	1.36	43	right	1	19	P300
distractor	2	1.56	44	right	1	19	P300
distractor	3	0.89	45	right	1	19	P300
distractor	5	0.74	46	right	1	19	P300
distractor	3	1.54	47	right	1	19	P300
distractor	2	0.75	48	right	1	19	P300
target	1	0.75	49	right	1	19	P300
distractor	3	0.94	50	right	1	19	P300
distractor	5	0.71	51	right	1	19	P300
distractor	3	0.75	52	right	1	19	P300
distractor	3	0.7	53	right	1	19	P300
distractor	5	0.93	54	right	1	19	P300
distractor	2	0.97	55	right	1	19	P300
distractor	4	0.73	56	right	1	19	P300
distractor	4	0.8	57	right	1	19	P300
distractor	3	1.31	58	right	1	19	P300
target	1	0.79	59	right	1	19	P300
distractor	3	0.95	60	right	1	19	P300
distractor	2	0.87	61	right	1	19	P300
distractor	3	0.81	62	right	1	19	P300
distractor	4	0.86	63	right	1	19	P300
distractor	5	0.76	64	right	1	19	P300
distractor	2	1.14	65	right	1	19	P300
distractor	2	1.02	66	right	1	19	P300
distractor	5	0.79	67	right	1	19	P300
distractor	4	2.4	68	right	1	19	P300
distractor	5	0.77	69	right	1	19	P300
target	1	1.53	70	right	1	19	P300
distractor	5	1.17	71	right	1	19	P300
target	1	0.81	72	right	1	19	P300
distractor	2	0.99	73	right	1	19	P300
target	1	0.72	74	right	1	19	P300
distractor	4	1.09	75	right	1	19	P300
target	1	1.29	76	right	1	19	P300
distractor	2	0.74	77	right	1	19	P300
target	1	0.98	78	right	1	19	P300
distractor	5	1.91	79	right	1	19	P300
distractor	2	2.03	80	right	1	19	P300
distractor	5	1.02	81	right	1	19	P300
distractor	4	1.16	82	right	1	19	P300
distractor	2	0.98	83	right	1	19	P300
distractor	3	1	84	right	1	19	P300
distractor	4	0.88	85	right	1	19	P300
distractor	3	1.36	86	right	1	19	P300
distractor	4	0.76	87	right	1	19	P300
target	1	2.07	88	right	1	19	P300
distractor	3	1.49	89	right	1	19	P300
distractor	2	0.74	90	right	1	19	P300
distractor	2	0.94	91	right	1	19	P300
target	1	0.74	92	right	1	19	P300
distractor	4	0.88	93	right	1	19	P300
distractor	5	1.21	94	right	1	19	P300
target	1	0.93	95	right	1	19	P300
distractor	4	0.77	96	right	1	19	P300
distractor	5	1.29	97	right	1	19	P300
distractor	3	0.96	98	right	1	19	P300
target	1	0.75	99	right	1	19	P300
distractor	3	0.79	100	right	1	19	P300
target	1	0.92	101	right	1	19	P300
distractor	2	1.09	102	right	1	19	P300
distractor	3	1.92	103	right	1	19	P300
distractor	5	0.93	104	right	1	19	P300
distractor	5	1.4	105	right	1	19	P300
distractor	4	1.39	106	right	1	19	P300
distractor	3	0.84	107	right	1	19	P300
distractor	4	1.09	108	right	1	19	P300
distractor	5	1.05	109	right	1	19	P300
distractor	2	0.88	110	right	1	19	P300
distractor	2	1.13	111	right	1	19	P300
distractor	4	0.89	112	right	1	19	P300
target	1	1.68	113	right	1	19	P300
distractor	4	1.27	114	right	1	19	P300
distractor	5	1.11	115	right	1	19	P300
distractor	2	1.49	116	right	1	19	P300
distractor	5	1.19	117	right	1	19	P300
distractor	3	1.25	118	right	1	19	P300
distractor	4	1.34	119	right	1	19	P300
distractor	5	1.25	120	right	1	19	P300
distractor	3	0.75	1	right	2	19	P300
distractor	4	0.85	2	right	2	19	P300
distractor	5	0.7	3	right	2	19	P300
target	1	1.17	4	right	2	19	P300
distractor	3	1.45	5	right	2	19	P300
distractor	4	0.76	6	right	2	19	P300
target	1	0.8	7	right	2	19	P300
distractor	3	1.43	8	right	2	19	P300
distractor	3	0.85	9	right	2	19	P300
distractor	4	0.99	10	right	2	19	P300
distractor	4	0.74	11	right	2	19	P300
distractor	2	1.25	12	right	2	19	P300
target	1	1.63	13	right	2	19	P300
distractor	2	0.88	14	right	2	19	P300
distractor	3	0.8	15	right	2	19	P300
distractor	2	1.77	16	right	2	19	P300
distractor	2	0.91	17	right	2	19	P300
target	1	1.13	18	right	2	19	P300
distractor	5	0.74	19	right	2	19	P300
distractor	4	1.13	20	right	2	19	P300
target	1	0.8	21	right	2	19	P300
distractor	3	0.96	22	right	2	19	P300
target	1	1.19	23	right	2	19	P300
distractor	3	1.14	24	right	2	19	P300
target	1	0.94	25	right	2	19	P300
distractor	3	1.63	26	right	2	19	P300
distractor	5	0.89	27	right	2	19	P300
distractor	2	1.43	28	right	2	19	P300
distractor	3	1.47	29	right	2	19	P300
distractor	2	1.07	30	right	2	19	P300
distractor	2	1.04	31	right	2	19	P300
distractor	5	0.74	32	right	2	19	P300
distractor	3	0.96	33	right	2	19	P300
distractor	4	1.44	34	right	2	19	P300
distractor	4	0.96	35	right	2	19	P300
distractor	2	1.35	36	right	2	19	P300
distractor	5	0.7	37	right	2	19	P300
distractor	5	0.78	38	right	2	19	P300
distractor	5	2.06	39	right	2	19	P300
distractor	2	1.13	40	right	2	19	P300
target	1	0.71	41	right	2	19	P300
distractor	2	0.87	42	right	2	19	P300
