condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	1	0.9	1	left	1	28	P300
distractor	4	0.8	2	left	1	28	P300
target	3	0.86	3	left	1	28	P300
distractor	1	0.92	4	left	1	28	P300
target	3	0.8	5	left	1	28	P300
distractor	5	0.76	6	left	1	28	P300
distractor	2	1.43	7	left	1	28	P300
distractor	1	1.14	8	left	1	28	P300
distractor	2	1.18	9	left	1	28	P300
target	3	0.7	10	left	1	28	P300
distractor	5	1.28	11	left	1	28	P300
target	3	1.33	12	left	1	28	P300
distractor	4	0.77	13	left	1	28	P300
distractor	5	2.1	14	left	1	28	P300
distractor	1	1.39	15	left	1	28	P300
distractor	5	1.08	16	left	1	28	P300
distractor	4	0.71	17	left	1	28	P300
distractor	5	0.88	18	left	1	28	P300
distractor	5	0.89	19	left	1	28	P300
distractor	2	1.64	20	left	1	28	P300
distractor	5	0.75	21	left	1	28	P300
distractor	4	0.79	22	left	1	28	P300
distractor	1	2.07	23	left	1	28	P300
distractor	4	1.01	24	left	1	28	P300
target	3	0.99	25	left	1	28	P300
distractor	5	0.81	26	left	1	28	P300
distractor	1	1.79	27	left	1	28	P300
distractor	1	0.72	28	left	1	28	P300
target	3	0.76	29	left	1	28	P300
distractor	4	0.73	30	left	1	28	P300
target	3	0.81	31	left	1	28	P300
distractor	1	1.56	32	left	1	28	P300
distractor	1	1.08	33	left	1	28	P300
distractor	1	1.67	34	left	1	28	P300
distractor	2	0.99	35	left	1	28	P300
distractor	2	1.35	36	left	1	28	P300
distractor	2	0.75	37	left	1	28	P300
distractor	1	1.11	38	left	1	28	P300
distractor	4	1.74	39	left	1	28	P300
distractor	4	1	40	left	1	28	P300
distractor	4	0.96	41	left	1	28	P300
distractor	1	1.25	42	left	1	28	P300
target	3	0.71	43	left	1	28	P300
distractor	4	1.25	44	left	1	28	P300
distractor	4	0.84	45	left	1	28	P300
target	3	0.99	46	left	1	28	P300
distractor	5	1.59	47	left	1	28	P300
distractor	2	0.79	48	left	1	28	P300
distractor	2	1.15	49	left	1	28	P300
target	3	0.98	50	left	1	28	P300
distractor	4	1.37	51	left	1	28	P300
distractor	5	1.05	52	left	1	28	P300
distractor	5	0.84	53	left	1	28	P300
distractor	1	0.78	54	left	1	28	P300
target	3	1	55	left	1	28	P300
distractor	1	1.23	56	left	1	28	P300
target	3	1.15	57	left	1	28	P300
distractor	1	0.91	58	left	1	28	P300
target	2	0.75	59	left	2	28	P300
distractor	5	1.67	60	left	1	28	P300
target	3	0.84	61	left	1	28	P300
distractor	5	1.64	62	left	1	28	P300
distractor	2	0.72	63	left	1	28	P300
distractor	4	1.09	64	left	1	28	P300
distractor	1	1.01	65	left	1	28	P300
distractor	4	0.78	66	left	1	28	P300
distractor	1	0.97	67	left	1	28	P300
distractor	1	0.79	68	left	1	28	P300
distractor	4	1.18	69	left	1	28	P300
distractor	5	0.78	70	left	1	28	P300
target	3	1	71	left	1	28	P300
distractor	2	1	72	left	1	28	P300
distractor	2	0.94	73	left	1	28	P300
distractor	4	0.99	74	left	1	28	P300
distractor	2	1.84	75	left	1	28	P300
distractor	5	1.71	76	left	1	28	P300
distractor	4	0.81	77	left	1	28	P300
distractor	2	0.96	78	left	1	28	P300
target	3	1.2	79	left	1	28	P300
distractor	5	1.48	80	left	1	28	P300
distractor	1	1.82	81	left	1	28	P300
distractor	2	0.71	82	left	1	28	P300
distractor	4	1.16	83	left	1	28	P300
distractor	5	0.82	84	left	1	28	P300
target	3	2.55	85	left	1	28	P300
distractor	5	1.19	86	left	1	28	P300
target	3	1.94	87	left	1	28	P300
distractor	2	1.36	88	left	1	28	P300
target	3	0.96	89	left	1	28	P300
distractor	2	0.94	90	left	1	28	P300
distractor	4	0.76	91	left	1	28	P300
distractor	2	0.7	92	left	1	28	P300
distractor	1	1.28	93	left	1	28	P300
target	3	2.34	94	left	1	28	P300
distractor	2	0.79	95	left	1	28	P300
target	3	2.1	96	left	1	28	P300
distractor	1	0.96	97	left	1	28	P300
target	3	0.95	98	left	1	28	P300
distractor	5	0.99	99	left	1	28	P300
distractor	2	0.78	100	left	1	28	P300
distractor	5	1.02	101	left	1	28	P300
target	3	1.02	102	left	1	28	P300
distractor	4	1.84	103	left	1	28	P300
distractor	5	1.67	104	left	1	28	P300
distractor	2	0.85	105	left	1	28	P300
distractor	4	0.84	106	left	1	28	P300
distractor	2	0.77	107	left	1	28	P300
distractor	4	0.87	108	left	1	28	P300
distractor	2	0.74	109	left	1	28	P300
target	3	1.21	110	left	1	28	P300
distractor	4	1.04	111	left	1	28	P300
distractor	5	0.81	112	left	1	28	P300
distractor	5	1.86	113	left	1	28	P300
distractor	1	1.21	114	left	1	28	P300
distractor	2	0.93	115	left	1	28	P300
distractor	1	1.41	116	left	1	28	P300
distractor	5	0.76	117	left	1	28	P300
distractor	4	0.92	118	left	1	28	P300
distractor	1	0.71	119	left	1	28	P300
target	3	0.82	120	left	1	28	P300
distractor	5	1.36	1	left	2	28	P300
distractor	5	0.71	2	left	2	28	P300
distractor	1	1.52	3	left	2	28	P300
distractor	4	1.08	4	left	2	28	P300
distractor	1	0.99	5	left	2	28	P300
distractor	3	1.14	6	left	2	28	P300
target	2	1.06	7	left	2	28	P300
distractor	1	0.73	8	left	2	28	P300
distractor	4	1.02	9	left	2	28	P300
distractor	5	0.9	10	left	2	28	P300
distractor	5	0.84	11	left	2	28	P300
target	2	0.89	12	left	2	28	P300
distractor	5	1.89	13	left	2	28	P300
target	2	0.84	14	left	2	28	P300
distractor	1	1.3	15	left	2	28	P300
target	2	0.87	16	left	2	28	P300
distractor	3	0.84	17	left	2	28	P300
distractor	1	1.7	18	left	2	28	P300
distractor	5	1.19	19	left	2	28	P300
distractor	3	0.87	20	left	2	28	P300
distractor	5	0.72	21	left	2	28	P300
distractor	4	0.98	22	left	2	28	P300
distractor	5	1.54	23	left	2	28	P300
distractor	5	0.7	24	left	2	28	P300
distractor	4	0.87	25	left	2	28	P300
distractor	5	1.31	26	left	2	28	P300
distractor	3	0.91	27	left	2	28	P300
distractor	4	1.39	28	left	2	28	P300
distractor	5	1.44	29	left	2	28	P300
target	2	1.83	30	left	2	28	P300
distractor	4	1.14	31	left	2	28	P300
distractor	3	0.89	32	left	2	28	P300
distractor	4	1.18	33	left	2	28	P300
distractor	3	1.11	34	left	2	28	P300
target	2	0.81	35	left	2	28	P300
distractor	1	1	36	left	2	28	P300
