condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	5	0.8	1	left	1	16	P300
distractor	5	1.14	2	left	1	16	P300
distractor	2	0.76	3	left	1	16	P300
distractor	2	0.76	4	left	1	16	P300
distractor	1	1.15	5	left	1	16	P300
distractor	3	1.24	6	left	1	16	P300
distractor	3	0.74	7	left	1	16	P300
target	4	1.07	8	left	1	16	P300
distractor	1	0.93	9	left	1	16	P300
distractor	3	0.76	10	left	1	16	P300
distractor	2	1.01	11	left	1	16	P300
distractor	2	0.72	12	left	1	16	P300
distractor	5	1.69	13	left	1	16	P300
distractor	3	0.74	14	left	1	16	P300
distractor	1	1.56	15	left	1	16	P300
distractor	1	1.28	16	left	1	16	P300
distractor	1	0.75	17	left	1	16	P300
distractor	3	1.03	18	left	1	16	P300
distractor	1	2.22	19	left	1	16	P300
distractor	5	0.82	20	left	1	16	P300
distractor	5	1.06	21	left	1	16	P300
distractor	5	1.06	22	left	1	16	P300
distractor	2	0.88	23	left	1	16	P300
distractor	2	0.75	24	left	1	16	P300
distractor	5	1.04	25	left	1	16	P300
target	4	1.06	26	left	1	16	P300
distractor	1	1.76	27	left	1	16	P300
target	4	1.12	28	left	1	16	P300
distractor	3	0.91	29	left	1	16	P300
target	4	0.78	30	left	1	16	P300
distractor	1	1.06	31	left	1	16	P300
target	4	0.99	32	left	1	16	P300
distractor	5	1.26	33	left	1	16	P300
distractor	5	2.61	34	left	1	16	P300
distractor	5	0.79	35	left	1	16	P300
distractor	3	1.18	36	left	1	16	P300
distractor	5	0.93	37	left	1	16	P300
target	4	1.13	38	left	1	16	P300
distractor	2	0.7	39	left	1	16	P300
distractor	1	1.27	40	left	1	16	P300
target	4	1.45	41	left	1	16	P300
distractor	3	0.8	42	left	1	16	P300
target	4	0.89	43	left	1	16	P300
distractor	2	1.15	44	left	1	16	P300
target	4	0.72	45	left	1	16	P300
distractor	1	0.87	46	left	1	16	P300
target	4	0.73	47	left	1	16	P300
distractor	1	1.16	48	left	1	16	P300
distractor	5	1.47	49	left	1	16	P300
distractor	3	0.79	50	left	1	16	P300
distractor	1	0.7	51	left	1	16	P300
target	4	0.8	52	left	1	16	P300
distractor	3	1.35	53	left	1	16	P300
distractor	1	0.7	54	left	1	16	P300
distractor	3	1.2	55	left	1	16	P300
distractor	2	0.8	56	left	1	16	P300
distractor	3	1.46	57	left	1	16	P300
distractor	2	1.41	58	left	1	16	P300
target	4	1.93	59	left	1	16	P300
distractor	1	0.98	60	left	1	16	P300
target	4	0.99	61	left	1	16	P300
distractor	2	1.44	62	left	1	16	P300
distractor	5	1.05	63	left	1	16	P300
distractor	1	1.47	64	left	1	16	P300
distractor	5	1.11	65	left	1	16	P300
distractor	3	0.9	66	left	1	16	P300
target	4	1.37	67	left	1	16	P300
distractor	3	0.72	68	left	1	16	P300
target	4	1.22	69	left	1	16	P300
distractor	5	0.79	70	left	1	16	P300
target	4	1.07	71	left	1	16	P300
distractor	1	0.92	72	left	1	16	P300
distractor	2	1.28	73	left	1	16	P300
distractor	2	1.04	74	left	1	16	P300
distractor	2	0.81	75	left	1	16	P300
distractor	5	1.74	76	left	1	16	P300
distractor	5	0.71	77	left	1	16	P300
target	4	0.84	78	left	1	16	P300
distractor	3	0.89	79	left	1	16	P300
target	4	0.79	80	left	1	16	P300
distractor	1	1.63	81	left	1	16	P300
distractor	3	1.2	82	left	1	16	P300
distractor	3	0.76	83	left	1	16	P300
distractor	3	0.79	84	left	1	16	P300
distractor	3	0.71	85	left	1	16	P300
target	4	0.79	86	left	1	16	P300
distractor	5	0.78	87	left	1	16	P300
distractor	5	0.86	88	left	1	16	P300
distractor	2	1.12	89	left	1	16	P300
distractor	3	1.24	90	left	1	16	P300
target	4	0.76	91	left	1	16	P300
distractor	1	1.03	92	left	1	16	P300
distractor	1	1.48	93	left	1	16	P300
distractor	5	0.89	94	left	1	16	P300
distractor	5	1.05	95	left	1	16	P300
distractor	5	1.02	96	left	1	16	P300
distractor	3	1.06	97	left	1	16	P300
distractor	2	1.71	98	left	1	16	P300
distractor	2	0.84	99	left	1	16	P300
distractor	1	1	100	left	1	16	P300
target	4	0.7	101	left	1	16	P300
distractor	3	0.71	102	left	1	16	P300
distractor	1	0.86	103	left	1	16	P300
distractor	1	1.08	104	left	1	16	P300
distractor	3	0.71	105	left	1	16	P300
distractor	5	0.91	106	left	1	16	P300
distractor	2	1.34	107	left	1	16	P300
distractor	2	0.7	108	left	1	16	P300
distractor	2	1.47	109	left	1	16	P300
distractor	2	1.29	110	left	1	16	P300
target	4	1.27	111	left	1	16	P300
distractor	1	1.36	112	left	1	16	P300
distractor	1	1.82	113	left	1	16	P300
distractor	2	1.07	114	left	1	16	P300
distractor	2	0.77	115	left	1	16	P300
distractor	2	1.24	116	left	1	16	P300
distractor	5	0.89	117	left	1	16	P300
target	4	1.69	118	left	1	16	P300
distractor	3	1.22	119	left	1	16	P300
target	4	1.49	120	left	1	16	P300
distractor	3	0.81	1	left	2	16	P300
distractor	5	1.28	2	left	2	16	P300
distractor	1	0.75	3	left	2	16	P300
distractor	3	0.8	4	left	2	16	P300
target	4	0.89	5	left	2	16	P300
distractor	3	1.65	6	left	2	16	P300
target	4	1.15	7	left	2	16	P300
distractor	2	2	8	left	2	16	P300
distractor	5	0.72	9	left	2	16	P300
distractor	1	1.04	10	left	2	16	P300
target	4	0.86	11	left	2	16	P300
distractor	5	1.03	12	left	2	16	P300
distractor	1	0.86	13	left	2	16	P300
target	4	0.93	14	left	2	16	P300
distractor	1	1.37	15	left	2	16	P300
distractor	5	0.73	16	left	2	16	P300
target	4	1.37	17	left	2	16	P300
distractor	1	1.31	18	left	2	16	P300
distractor	3	1.09	19	left	2	16	P300
distractor	2	0.76	20	left	2	16	P300
distractor	1	1.28	21	left	2	16	P300
target	4	0.83	22	left	2	16	P300
distractor	3	1.18	23	left	2	16	P300
distractor	3	0.96	24	left	2	16	P300
target	4	1.25	25	left	2	16	P300
distractor	2	0.85	26	left	2	16	P300
target	4	1.21	27	left	2	16	P300
distractor	1	0.95	28	left	2	16	P300
distractor	1	0.88	29	left	2	16	P300
target	4	0.73	30	left	2	16	P300
distractor	1	0.74	31	left	2	16	P300
distractor	5	0.87	32	left	2	16	P300
distractor	5	0.8	33	left	2	16	P300
distractor	3	0.83	34	left	2	16	P300
distractor	5	0.96	35	left	2	16	P300
distractor	5	1.17	36	left	2	16	P300
distractor	5	0.95	37	left	2	16	P300
target	4	0.99	38	left	2	16	P300
distractor	2	1.11	39	left	2	16	P300
distractor	3	2.77	40	left	2	16	P300
target	4	0.91	41	left	2	16	P300
distractor	3	1.76	42	left	2	16	P300
distractor	2	0.79	43	left	2	16	P300
target	4	0.81	44	left	2	16	P300
distractor	3	0.88	45	left	2	16	P300
target	4	1.32	46	left	2	16	P300
distractor	5	0.75	47	left	2	16	P300
target	4	0.71	48	left	2	16	P300
distractor	1	1.22	49	left	2	16	P300
target	4	0.95	50	left	2	16	P300
distractor	2	0.95	51	left	2	16	P300
target	4	1.49	52	left	2	16	P300
distractor	1	1.19	53	left	2	16	P300
distractor	3	0.84	54	left	2	16	P300
distractor	3	0.72	55	left	2	16	P300
distractor	1	0.85	56	left	2	16	P300
distractor	2	1.25	57	left	2	16	P300
