stimulus	stimDur	ITI	flickerDot	trial	block	subject	task
332	0.15	NaN	0	1	1	16	stimDur
218	0.74	NaN	0	2	1	16	stimDur
62	0.14	NaN	0	3	1	16	stimDur
522	0.26	NaN	0	4	1	16	stimDur
70	0.34	NaN	0	5	1	16	stimDur
516	1.09	NaN	0.2127	6	1	16	stimDur
67	0.64	NaN	0	7	1	16	stimDur
105	0.27	NaN	0	8	1	16	stimDur
358	0.2	NaN	0	9	1	16	stimDur
514	1.21	NaN	0	10	1	16	stimDur
329	0.18	NaN	0	11	1	16	stimDur
358	0.73	NaN	0	12	1	16	stimDur
288	0.13	NaN	0	13	1	16	stimDur
371	0.17	NaN	0	14	1	16	stimDur
406	0.26	NaN	0	15	1	16	stimDur
358	1.11	NaN	0.2785	16	1	16	stimDur
315	0.58	NaN	0	17	1	16	stimDur
259	1.31	NaN	0	18	1	16	stimDur
159	0.11	NaN	0	19	1	16	stimDur
426	0.44	NaN	0	20	1	16	stimDur
308	0.23	NaN	0	21	1	16	stimDur
382	0.42	NaN	0	22	1	16	stimDur
443	0.23	NaN	0.1006	23	1	16	stimDur
124	0.3	NaN	0	24	1	16	stimDur
151	0.84	NaN	0	25	1	16	stimDur
429	0.11	NaN	0	26	1	16	stimDur
505	0.84	NaN	0	27	1	16	stimDur
355	0.77	NaN	0	28	1	16	stimDur
401	0.49	NaN	0	29	1	16	stimDur
142	0.14	NaN	0	30	1	16	stimDur
503	0.73	NaN	0	31	1	16	stimDur
91	0.2	NaN	0	32	1	16	stimDur
396	0.6	NaN	0	33	1	16	stimDur
115	0.33	NaN	0.0256	34	1	16	stimDur
74	0.69	NaN	0	35	1	16	stimDur
355	0.65	NaN	0	36	1	16	stimDur
17	0.21	NaN	0	37	1	16	stimDur
233	0.33	NaN	0	38	1	16	stimDur
353	0.25	NaN	0	39	1	16	stimDur
488	0.12	NaN	0	40	1	16	stimDur
277	0.12	NaN	0	41	1	16	stimDur
309	0.24	NaN	0	42	1	16	stimDur
124	0.17	NaN	0	43	1	16	stimDur
84	0.2	NaN	0	44	1	16	stimDur
377	0.34	NaN	0	45	1	16	stimDur
36	0.59	NaN	0	46	1	16	stimDur
152	0.32	NaN	0	47	1	16	stimDur
489	0.37	NaN	0	48	1	16	stimDur
446	0.52	NaN	0	49	1	16	stimDur
511	1.47	NaN	1.321	50	1	16	stimDur
198	0.27	NaN	0	51	1	16	stimDur
64	1.19	NaN	0	52	1	16	stimDur
414	0.16	NaN	0	53	1	16	stimDur
231	0.18	NaN	0	54	1	16	stimDur
468	0.78	NaN	0	55	1	16	stimDur
400	0.25	NaN	0	56	1	16	stimDur
524	0.1	NaN	0	57	1	16	stimDur
