stimulus	stimDur	ITI	flickerDot	trial	block	subject	task
515	1.21	NaN	0	1	1	35	stimDur
483	0.2	NaN	0	2	1	35	stimDur
463	0.99	NaN	0.4419	3	1	35	stimDur
222	0.72	NaN	0	4	1	35	stimDur
370	0.84	NaN	0	5	1	35	stimDur
509	0.41	NaN	0	6	1	35	stimDur
131	0.11	NaN	0	7	1	35	stimDur
472	0.66	NaN	0	8	1	35	stimDur
414	0.41	NaN	0	9	1	35	stimDur
242	0.23	NaN	0	10	1	35	stimDur
127	0.64	NaN	0	11	1	35	stimDur
180	0.4	NaN	0.2454	12	1	35	stimDur
88	0.79	NaN	0	13	1	35	stimDur
406	1.05	NaN	0	14	1	35	stimDur
169	0.76	NaN	0	15	1	35	stimDur
466	0.19	NaN	0	16	1	35	stimDur
205	0.45	NaN	0	17	1	35	stimDur
291	0.87	NaN	0.6351	18	1	35	stimDur
368	1.23	NaN	0	19	1	35	stimDur
337	0.28	NaN	0	20	1	35	stimDur
92	0.52	NaN	0	21	1	35	stimDur
17	0.37	NaN	0	22	1	35	stimDur
259	0.35	NaN	0	23	1	35	stimDur
298	0.51	NaN	0	24	1	35	stimDur
170	0.14	NaN	0	25	1	35	stimDur
471	0.27	NaN	0	26	1	35	stimDur
85	0.12	NaN	0	27	1	35	stimDur
531	0.23	NaN	0	28	1	35	stimDur
71	0.24	NaN	0.0704	29	1	35	stimDur
405	0.11	NaN	0	30	1	35	stimDur
311	0.15	NaN	0	31	1	35	stimDur
150	0.39	NaN	0	32	1	35	stimDur
208	0.16	NaN	0	33	1	35	stimDur
531	0.87	NaN	0	34	1	35	stimDur
328	0.12	NaN	0	35	1	35	stimDur
525	0.54	NaN	0	36	1	35	stimDur
211	0.31	NaN	0	37	1	35	stimDur
32	0.32	NaN	0	38	1	35	stimDur
365	0.25	NaN	0	39	1	35	stimDur
83	0.21	NaN	0	40	1	35	stimDur
292	0.73	NaN	0.4828	41	1	35	stimDur
141	0.81	NaN	0	42	1	35	stimDur
218	0.92	NaN	0	43	1	35	stimDur
271	0.13	NaN	0	44	1	35	stimDur
511	0.3	NaN	0	45	1	35	stimDur
27	0.78	NaN	0	46	1	35	stimDur
299	0.93	NaN	0	47	1	35	stimDur
500	0.1	NaN	0	48	1	35	stimDur
250	1.46	NaN	1.2592	49	1	35	stimDur
432	0.48	NaN	0	50	1	35	stimDur
214	0.71	NaN	0	51	1	35	stimDur
401	0.29	NaN	0	52	1	35	stimDur
430	0.28	NaN	0	53	1	35	stimDur
448	1.28	NaN	0	54	1	35	stimDur
20	0.7	NaN	0	55	1	35	stimDur
276	0.21	NaN	0	56	1	35	stimDur
204	0.11	NaN	0	57	1	35	stimDur
270	0.33	NaN	0	58	1	35	stimDur
491	0.16	NaN	0	59	1	35	stimDur
444	0.44	NaN	0	60	1	35	stimDur
197	0.28	NaN	0	61	1	35	stimDur
127	0.78	NaN	0.272	62	1	35	stimDur
413	0.21	NaN	0	63	1	35	stimDur
526	0.22	NaN	0	64	1	35	stimDur
251	0.21	NaN	0	65	1	35	stimDur
74	0.33	NaN	0	66	1	35	stimDur
108	1.36	NaN	0	67	1	35	stimDur
123	1.21	NaN	0	68	1	35	stimDur
221	0.14	NaN	0	69	1	35	stimDur
280	0.4	NaN	0	70	1	35	stimDur
461	0.35	NaN	0	71	1	35	stimDur
286	1.36	NaN	0	72	1	35	stimDur
70	0.1	NaN	0	73	1	35	stimDur
336	1.38	NaN	0.3082	74	1	35	stimDur
468	0.17	NaN	0	75	1	35	stimDur
191	0.25	NaN	0	76	1	35	stimDur
349	0.19	NaN	0	77	1	35	stimDur
114	0.14	NaN	0	78	1	35	stimDur
73	0.15	NaN	0	79	1	35	stimDur
364	0.19	NaN	0	80	1	35	stimDur
248	0.13	NaN	0	81	1	35	stimDur
374	0.2	NaN	0	82	1	35	stimDur
16	0.46	NaN	0	83	1	35	stimDur
531	0.11	NaN	0	84	1	35	stimDur
140	0.35	NaN	0	85	1	35	stimDur
315	0.38	NaN	0	86	1	35	stimDur
134	0.57	NaN	0	87	1	35	stimDur
162	0.28	NaN	0	88	1	35	stimDur
352	0.77	NaN	0.4979	89	1	35	stimDur
282	0.15	NaN	0	90	1	35	stimDur
12	0.85	NaN	0	91	1	35	stimDur
515	1.02	NaN	0	92	1	35	stimDur
55	1.37	NaN	0	93	1	35	stimDur
258	0.16	NaN	0	94	1	35	stimDur
409	0.47	NaN	0	95	1	35	stimDur
253	0.42	NaN	0.2063	96	1	35	stimDur
251	1.5	NaN	0	97	1	35	stimDur
312	0.16	NaN	0	98	1	35	stimDur
482	0.21	NaN	0	99	1	35	stimDur
288	0.13	NaN	0	100	1	35	stimDur
315	0.38	NaN	0	101	1	35	stimDur
381	1.21	NaN	0	102	1	35	stimDur
102	0.29	NaN	0	103	1	35	stimDur
501	0.38	NaN	0	104	1	35	stimDur
182	1.03	NaN	0.2566	105	1	35	stimDur
47	0.19	NaN	0	106	1	35	stimDur
448	0.89	NaN	0	107	1	35	stimDur
188	0.1	NaN	0	108	1	35	stimDur
193	0.23	NaN	0	109	1	35	stimDur
35	0.45	NaN	0	110	1	35	stimDur
354	0.2	NaN	0	111	1	35	stimDur
474	1.48	NaN	0	112	1	35	stimDur
404	0.21	NaN	0	113	1	35	stimDur
174	0.22	NaN	0	114	1	35	stimDur
343	0.25	NaN	0	115	1	35	stimDur
179	1.05	NaN	0	116	1	35	stimDur
523	0.33	NaN	0	117	1	35	stimDur
18	0.78	NaN	0	118	1	35	stimDur
510	0.74	NaN	0.4099	119	1	35	stimDur
49	0.3	NaN	0	120	1	35	stimDur
183	0.19	1.08	0	1	2	35	stimDur
352	0.53	0.99	0	2	2	35	stimDur
163	1.33	0.85	0	3	2	35	stimDur
230	0.1	0.97	0	4	2	35	stimDur
268	0.51	1.9	0.4001	5	2	35	stimDur
400	0.21	1.97	0	6	2	35	stimDur
242	0.19	1.57	0	7	2	35	stimDur
205	0.21	1.11	0	8	2	35	stimDur
218	1.28	1.57	0	9	2	35	stimDur
350	0.5	0.91	0	10	2	35	stimDur
333	0.81	0.86	0	11	2	35	stimDur
499	1.28	0.82	0	12	2	35	stimDur
254	0.8	0.81	0.083	13	2	35	stimDur
329	0.46	1.3	0	14	2	35	stimDur
402	1.31	0.83	0	15	2	35	stimDur
307	1.03	0.94	0	16	2	35	stimDur
33	0.18	1.12	0	17	2	35	stimDur
259	1.44	1.47	0	18	2	35	stimDur
51	0.16	1.38	0	19	2	35	stimDur
529	0.3	0.8	0.1646	20	2	35	stimDur
404	0.77	0.83	0	21	2	35	stimDur
527	0.77	2.12	0	22	2	35	stimDur
188	0.83	1.09	0	23	2	35	stimDur
148	0.13	1.37	0	24	2	35	stimDur
17	0.51	2.26	0	25	2	35	stimDur
397	0.19	0.91	0	26	2	35	stimDur
401	1.02	1.14	0	27	2	35	stimDur
19	0.3	0.88	0	28	2	35	stimDur
446	0.9	0.91	0.763	29	2	35	stimDur
500	1.29	1.38	0	30	2	35	stimDur
435	1.24	0.82	0	31	2	35	stimDur
237	0.12	1	0	32	2	35	stimDur
223	1.4	1.16	0	33	2	35	stimDur
75	0.13	1.04	0	34	2	35	stimDur
44	0.77	1.54	0	35	2	35	stimDur
351	0.13	1.46	0	36	2	35	stimDur
54	1.14	0.84	0	37	2	35	stimDur
36	0.25	1.99	0	38	2	35	stimDur
403	0.13	1.05	0	39	2	35	stimDur
102	0.46	1.02	0	40	2	35	stimDur
269	0.72	1.01	0	41	2	35	stimDur
193	0.27	2.05	0	42	2	35	stimDur
159	0.98	0.88	0	43	2	35	stimDur
499	1.06	1.24	0	44	2	35	stimDur
255	1.04	1.3	0.0801	45	2	35	stimDur
419	0.29	1.3	0	46	2	35	stimDur
269	0.12	0.81	0	47	2	35	stimDur
491	1.14	0.94	0	48	2	35	stimDur
334	0.64	1.06	0	49	2	35	stimDur
404	0.37	0.9	0	50	2	35	stimDur
234	0.32	0.88	0	51	2	35	stimDur
230	0.78	0.95	0	52	2	35	stimDur
193	0.14	1.01	0	53	2	35	stimDur
58	0.47	1.24	0	54	2	35	stimDur
339	0.16	1.16	0	55	2	35	stimDur
396	0.95	1.52	0.2718	56	2	35	stimDur
389	0.62	0.82	0	57	2	35	stimDur
493	0.29	1.11	0	58	2	35	stimDur
202	0.12	1.8	0	59	2	35	stimDur
485	0.51	0.99	0	60	2	35	stimDur
390	0.47	1.39	0	61	2	35	stimDur
351	0.2	1.15	0	62	2	35	stimDur
506	1.02	1.94	0	63	2	35	stimDur
381	1.01	0.92	0	64	2	35	stimDur
232	0.48	3.06	0	65	2	35	stimDur
125	0.1	1.15	0	66	2	35	stimDur
381	0.46	1.81	0.3192	67	2	35	stimDur
120	1.01	0.84	0	68	2	35	stimDur
58	0.15	1.08	0	69	2	35	stimDur
41	0.5	1.17	0	70	2	35	stimDur
99	1.28	1.02	0	71	2	35	stimDur
343	0.51	0.82	0	72	2	35	stimDur
202	0.21	0.98	0	73	2	35	stimDur
277	0.38	0.95	0	74	2	35	stimDur
311	0.74	0.86	0	75	2	35	stimDur
27	0.68	0.8	0.0416	76	2	35	stimDur
432	0.65	1.61	0	77	2	35	stimDur
376	0.25	0.87	0	78	2	35	stimDur
168	0.11	0.81	0	79	2	35	stimDur
510	1.12	1.64	0	80	2	35	stimDur
85	1.39	0.92	0	81	2	35	stimDur
150	0.21	2.1	0	82	2	35	stimDur
292	0.18	1.14	0	83	2	35	stimDur
251	0.19	0.85	0	84	2	35	stimDur
140	0.17	1.95	0	85	2	35	stimDur
403	0.81	1.04	0.4241	86	2	35	stimDur
414	0.43	1.18	0	87	2	35	stimDur
68	0.4	0.98	0	88	2	35	stimDur
32	0.3	0.89	0	89	2	35	stimDur
475	0.44	0.98	0	90	2	35	stimDur
271	0.96	0.94	0	91	2	35	stimDur
400	0.6	1.56	0	92	2	35	stimDur
521	1.22	0.82	1.0781	93	2	35	stimDur
366	0.11	1.05	0	94	2	35	stimDur
190	0.29	1.53	0	95	2	35	stimDur
429	0.12	1.05	0	96	2	35	stimDur
95	1.04	1.58	0	97	2	35	stimDur
188	0.47	1.45	0	98	2	35	stimDur
336	0.54	1.84	0	99	2	35	stimDur
536	0.27	1.41	0	100	2	35	stimDur
436	0.38	1.71	0	101	2	35	stimDur
190	0.18	0.87	0	102	2	35	stimDur
213	0.39	1.39	0	103	2	35	stimDur
20	0.72	1.82	0	104	2	35	stimDur
276	0.32	0.89	0	105	2	35	stimDur
479	0.17	1.05	0	106	2	35	stimDur
104	0.3	0.82	0	107	2	35	stimDur
181	0.16	0.96	0	108	2	35	stimDur
75	1.28	1.11	0.1675	109	2	35	stimDur
197	0.19	1.61	0	110	2	35	stimDur
533	0.31	1.11	0	111	2	35	stimDur
435	0.66	0.85	0	112	2	35	stimDur
251	0.16	1.02	0	113	2	35	stimDur
293	0.29	1.07	0	114	2	35	stimDur
277	0.51	0.95	0	115	2	35	stimDur
170	0.12	1.45	0	116	2	35	stimDur
524	0.98	1.09	0	117	2	35	stimDur
145	0.1	1.48	0	118	2	35	stimDur
150	0.27	0.8	0	119	2	35	stimDur
144	1.16	1.23	1.0521	120	2	35	stimDur
42	0.33	NaN	0.1366	1	3	35	stimDur
291	0.22	NaN	0	2	3	35	stimDur
155	0.58	NaN	0	3	3	35	stimDur
36	1.41	NaN	0	4	3	35	stimDur
443	0.74	NaN	0	5	3	35	stimDur
533	0.92	NaN	0	6	3	35	stimDur
142	0.85	NaN	0	7	3	35	stimDur
387	0.77	NaN	0.4135	8	3	35	stimDur
327	0.59	NaN	0	9	3	35	stimDur
505	1.5	NaN	0	10	3	35	stimDur
72	0.1	NaN	0	11	3	35	stimDur
50	0.86	NaN	0	12	3	35	stimDur
399	0.76	NaN	0	13	3	35	stimDur
330	0.74	NaN	0.5837	14	3	35	stimDur
444	0.15	NaN	0	15	3	35	stimDur
373	1.3	NaN	0	16	3	35	stimDur
114	0.17	NaN	0	17	3	35	stimDur
277	0.26	NaN	0	18	3	35	stimDur
249	0.49	NaN	0	19	3	35	stimDur
174	0.22	NaN	0	20	3	35	stimDur
23	0.33	NaN	0	21	3	35	stimDur
511	0.36	NaN	0	22	3	35	stimDur
58	0.34	NaN	0	23	3	35	stimDur
530	0.28	NaN	0	24	3	35	stimDur
349	0.14	NaN	0	25	3	35	stimDur
50	0.44	NaN	0	26	3	35	stimDur
280	0.7	NaN	0	27	3	35	stimDur
425	0.15	NaN	0	28	3	35	stimDur
327	0.6	NaN	0.1336	29	3	35	stimDur
326	0.13	NaN	0	30	3	35	stimDur
309	0.55	NaN	0	31	3	35	stimDur
260	0.53	NaN	0	32	3	35	stimDur
208	0.86	NaN	0	33	3	35	stimDur
46	1.46	NaN	0	34	3	35	stimDur
85	0.83	NaN	0.4941	35	3	35	stimDur
142	0.64	NaN	0	36	3	35	stimDur
495	0.2	NaN	0	37	3	35	stimDur
412	0.54	NaN	0	38	3	35	stimDur
339	0.4	NaN	0	39	3	35	stimDur
264	0.11	NaN	0	40	3	35	stimDur
201	0.5	NaN	0	41	3	35	stimDur
388	0.1	NaN	0	42	3	35	stimDur
78	0.11	NaN	0	43	3	35	stimDur
377	0.17	NaN	0	44	3	35	stimDur
407	0.43	NaN	0	45	3	35	stimDur
230	0.29	NaN	0	46	3	35	stimDur
293	0.11	NaN	0	47	3	35	stimDur
218	0.9	NaN	0	48	3	35	stimDur
245	0.12	NaN	0	49	3	35	stimDur
439	0.37	NaN	0.2197	50	3	35	stimDur
27	0.71	NaN	0	51	3	35	stimDur
61	0.51	NaN	0	52	3	35	stimDur
510	1.29	NaN	0	53	3	35	stimDur
449	0.13	NaN	0	54	3	35	stimDur
226	0.53	NaN	0	55	3	35	stimDur
467	0.44	NaN	0	56	3	35	stimDur
507	0.62	NaN	0	57	3	35	stimDur
54	0.59	NaN	0	58	3	35	stimDur
208	0.21	NaN	0	59	3	35	stimDur
54	0.16	NaN	0	60	3	35	stimDur
334	0.61	NaN	0	61	3	35	stimDur
524	0.54	NaN	0	62	3	35	stimDur
263	0.38	NaN	0.1857	63	3	35	stimDur
425	0.31	NaN	0	64	3	35	stimDur
383	0.22	NaN	0	65	3	35	stimDur
251	1.02	NaN	0	66	3	35	stimDur
93	0.2	NaN	0	67	3	35	stimDur
489	0.47	NaN	0	68	3	35	stimDur
276	0.45	NaN	0	69	3	35	stimDur
377	0.32	NaN	0	70	3	35	stimDur
336	1.11	NaN	0	71	3	35	stimDur
413	0.35	NaN	0	72	3	35	stimDur
320	1.5	NaN	0	73	3	35	stimDur
129	0.2	NaN	0	74	3	35	stimDur
123	1.27	NaN	0.3872	75	3	35	stimDur
519	0.47	NaN	0	76	3	35	stimDur
276	1.2	NaN	0	77	3	35	stimDur
221	0.1	NaN	0	78	3	35	stimDur
517	0.33	NaN	0	79	3	35	stimDur
228	1.08	NaN	0	80	3	35	stimDur
322	0.35	NaN	0	81	3	35	stimDur
112	0.18	NaN	0	82	3	35	stimDur
384	0.42	NaN	0	83	3	35	stimDur
107	1.02	NaN	0	84	3	35	stimDur
499	0.84	NaN	0.7269	85	3	35	stimDur
12	0.72	NaN	0	86	3	35	stimDur
221	0.21	NaN	0	87	3	35	stimDur
194	0.66	NaN	0	88	3	35	stimDur
341	0.23	NaN	0	89	3	35	stimDur
386	0.67	NaN	0	90	3	35	stimDur
459	0.31	NaN	0	91	3	35	stimDur
520	0.17	NaN	0	92	3	35	stimDur
86	0.22	NaN	0	93	3	35	stimDur
12	0.34	NaN	0	94	3	35	stimDur
140	0.19	NaN	0	95	3	35	stimDur
41	1.39	NaN	0	96	3	35	stimDur
450	0.12	NaN	0	97	3	35	stimDur
482	0.33	NaN	0	98	3	35	stimDur
487	0.36	NaN	0	99	3	35	stimDur
403	0.48	NaN	0	100	3	35	stimDur
483	1.36	NaN	0	101	3	35	stimDur
346	0.7	NaN	0.482	102	3	35	stimDur
55	0.36	NaN	0	103	3	35	stimDur
499	1.22	NaN	0	104	3	35	stimDur
70	0.54	NaN	0	105	3	35	stimDur
437	0.29	NaN	0	106	3	35	stimDur
268	1.15	NaN	0	107	3	35	stimDur
236	0.21	NaN	0	108	3	35	stimDur
160	0.29	NaN	0	109	3	35	stimDur
533	0.24	NaN	0	110	3	35	stimDur
108	1.4	NaN	0.7377	111	3	35	stimDur
160	0.36	NaN	0	112	3	35	stimDur
379	0.72	NaN	0	113	3	35	stimDur
497	0.83	NaN	0	114	3	35	stimDur
181	0.58	NaN	0	115	3	35	stimDur
464	1.05	NaN	0	116	3	35	stimDur
124	0.13	NaN	0	117	3	35	stimDur
159	0.16	NaN	0	118	3	35	stimDur
422	0.68	NaN	0.5349	119	3	35	stimDur
324	1.43	NaN	0	120	3	35	stimDur
437	0.77	0.86	0.6286	1	4	35	stimDur
314	0.96	1.26	0	2	4	35	stimDur
343	0.18	1.38	0	3	4	35	stimDur
346	0.37	1.46	0	4	4	35	stimDur
243	1.48	1.48	0	5	4	35	stimDur
269	0.84	1.4	0	6	4	35	stimDur
480	0.18	1.05	0	7	4	35	stimDur
426	0.1	0.86	0	8	4	35	stimDur
519	0.27	0.91	0.001	9	4	35	stimDur
207	0.36	1.28	0	10	4	35	stimDur
207	0.14	0.91	0	11	4	35	stimDur
66	0.51	1.59	0	12	4	35	stimDur
58	0.99	1.96	0	13	4	35	stimDur
50	0.11	1.08	0	14	4	35	stimDur
462	0.49	0.92	0	15	4	35	stimDur
319	1	1.86	0	16	4	35	stimDur
402	0.66	1.26	0	17	4	35	stimDur
146	1.5	1.07	0.2299	18	4	35	stimDur
246	0.12	1.46	0	19	4	35	stimDur
75	0.45	0.85	0	20	4	35	stimDur
490	0.18	1.1	0	21	4	35	stimDur
268	0.14	0.87	0	22	4	35	stimDur
177	0.15	1.78	0	23	4	35	stimDur
123	0.37	1.04	0	24	4	35	stimDur
259	0.1	1.33	0	25	4	35	stimDur
406	0.26	0.94	0	26	4	35	stimDur
92	0.38	0.91	0	27	4	35	stimDur
367	1.2	1.24	0	28	4	35	stimDur
381	0.61	1.1	0.4854	29	4	35	stimDur
67	0.79	1.06	0	30	4	35	stimDur
165	0.18	1.45	0	31	4	35	stimDur
126	0.15	1.49	0	32	4	35	stimDur
120	0.2	0.81	0	33	4	35	stimDur
324	0.22	0.92	0	34	4	35	stimDur
474	0.39	1.19	0	35	4	35	stimDur
124	0.13	0.85	0	36	4	35	stimDur
289	0.11	1.11	0	37	4	35	stimDur
367	0.33	0.95	0	38	4	35	stimDur
208	0.1	1	0	39	4	35	stimDur
524	0.24	3.26	0	40	4	35	stimDur
295	0.2	1.3	0	41	4	35	stimDur
500	0.97	1.65	0	42	4	35	stimDur
145	1.21	0.81	0	43	4	35	stimDur
429	0.12	1.25	0	44	4	35	stimDur
56	0.12	1.45	0	45	4	35	stimDur
492	0.32	1.22	0	46	4	35	stimDur
390	0.21	1.22	0	47	4	35	stimDur
525	0.52	0.91	0.2554	48	4	35	stimDur
386	0.42	1.01	0	49	4	35	stimDur
336	0.17	3.62	0	50	4	35	stimDur
286	0.18	0.88	0	51	4	35	stimDur
207	0.18	0.82	0	52	4	35	stimDur
431	1.26	1.39	0	53	4	35	stimDur
158	1.2	1.67	0	54	4	35	stimDur
224	0.15	0.81	0	55	4	35	stimDur
328	1.15	0.86	0.2239	56	4	35	stimDur
178	1.48	1.59	0	57	4	35	stimDur
223	1.24	1.02	0	58	4	35	stimDur
517	0.32	1.99	0	59	4	35	stimDur
212	0.1	0.83	0	60	4	35	stimDur
334	0.29	1.14	0	61	4	35	stimDur
166	0.12	0.99	0	62	4	35	stimDur
286	0.33	1.08	0.089	63	4	35	stimDur
506	0.13	0.88	0	64	4	35	stimDur
352	0.84	1.41	0	65	4	35	stimDur
196	0.75	1.05	0	66	4	35	stimDur
231	0.47	1.1	0	67	4	35	stimDur
121	0.63	1.6	0	68	4	35	stimDur
267	0.1	1.18	0	69	4	35	stimDur
307	0.43	0.84	0	70	4	35	stimDur
226	0.35	1.35	0	71	4	35	stimDur
413	0.6	0.81	0	72	4	35	stimDur
447	0.12	1.1	0	73	4	35	stimDur
378	0.24	0.93	0.1144	74	4	35	stimDur
198	0.23	0.93	0	75	4	35	stimDur
197	0.15	0.97	0	76	4	35	stimDur
525	1.2	1.21	0	77	4	35	stimDur
285	0.61	0.97	0	78	4	35	stimDur
294	0.14	1.25	0	79	4	35	stimDur
489	0.21	1.02	0	80	4	35	stimDur
55	0.21	1.46	0	81	4	35	stimDur
389	0.83	0.82	0	82	4	35	stimDur
110	0.75	1.28	0.4664	83	4	35	stimDur
211	0.8	1.73	0	84	4	35	stimDur
153	0.67	0.93	0	85	4	35	stimDur
