stimulus	stimDur	ITI	flickerDot	trial	block	subject	task
145	0.14	NaN	0.0176	1	1	20	stimDur
185	0.29	NaN	0	2	1	20	stimDur
192	1.28	NaN	0	3	1	20	stimDur
244	0.23	NaN	0	4	1	20	stimDur
479	0.14	NaN	0	5	1	20	stimDur
98	0.15	NaN	0	6	1	20	stimDur
207	0.41	NaN	0	7	1	20	stimDur
462	0.1	NaN	0	8	1	20	stimDur
343	0.62	NaN	0	9	1	20	stimDur
413	0.13	NaN	0	10	1	20	stimDur
492	0.27	NaN	0	11	1	20	stimDur
149	0.14	NaN	0	12	1	20	stimDur
210	0.6	NaN	0	13	1	20	stimDur
383	0.19	NaN	0	14	1	20	stimDur
243	0.66	NaN	0	15	1	20	stimDur
16	0.54	NaN	0	16	1	20	stimDur
197	0.25	NaN	0.1253	17	1	20	stimDur
316	0.11	NaN	0	18	1	20	stimDur
269	1.5	NaN	0	19	1	20	stimDur
435	0.56	NaN	0	20	1	20	stimDur
304	0.1	NaN	0	21	1	20	stimDur
72	0.75	NaN	0	22	1	20	stimDur
225	0.27	NaN	0	23	1	20	stimDur
353	0.11	NaN	0	24	1	20	stimDur
80	0.17	NaN	0	25	1	20	stimDur
67	1.14	NaN	0	26	1	20	stimDur
319	0.16	NaN	0	27	1	20	stimDur
397	0.12	NaN	0	28	1	20	stimDur
30	0.17	NaN	0	29	1	20	stimDur
229	1.48	NaN	0	30	1	20	stimDur
152	0.54	NaN	0.4303	31	1	20	stimDur
458	0.46	NaN	0	32	1	20	stimDur
522	0.42	NaN	0	33	1	20	stimDur
479	1.01	NaN	0	34	1	20	stimDur
36	0.42	NaN	0	35	1	20	stimDur
492	0.6	NaN	0	36	1	20	stimDur
340	0.87	NaN	0	37	1	20	stimDur
233	1.32	NaN	0.6199	38	1	20	stimDur
424	0.11	NaN	0	39	1	20	stimDur
535	0.2	NaN	0	40	1	20	stimDur
234	0.79	NaN	0	41	1	20	stimDur
445	0.47	NaN	0	42	1	20	stimDur
55	0.26	NaN	0	43	1	20	stimDur
420	0.62	NaN	0	44	1	20	stimDur
