stimulus	stimDur	ITI	flickerDot	trial	block	subject	task
356	0.85	NaN	0.4445	1	1	11	stimDur
21	0.56	NaN	0	2	1	11	stimDur
327	0.13	NaN	0	3	1	11	stimDur
188	0.17	NaN	0	4	1	11	stimDur
168	0.21	NaN	0	5	1	11	stimDur
201	0.35	NaN	0	6	1	11	stimDur
48	0.18	NaN	0	7	1	11	stimDur
44	0.22	NaN	0	8	1	11	stimDur
384	0.44	NaN	0	9	1	11	stimDur
249	0.14	NaN	0	10	1	11	stimDur
397	0.76	NaN	0	11	1	11	stimDur
68	0.33	NaN	0	12	1	11	stimDur
326	0.29	NaN	0	13	1	11	stimDur
351	0.46	NaN	0	14	1	11	stimDur
309	0.15	NaN	0	15	1	11	stimDur
40	1.12	NaN	0	16	1	11	stimDur
186	0.13	NaN	0	17	1	11	stimDur
354	0.43	NaN	0.3275	18	1	11	stimDur
59	1.37	NaN	0	19	1	11	stimDur
413	0.14	NaN	0	20	1	11	stimDur
377	0.65	NaN	0	21	1	11	stimDur
125	1.41	NaN	0	22	1	11	stimDur
178	1.49	NaN	0	23	1	11	stimDur
414	0.25	NaN	0	24	1	11	stimDur
137	0.54	NaN	0	25	1	11	stimDur
455	1.28	NaN	0.0655	26	1	11	stimDur
72	0.53	NaN	0	27	1	11	stimDur
416	1.06	NaN	0	28	1	11	stimDur
178	0.65	NaN	0	29	1	11	stimDur
186	0.11	NaN	0	30	1	11	stimDur
352	0.25	NaN	0	31	1	11	stimDur
340	1.12	NaN	0	32	1	11	stimDur
521	0.35	NaN	0	33	1	11	stimDur
348	0.32	NaN	0	34	1	11	stimDur
50	0.22	NaN	0.0287	35	1	11	stimDur
399	0.15	NaN	0	36	1	11	stimDur
496	0.6	NaN	0	37	1	11	stimDur
240	0.28	NaN	0	38	1	11	stimDur
343	1.09	NaN	0	39	1	11	stimDur
253	0.11	NaN	0	40	1	11	stimDur
246	1.06	NaN	0	41	1	11	stimDur
501	0.12	NaN	0	42	1	11	stimDur
471	0.92	NaN	0	43	1	11	stimDur
335	0.34	NaN	0	44	1	11	stimDur
388	0.73	NaN	0.2836	45	1	11	stimDur
21	0.33	NaN	0	46	1	11	stimDur
461	0.15	NaN	0	47	1	11	stimDur
169	1.3	NaN	0	48	1	11	stimDur
313	0.56	NaN	0	49	1	11	stimDur
523	0.17	NaN	0	50	1	11	stimDur
339	0.49	NaN	0	51	1	11	stimDur
177	0.17	NaN	0	52	1	11	stimDur
410	0.29	NaN	0	53	1	11	stimDur
161	0.49	NaN	0	54	1	11	stimDur
272	0.51	NaN	0.2136	55	1	11	stimDur
152	0.13	NaN	0	56	1	11	stimDur
487	0.16	NaN	0	57	1	11	stimDur
191	0.34	NaN	0	58	1	11	stimDur
427	0.4	NaN	0	59	1	11	stimDur
169	1.01	NaN	0	60	1	11	stimDur
241	0.47	NaN	0	61	1	11	stimDur
385	0.89	NaN	0	62	1	11	stimDur
55	0.26	NaN	0	63	1	11	stimDur
449	0.16	NaN	0	64	1	11	stimDur
192	0.21	NaN	0	65	1	11	stimDur
178	0.1	NaN	0	66	1	11	stimDur
301	0.26	NaN	0	67	1	11	stimDur
481	0.55	NaN	0	68	1	11	stimDur
231	0.97	NaN	0	69	1	11	stimDur
338	0.18	NaN	0.0643	70	1	11	stimDur
270	0.67	NaN	0	71	1	11	stimDur
391	0.76	NaN	0	72	1	11	stimDur
410	0.64	NaN	0	73	1	11	stimDur
99	1.36	NaN	0	74	1	11	stimDur
204	0.47	NaN	0	75	1	11	stimDur
99	0.32	NaN	0.0105	76	1	11	stimDur
357	0.42	NaN	0	77	1	11	stimDur
300	0.1	NaN	0	78	1	11	stimDur
529	0.1	NaN	0	79	1	11	stimDur
56	0.37	NaN	0	80	1	11	stimDur
510	0.27	NaN	0	81	1	11	stimDur
396	0.14	NaN	0	82	1	11	stimDur
400	0.25	NaN	0	83	1	11	stimDur
429	0.56	NaN	0	84	1	11	stimDur
221	0.4	NaN	0	85	1	11	stimDur
69	0.28	NaN	0	86	1	11	stimDur
510	0.8	NaN	0	87	1	11	stimDur
332	0.11	NaN	0	88	1	11	stimDur
229	1.1	NaN	0.0012	89	1	11	stimDur
426	0.62	NaN	0	90	1	11	stimDur
186	0.3	NaN	0	91	1	11	stimDur
514	0.64	NaN	0	92	1	11	stimDur
112	1.27	NaN	0	93	1	11	stimDur
435	0.58	NaN	0	94	1	11	stimDur
379	0.6	NaN	0	95	1	11	stimDur
394	0.66	NaN	0	96	1	11	stimDur
202	1.19	NaN	0.0747	97	1	11	stimDur
397	1.11	NaN	0	98	1	11	stimDur
203	0.21	NaN	0	99	1	11	stimDur
291	0.1	NaN	0	100	1	11	stimDur
428	0.2	NaN	0	101	1	11	stimDur
241	0.26	NaN	0	102	1	11	stimDur
178	0.19	NaN	0	103	1	11	stimDur
199	0.34	NaN	0	104	1	11	stimDur
97	1.27	NaN	0	105	1	11	stimDur
306	0.16	NaN	0	106	1	11	stimDur
263	0.27	NaN	0	107	1	11	stimDur
21	0.95	NaN	0	108	1	11	stimDur
441	0.14	NaN	0	109	1	11	stimDur
283	0.25	NaN	0.0594	110	1	11	stimDur
490	0.44	NaN	0	111	1	11	stimDur
44	0.8	NaN	0	112	1	11	stimDur
445	1.03	NaN	0	113	1	11	stimDur
501	0.19	NaN	0	114	1	11	stimDur
222	1.32	NaN	0	115	1	11	stimDur
94	0.32	NaN	0	116	1	11	stimDur
437	0.14	NaN	0	117	1	11	stimDur
457	0.15	NaN	0	118	1	11	stimDur
163	0.32	NaN	0	119	1	11	stimDur
47	0.89	NaN	0.7135	120	1	11	stimDur
410	0.22	1.25	0	1	2	11	stimDur
519	0.47	0.87	0.1536	2	2	11	stimDur
472	0.14	1.65	0	3	2	11	stimDur
168	0.61	0.83	0	4	2	11	stimDur
388	0.52	0.82	0	5	2	11	stimDur
453	0.97	1.02	0	6	2	11	stimDur
262	0.22	2.95	0	7	2	11	stimDur
506	0.27	2.03	0	8	2	11	stimDur
292	0.45	1.16	0	9	2	11	stimDur
308	1.03	1.18	0	10	2	11	stimDur
454	0.23	0.92	0	11	2	11	stimDur
212	0.18	1.02	0	12	2	11	stimDur
73	0.95	1.18	0.001	13	2	11	stimDur
105	1.2	1.11	0	14	2	11	stimDur
47	0.56	1.06	0	15	2	11	stimDur
351	0.12	1.14	0	16	2	11	stimDur
193	0.11	1.14	0	17	2	11	stimDur
348	0.21	0.88	0	18	2	11	stimDur
343	0.4	1.02	0	19	2	11	stimDur
495	0.2	0.9	0	20	2	11	stimDur
504	0.56	0.81	0	21	2	11	stimDur
473	0.22	2.21	0	22	2	11	stimDur
131	0.1	2.23	0	23	2	11	stimDur
282	0.44	0.97	0	24	2	11	stimDur
415	0.89	0.85	0.7882	25	2	11	stimDur
523	0.17	0.96	0	26	2	11	stimDur
264	0.96	1.46	0	27	2	11	stimDur
193	0.13	0.81	0	28	2	11	stimDur
133	1.16	1.36	0	29	2	11	stimDur
378	0.12	0.82	0	30	2	11	stimDur
365	0.39	1.29	0	31	2	11	stimDur
224	0.47	1.62	0	32	2	11	stimDur
410	0.15	1.72	0	33	2	11	stimDur
222	1.07	1	0	34	2	11	stimDur
62	0.13	1.48	0	35	2	11	stimDur
476	0.85	1.28	0.001	36	2	11	stimDur
471	0.39	1.15	0	37	2	11	stimDur
249	0.65	0.83	0	38	2	11	stimDur
317	0.92	1.48	0	39	2	11	stimDur
350	0.11	1.08	0	40	2	11	stimDur
531	0.7	2.59	0	41	2	11	stimDur
396	0.15	1.1	0	42	2	11	stimDur
422	0.3	1.09	0	43	2	11	stimDur
536	0.39	1.11	0	44	2	11	stimDur
324	0.15	1.11	0	45	2	11	stimDur
32	0.18	1.73	0	46	2	11	stimDur
202	0.12	1.51	0	47	2	11	stimDur
313	0.38	0.87	0.001	48	2	11	stimDur
509	0.32	0.8	0	49	2	11	stimDur
514	0.23	1.09	0	50	2	11	stimDur
325	0.11	1.27	0	51	2	11	stimDur
290	0.38	0.84	0	52	2	11	stimDur
215	1.02	0.93	0	53	2	11	stimDur
299	0.54	1.02	0	54	2	11	stimDur
475	0.96	1.13	0	55	2	11	stimDur
147	0.47	1.73	0.0379	56	2	11	stimDur
74	0.38	1.55	0	57	2	11	stimDur
474	1.25	1.52	0	58	2	11	stimDur
496	0.38	1.08	0	59	2	11	stimDur
410	0.14	1.15	0	60	2	11	stimDur
46	0.22	1.18	0	61	2	11	stimDur
443	0.84	1.01	0	62	2	11	stimDur
441	0.11	0.97	0	63	2	11	stimDur
81	0.45	4.08	0	64	2	11	stimDur
93	0.38	2.17	0.1187	65	2	11	stimDur
481	0.78	0.93	0	66	2	11	stimDur
46	0.32	1.4	0	67	2	11	stimDur
140	0.26	1.39	0	68	2	11	stimDur
269	0.1	1.15	0	69	2	11	stimDur
416	0.22	0.84	0	70	2	11	stimDur
447	0.43	1.13	0	71	2	11	stimDur
60	0.39	0.85	0	72	2	11	stimDur
64	1.29	1.29	0	73	2	11	stimDur
350	0.15	0.86	0	74	2	11	stimDur
215	0.22	1.2	0	75	2	11	stimDur
170	0.49	0.87	0	76	2	11	stimDur
226	0.85	0.83	0	77	2	11	stimDur
432	0.46	0.9	0	78	2	11	stimDur
38	1.45	0.86	0.2139	79	2	11	stimDur
127	0.14	1.62	0	80	2	11	stimDur
510	1.42	1.16	0	81	2	11	stimDur
356	0.35	0.84	0	82	2	11	stimDur
420	1	1.11	0	83	2	11	stimDur
504	0.71	1.11	0	84	2	11	stimDur
130	0.24	0.99	0	85	2	11	stimDur
288	0.35	1.76	0.1371	86	2	11	stimDur
297	0.1	2.17	0	87	2	11	stimDur
