condition	stimulus	ITI	trial	targetResponse	block	subject	task
target	4	0.94	1	left	1	14	P300
distractor	2	2.07	2	left	1	14	P300
target	4	0.79	3	left	1	14	P300
distractor	5	0.92	4	left	1	14	P300
target	4	1.01	5	left	1	14	P300
distractor	1	1.1	6	left	1	14	P300
target	4	0.84	7	left	1	14	P300
distractor	3	0.73	8	left	1	14	P300
target	4	0.99	9	left	1	14	P300
distractor	2	0.97	10	left	1	14	P300
distractor	2	1.27	11	left	1	14	P300
distractor	3	0.85	12	left	1	14	P300
distractor	2	0.8	13	left	1	14	P300
distractor	2	0.79	14	left	1	14	P300
distractor	5	2.44	15	left	1	14	P300
distractor	3	0.96	16	left	1	14	P300
distractor	3	2.08	17	left	1	14	P300
target	4	1.68	18	left	1	14	P300
distractor	3	0.95	19	left	1	14	P300
distractor	2	0.92	20	left	1	14	P300
distractor	1	1.16	21	left	1	14	P300
distractor	2	1.88	22	left	1	14	P300
distractor	1	1.4	23	left	1	14	P300
distractor	2	0.97	24	left	1	14	P300
distractor	1	0.99	25	left	1	14	P300
target	4	0.82	26	left	1	14	P300
distractor	5	1.1	27	left	1	14	P300
distractor	5	0.72	28	left	1	14	P300
distractor	2	1.06	29	left	1	14	P300
target	4	0.74	30	left	1	14	P300
distractor	2	1.01	31	left	1	14	P300
distractor	1	1.09	32	left	1	14	P300
distractor	1	1.34	33	left	1	14	P300
distractor	1	1.02	34	left	1	14	P300
distractor	1	1.14	35	left	1	14	P300
distractor	1	1.03	36	left	1	14	P300
distractor	2	0.83	37	left	1	14	P300
target	4	0.86	38	left	1	14	P300
distractor	3	0.95	39	left	1	14	P300
distractor	1	0.9	40	left	1	14	P300
distractor	2	1.06	41	left	1	14	P300
distractor	5	0.93	42	left	1	14	P300
distractor	3	2.03	43	left	1	14	P300
distractor	3	1.09	44	left	1	14	P300
distractor	5	0.97	45	left	1	14	P300
distractor	5	3.04	46	left	1	14	P300
distractor	1	0.81	47	left	1	14	P300
distractor	1	0.96	48	left	1	14	P300
target	4	0.94	49	left	1	14	P300
distractor	3	1.32	50	left	1	14	P300
distractor	1	1.06	51	left	1	14	P300
distractor	3	1.2	52	left	1	14	P300
distractor	2	0.93	53	left	1	14	P300
distractor	2	0.8	54	left	1	14	P300
distractor	2	0.76	55	left	1	14	P300
target	4	0.82	56	left	1	14	P300
distractor	2	0.91	57	left	1	14	P300
distractor	3	0.73	58	left	1	14	P300
target	4	1.39	59	left	1	14	P300
distractor	5	0.73	60	left	1	14	P300
distractor	2	0.71	61	left	1	14	P300
target	4	0.79	62	left	1	14	P300
distractor	3	0.83	63	left	1	14	P300
target	4	0.8	64	left	1	14	P300
distractor	3	0.7	65	left	1	14	P300
target	4	0.91	66	left	1	14	P300
distractor	1	1.19	67	left	1	14	P300
target	4	0.74	68	left	1	14	P300
distractor	2	1.21	69	left	1	14	P300
distractor	3	0.74	70	left	1	14	P300
distractor	1	1.62	71	left	1	14	P300
distractor	3	0.95	72	left	1	14	P300
distractor	3	1.06	73	left	1	14	P300
target	4	0.93	74	left	1	14	P300
distractor	5	1.4	75	left	1	14	P300
distractor	3	0.87	76	left	1	14	P300
distractor	5	0.87	77	left	1	14	P300
target	4	0.75	78	left	1	14	P300
distractor	1	0.74	79	left	1	14	P300
target	4	1.43	80	left	1	14	P300
distractor	2	0.74	81	left	1	14	P300
distractor	2	1.21	82	left	1	14	P300
distractor	5	1.91	83	left	1	14	P300
distractor	1	0.74	84	left	1	14	P300
target	4	0.85	85	left	1	14	P300
distractor	3	0.76	86	left	1	14	P300
distractor	3	0.92	87	left	1	14	P300
distractor	5	1.06	88	left	1	14	P300
distractor	2	1.46	89	left	1	14	P300
distractor	2	0.94	90	left	1	14	P300
distractor	5	1.35	91	left	1	14	P300
distractor	5	0.91	92	left	1	14	P300
distractor	5	0.97	93	left	1	14	P300
target	4	0.96	94	left	1	14	P300
distractor	5	0.81	95	left	1	14	P300
target	4	0.86	96	left	1	14	P300
distractor	5	2.25	97	left	1	14	P300
distractor	1	0.73	98	left	1	14	P300
distractor	3	1.13	99	left	1	14	P300
distractor	5	0.76	100	left	1	14	P300
distractor	3	1	101	left	1	14	P300
distractor	1	0.79	102	left	1	14	P300
target	4	0.71	103	left	1	14	P300
distractor	5	1.01	104	left	1	14	P300
distractor	1	0.95	105	left	1	14	P300
distractor	5	1.18	106	left	1	14	P300
distractor	1	0.82	107	left	1	14	P300
distractor	1	2.16	108	left	1	14	P300
distractor	3	0.94	109	left	1	14	P300
target	4	1.15	110	left	1	14	P300
distractor	2	1.2	111	left	1	14	P300
distractor	1	1.99	112	left	1	14	P300
distractor	5	1.18	113	left	1	14	P300
distractor	5	0.78	114	left	1	14	P300
distractor	3	1.15	115	left	1	14	P300
distractor	5	1.42	116	left	1	14	P300
distractor	3	1.49	117	left	1	14	P300
distractor	2	0.97	118	left	1	14	P300
distractor	5	1.18	119	left	1	14	P300
distractor	1	1.8	120	left	1	14	P300
target	5	0.78	1	left	2	14	P300
distractor	2	0.76	2	left	2	14	P300
distractor	4	1.24	3	left	2	14	P300
target	5	1.61	4	left	2	14	P300
distractor	2	0.94	5	left	2	14	P300
distractor	2	1.4	6	left	2	14	P300
distractor	3	1.25	7	left	2	14	P300
distractor	1	1.37	8	left	2	14	P300
distractor	3	1.69	9	left	2	14	P300
distractor	1	1.23	10	left	2	14	P300
target	5	0.95	11	left	2	14	P300
distractor	3	2.32	12	left	2	14	P300
distractor	1	0.8	13	left	2	14	P300
target	5	0.99	14	left	2	14	P300
distractor	2	0.96	15	left	2	14	P300
target	5	0.75	16	left	2	14	P300
distractor	3	2.63	17	left	2	14	P300
distractor	1	0.72	18	left	2	14	P300
target	5	1.42	19	left	2	14	P300
distractor	2	1.42	20	left	2	14	P300
distractor	1	0.75	21	left	2	14	P300
distractor	1	0.9	22	left	2	14	P300
distractor	3	0.8	23	left	2	14	P300
distractor	1	1.73	24	left	2	14	P300
distractor	3	1.16	25	left	2	14	P300
distractor	4	0.8	26	left	2	14	P300
distractor	4	0.96	27	left	2	14	P300
target	5	1.64	28	left	2	14	P300
distractor	1	3.13	29	left	2	14	P300
target	5	0.9	30	left	2	14	P300
distractor	4	0.98	31	left	2	14	P300
distractor	2	0.81	32	left	2	14	P300
distractor	2	0.79	33	left	2	14	P300
distractor	2	1	34	left	2	14	P300
distractor	4	0.98	35	left	2	14	P300
distractor	2	2.31	36	left	2	14	P300
distractor	3	0.72	37	left	2	14	P300
target	5	0.77	38	left	2	14	P300
distractor	2	0.84	39	left	2	14	P300
distractor	2	1.41	40	left	2	14	P300
distractor	1	1.43	41	left	2	14	P300
distractor	3	0.7	42	left	2	14	P300
target	5	0.91	43	left	2	14	P300
distractor	2	0.7	44	left	2	14	P300
distractor	2	0.7	45	left	2	14	P300
distractor	2	1.41	46	left	2	14	P300
distractor	2	0.83	47	left	2	14	P300
distractor	4	1.24	48	left	2	14	P300
target	5	1.26	49	left	2	14	P300
distractor	3	1	50	left	2	14	P300
target	5	0.76	51	left	2	14	P300
distractor	4	0.95	52	left	2	14	P300
distractor	4	1.17	53	left	2	14	P300
distractor	3	1.3	54	left	2	14	P300
distractor	4	0.71	55	left	2	14	P300
distractor	4	1.79	56	left	2	14	P300
distractor	1	1.76	57	left	2	14	P300
distractor	3	0.75	58	left	2	14	P300
distractor	1	0.99	59	left	2	14	P300
distractor	2	0.84	60	left	2	14	P300
