stimulus	stimDur	ITI	flickerDot	trial	block	subject	task
336	1.28	NaN	1.1773	1	1	30	stimDur
86	0.14	NaN	0	2	1	30	stimDur
346	0.38	NaN	0	3	1	30	stimDur
208	0.13	NaN	0	4	1	30	stimDur
41	0.21	NaN	0	5	1	30	stimDur
282	0.91	NaN	0	6	1	30	stimDur
198	0.94	NaN	0	7	1	30	stimDur
303	0.75	NaN	0	8	1	30	stimDur
152	0.23	NaN	0	9	1	30	stimDur
324	0.11	NaN	0	10	1	30	stimDur
290	0.69	NaN	0	11	1	30	stimDur
210	0.39	NaN	0.232	12	1	30	stimDur
374	1.45	NaN	0	13	1	30	stimDur
124	0.13	NaN	0	14	1	30	stimDur
36	0.5	NaN	0	15	1	30	stimDur
502	0.33	NaN	0	16	1	30	stimDur
466	0.68	NaN	0	17	1	30	stimDur
175	0.11	NaN	0	18	1	30	stimDur
139	0.98	NaN	0	19	1	30	stimDur
122	1.43	NaN	0	20	1	30	stimDur
193	0.2	NaN	0	21	1	30	stimDur
455	0.4	NaN	0	22	1	30	stimDur
435	0.73	NaN	0	23	1	30	stimDur
19	0.5	NaN	0	24	1	30	stimDur
113	1.21	NaN	0	25	1	30	stimDur
27	0.12	NaN	0	26	1	30	stimDur
204	1.22	NaN	1.0044	27	1	30	stimDur
163	0.38	NaN	0	28	1	30	stimDur
324	1.24	NaN	0	29	1	30	stimDur
207	0.1	NaN	0	30	1	30	stimDur
161	0.11	NaN	0	31	1	30	stimDur
151	0.24	NaN	0	32	1	30	stimDur
181	1.47	NaN	0	33	1	30	stimDur
82	0.11	NaN	0	34	1	30	stimDur
177	0.35	NaN	0.227	35	1	30	stimDur
254	0.21	NaN	0	36	1	30	stimDur
341	0.23	NaN	0	37	1	30	stimDur
150	0.13	NaN	0	38	1	30	stimDur
314	0.64	NaN	0	39	1	30	stimDur
343	1.39	NaN	0	40	1	30	stimDur
24	0.71	NaN	0	41	1	30	stimDur
270	0.34	NaN	0	42	1	30	stimDur
174	1.16	NaN	0	43	1	30	stimDur
134	0.12	NaN	0	44	1	30	stimDur
