condition	stimulus	ITI	trial	targetResponse	block	subject	task
target	4	0.85	1	left	1	30	P300
distractor	5	1.14	2	left	1	30	P300
distractor	5	1.37	3	left	1	30	P300
target	4	0.81	4	left	1	30	P300
distractor	5	1.25	5	left	1	30	P300
target	4	0.84	6	left	1	30	P300
distractor	3	1.21	7	left	1	30	P300
target	4	0.71	8	left	1	30	P300
distractor	3	1.34	9	left	1	30	P300
target	4	0.72	10	left	1	30	P300
distractor	2	1.55	11	left	1	30	P300
distractor	1	0.82	12	left	1	30	P300
distractor	2	0.71	13	left	1	30	P300
target	4	2	14	left	1	30	P300
distractor	3	1.52	15	left	1	30	P300
distractor	1	1.35	16	left	1	30	P300
target	4	0.92	17	left	1	30	P300
distractor	5	0.82	18	left	1	30	P300
distractor	2	0.99	19	left	1	30	P300
distractor	2	1.04	20	left	1	30	P300
target	4	0.78	21	left	1	30	P300
distractor	1	1.85	22	left	1	30	P300
distractor	5	0.78	23	left	1	30	P300
distractor	2	0.84	24	left	1	30	P300
distractor	3	0.83	25	left	1	30	P300
distractor	3	1.6	26	left	1	30	P300
distractor	1	1.49	27	left	1	30	P300
distractor	2	1.37	28	left	1	30	P300
distractor	5	1.21	29	left	1	30	P300
distractor	2	1.57	30	left	1	30	P300
target	4	1.03	31	left	1	30	P300
distractor	1	0.85	32	left	1	30	P300
distractor	1	1.58	33	left	1	30	P300
distractor	1	1.18	34	left	1	30	P300
distractor	1	0.79	35	left	1	30	P300
target	4	1.37	36	left	1	30	P300
distractor	2	1.04	37	left	1	30	P300
target	4	0.79	38	left	1	30	P300
distractor	3	1.04	39	left	1	30	P300
distractor	3	1.24	40	left	1	30	P300
target	4	1.51	41	left	1	30	P300
distractor	2	1.53	42	left	1	30	P300
distractor	2	0.78	43	left	1	30	P300
distractor	3	0.84	44	left	1	30	P300
distractor	5	1.36	45	left	1	30	P300
distractor	5	1.54	46	left	1	30	P300
distractor	5	0.84	47	left	1	30	P300
distractor	5	0.86	48	left	1	30	P300
distractor	3	0.86	49	left	1	30	P300
distractor	2	0.72	50	left	1	30	P300
target	4	2.26	51	left	1	30	P300
distractor	3	1.33	52	left	1	30	P300
distractor	5	0.87	53	left	1	30	P300
distractor	3	0.71	54	left	1	30	P300
distractor	5	1.12	55	left	1	30	P300
distractor	5	1.15	56	left	1	30	P300
target	4	0.9	57	left	1	30	P300
distractor	1	0.71	58	left	1	30	P300
