stimulus	stimDur	ITI	flickerDot	trial	block	subject	task
132	0.22	NaN	0	1	1	24	stimDur
501	0.23	NaN	0	2	1	24	stimDur
69	0.66	NaN	0	3	1	24	stimDur
17	0.1	NaN	0	4	1	24	stimDur
311	0.7	NaN	0.521	5	1	24	stimDur
458	1.28	NaN	0	6	1	24	stimDur
82	0.25	NaN	0	7	1	24	stimDur
284	0.68	NaN	0	8	1	24	stimDur
191	0.24	NaN	0	9	1	24	stimDur
455	1.45	NaN	0	10	1	24	stimDur
339	0.18	NaN	0	11	1	24	stimDur
368	0.15	NaN	0	12	1	24	stimDur
415	0.34	NaN	0	13	1	24	stimDur
273	0.75	NaN	0	14	1	24	stimDur
288	0.34	NaN	0.154	15	1	24	stimDur
298	0.4	NaN	0	16	1	24	stimDur
105	0.51	NaN	0	17	1	24	stimDur
462	0.34	NaN	0	18	1	24	stimDur
75	0.9	NaN	0	19	1	24	stimDur
430	0.22	NaN	0	20	1	24	stimDur
478	0.2	NaN	0	21	1	24	stimDur
162	0.26	NaN	0	22	1	24	stimDur
115	0.91	NaN	0	23	1	24	stimDur
348	1.24	NaN	0	24	1	24	stimDur
291	0.62	NaN	0	25	1	24	stimDur
156	1.25	NaN	0	26	1	24	stimDur
493	0.57	NaN	0.3964	27	1	24	stimDur
257	0.39	NaN	0	28	1	24	stimDur
512	0.32	NaN	0	29	1	24	stimDur
401	0.11	NaN	0	30	1	24	stimDur
312	0.86	NaN	0	31	1	24	stimDur
413	0.1	NaN	0	32	1	24	stimDur
41	0.59	NaN	0	33	1	24	stimDur
171	0.57	NaN	0	34	1	24	stimDur
201	0.86	NaN	0	35	1	24	stimDur
242	0.18	NaN	0	36	1	24	stimDur
155	0.14	NaN	0	37	1	24	stimDur
195	0.46	NaN	0	38	1	24	stimDur
98	0.29	NaN	0	39	1	24	stimDur
147	1.12	NaN	0.2407	40	1	24	stimDur
230	0.16	NaN	0	41	1	24	stimDur
413	0.14	NaN	0	42	1	24	stimDur
521	0.23	NaN	0	43	1	24	stimDur
296	0.46	NaN	0	44	1	24	stimDur
343	1.23	NaN	0	45	1	24	stimDur
440	0.13	NaN	0	46	1	24	stimDur
506	0.12	NaN	0	47	1	24	stimDur
303	0.55	NaN	0	48	1	24	stimDur
355	0.28	NaN	0	49	1	24	stimDur
226	0.18	NaN	0	50	1	24	stimDur
521	0.31	NaN	0	51	1	24	stimDur
203	0.1	NaN	0	52	1	24	stimDur
130	0.45	NaN	0.001	53	1	24	stimDur
357	0.14	NaN	0	54	1	24	stimDur
241	0.17	NaN	0	55	1	24	stimDur
507	0.32	NaN	0	56	1	24	stimDur
315	0.97	NaN	0	57	1	24	stimDur
292	0.13	NaN	0	58	1	24	stimDur
364	1.2	NaN	0	59	1	24	stimDur
141	1.07	NaN	0.6283	60	1	24	stimDur
141	1.35	NaN	0	61	1	24	stimDur
334	0.24	NaN	0	62	1	24	stimDur
306	0.63	NaN	0	63	1	24	stimDur
328	0.25	NaN	0	64	1	24	stimDur
246	0.33	NaN	0	65	1	24	stimDur
86	0.41	NaN	0	66	1	24	stimDur
