condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	2	1.2	1	left	1	24	P300
target	4	0.84	2	left	1	24	P300
distractor	5	1.7	3	left	1	24	P300
target	4	0.72	4	left	1	24	P300
distractor	5	0.93	5	left	1	24	P300
distractor	3	1.37	6	left	1	24	P300
distractor	2	1.83	7	left	1	24	P300
distractor	2	0.77	8	left	1	24	P300
target	4	1.05	9	left	1	24	P300
distractor	1	0.96	10	left	1	24	P300
distractor	5	1.3	11	left	1	24	P300
distractor	3	1.49	12	left	1	24	P300
target	4	0.72	13	left	1	24	P300
distractor	5	1	14	left	1	24	P300
distractor	3	1.08	15	left	1	24	P300
distractor	2	0.72	16	left	1	24	P300
distractor	5	0.71	17	left	1	24	P300
distractor	5	1.08	18	left	1	24	P300
distractor	3	1.28	19	left	1	24	P300
distractor	5	0.7	20	left	1	24	P300
target	4	2.45	21	left	1	24	P300
distractor	5	0.72	22	left	1	24	P300
distractor	5	1.06	23	left	1	24	P300
distractor	3	0.74	24	left	1	24	P300
target	4	0.88	25	left	1	24	P300
distractor	3	0.91	26	left	1	24	P300
distractor	1	0.91	27	left	1	24	P300
distractor	1	0.92	28	left	1	24	P300
target	4	1.85	29	left	1	24	P300
distractor	1	1.93	30	left	1	24	P300
distractor	5	0.78	31	left	1	24	P300
distractor	2	1.26	32	left	1	24	P300
distractor	3	1.19	33	left	1	24	P300
distractor	5	1.63	34	left	1	24	P300
target	4	1.07	35	left	1	24	P300
distractor	1	1.22	36	left	1	24	P300
distractor	3	0.82	37	left	1	24	P300
distractor	2	1.42	38	left	1	24	P300
distractor	1	1.05	39	left	1	24	P300
distractor	3	0.86	40	left	1	24	P300
distractor	5	0.9	41	left	1	24	P300
distractor	2	1.44	42	left	1	24	P300
distractor	1	1.72	43	left	1	24	P300
distractor	2	1.78	44	left	1	24	P300
distractor	2	0.81	45	left	1	24	P300
distractor	1	0.77	46	left	1	24	P300
distractor	2	1.32	47	left	1	24	P300
distractor	2	0.87	48	left	1	24	P300
distractor	1	1.8	49	left	1	24	P300
distractor	2	0.92	50	left	1	24	P300
distractor	1	0.78	51	left	1	24	P300
distractor	1	0.74	52	left	1	24	P300
distractor	3	0.75	53	left	1	24	P300
distractor	3	1.13	54	left	1	24	P300
target	4	0.98	55	left	1	24	P300
distractor	1	1.22	56	left	1	24	P300
distractor	3	0.74	57	left	1	24	P300
distractor	2	0.74	58	left	1	24	P300
distractor	1	1.26	59	left	1	24	P300
distractor	1	0.9	60	left	1	24	P300
target	4	0.84	61	left	1	24	P300
distractor	2	0.71	62	left	1	24	P300
target	4	1.61	63	left	1	24	P300
distractor	2	0.7	64	left	1	24	P300
target	4	0.86	65	left	1	24	P300
distractor	2	0.9	66	left	1	24	P300
target	4	3.2	67	left	1	24	P300
distractor	3	1.43	68	left	1	24	P300
distractor	2	1.14	69	left	1	24	P300
distractor	3	0.77	70	left	1	24	P300
distractor	1	1.27	71	left	1	24	P300
distractor	3	0.84	72	left	1	24	P300
distractor	3	0.9	73	left	1	24	P300
distractor	5	0.7	74	left	1	24	P300
distractor	3	1.53	75	left	1	24	P300
distractor	1	0.86	76	left	1	24	P300
distractor	5	1.05	77	left	1	24	P300
distractor	5	0.74	78	left	1	24	P300
distractor	5	1.38	79	left	1	24	P300
target	4	0.71	80	left	1	24	P300
distractor	5	0.72	81	left	1	24	P300
target	4	1.25	82	left	1	24	P300
distractor	5	0.71	83	left	1	24	P300
distractor	5	0.98	84	left	1	24	P300
target	4	1.23	85	left	1	24	P300
distractor	1	0.98	86	left	1	24	P300
distractor	5	1.4	87	left	1	24	P300
target	4	1.04	88	left	1	24	P300
distractor	3	1.1	89	left	1	24	P300
distractor	1	1.31	90	left	1	24	P300
target	4	0.7	91	left	1	24	P300
distractor	2	1.84	92	left	1	24	P300
distractor	2	1.11	93	left	1	24	P300
target	4	1.4	94	left	1	24	P300
distractor	3	0.7	95	left	1	24	P300
target	4	1.05	96	left	1	24	P300
