condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	1	0.75	1	right	1	15	P300
distractor	1	0.77	2	right	1	15	P300
distractor	4	1.29	3	right	1	15	P300
distractor	1	0.97	4	right	1	15	P300
distractor	5	1.13	5	right	1	15	P300
distractor	5	1.42	6	right	1	15	P300
target	3	0.72	7	right	1	15	P300
distractor	2	0.85	8	right	1	15	P300
distractor	2	1.12	9	right	1	15	P300
target	3	0.99	10	right	1	15	P300
distractor	1	1.37	11	right	1	15	P300
distractor	1	1.49	12	right	1	15	P300
distractor	2	1.32	13	right	1	15	P300
target	3	0.75	14	right	1	15	P300
distractor	2	2.21	15	right	1	15	P300
target	3	1.56	16	right	1	15	P300
distractor	1	0.88	17	right	1	15	P300
target	3	0.74	18	right	1	15	P300
distractor	2	1.08	19	right	1	15	P300
target	3	0.71	20	right	1	15	P300
distractor	4	2.21	21	right	1	15	P300
target	3	1.39	22	right	1	15	P300
distractor	2	0.73	23	right	1	15	P300
target	3	2.2	24	right	1	15	P300
distractor	5	0.78	25	right	1	15	P300
distractor	4	1.63	26	right	1	15	P300
distractor	4	1.29	27	right	1	15	P300
distractor	2	0.77	28	right	1	15	P300
distractor	2	0.95	29	right	1	15	P300
distractor	2	1.01	30	right	1	15	P300
distractor	4	0.8	31	right	1	15	P300
target	3	0.74	32	right	1	15	P300
distractor	1	0.82	33	right	1	15	P300
distractor	2	2.17	34	right	1	15	P300
distractor	2	1.44	35	right	1	15	P300
distractor	1	0.94	36	right	1	15	P300
distractor	5	1.46	37	right	1	15	P300
distractor	5	0.72	38	right	1	15	P300
distractor	4	1.33	39	right	1	15	P300
target	3	2.16	40	right	1	15	P300
distractor	5	0.71	41	right	1	15	P300
distractor	1	1.08	42	right	1	15	P300
distractor	1	1.29	43	right	1	15	P300
distractor	2	0.79	44	right	1	15	P300
distractor	1	0.96	45	right	1	15	P300
distractor	4	0.82	46	right	1	15	P300
distractor	1	1.43	47	right	1	15	P300
target	3	2	48	right	1	15	P300
distractor	5	0.83	49	right	1	15	P300
distractor	2	0.76	50	right	1	15	P300
target	3	0.77	51	right	1	15	P300
distractor	2	0.98	52	right	1	15	P300
target	3	0.92	53	right	1	15	P300
distractor	2	0.76	54	right	1	15	P300
target	3	1.24	55	right	1	15	P300
distractor	5	0.9	56	right	1	15	P300
distractor	5	0.77	57	right	1	15	P300
distractor	4	1.1	58	right	1	15	P300
target	3	0.86	59	right	1	15	P300
distractor	4	1.8	60	right	1	15	P300
distractor	4	1.33	61	right	1	15	P300
distractor	4	1.03	62	right	1	15	P300
distractor	1	0.83	63	right	1	15	P300
distractor	5	1.27	64	right	1	15	P300
target	3	0.7	65	right	1	15	P300
distractor	4	1.68	66	right	1	15	P300
distractor	5	0.8	67	right	1	15	P300
distractor	2	1.49	68	right	1	15	P300
distractor	5	0.99	69	right	1	15	P300
distractor	5	1.63	70	right	1	15	P300
target	3	0.99	71	right	1	15	P300
distractor	4	0.99	72	right	1	15	P300
distractor	4	0.8	73	right	1	15	P300
distractor	5	0.83	74	right	1	15	P300
distractor	5	1.12	75	right	1	15	P300
distractor	2	0.96	76	right	1	15	P300
distractor	2	1.74	77	right	1	15	P300
target	3	1.05	78	right	1	15	P300
distractor	2	1.22	79	right	1	15	P300
distractor	4	0.79	80	right	1	15	P300
target	3	0.83	81	right	1	15	P300
distractor	5	0.93	82	right	1	15	P300
distractor	5	0.71	83	right	1	15	P300
distractor	1	1.23	84	right	1	15	P300
distractor	4	0.93	85	right	1	15	P300
distractor	1	0.7	86	right	1	15	P300
target	3	1.19	87	right	1	15	P300
distractor	5	0.89	88	right	1	15	P300
distractor	5	0.81	89	right	1	15	P300
distractor	4	1	90	right	1	15	P300
distractor	5	0.76	91	right	1	15	P300
distractor	4	1.92	92	right	1	15	P300
distractor	1	0.7	93	right	1	15	P300
distractor	4	1.26	94	right	1	15	P300
distractor	2	1.54	95	right	1	15	P300
target	3	1.59	96	right	1	15	P300
distractor	5	1.02	97	right	1	15	P300
target	3	0.92	98	right	1	15	P300
distractor	1	1.28	99	right	1	15	P300
distractor	1	1.39	100	right	1	15	P300
distractor	2	0.83	101	right	1	15	P300
distractor	2	0.83	102	right	1	15	P300
distractor	4	0.82	103	right	1	15	P300
distractor	5	1.55	104	right	1	15	P300
