stimulus	stimDur	ITI	flickerDot	trial	block	subject	task
402	0.55	NaN	0	1	1	15	stimDur
74	0.36	NaN	0	2	1	15	stimDur
503	0.19	NaN	0	3	1	15	stimDur
334	0.35	NaN	0	4	1	15	stimDur
206	0.8	NaN	0	5	1	15	stimDur
216	0.76	NaN	0.3548	6	1	15	stimDur
244	0.19	NaN	0	7	1	15	stimDur
68	0.77	NaN	0	8	1	15	stimDur
376	0.26	NaN	0	9	1	15	stimDur
231	0.12	NaN	0	10	1	15	stimDur
184	0.89	NaN	0	11	1	15	stimDur
536	1.26	NaN	0	12	1	15	stimDur
202	0.12	NaN	0	13	1	15	stimDur
248	1.47	NaN	0	14	1	15	stimDur
15	0.27	NaN	0	15	1	15	stimDur
17	1.14	NaN	0.3225	16	1	15	stimDur
61	0.58	NaN	0	17	1	15	stimDur
126	0.79	NaN	0	18	1	15	stimDur
207	0.15	NaN	0	19	1	15	stimDur
27	0.62	NaN	0	20	1	15	stimDur
478	0.38	NaN	0	21	1	15	stimDur
26	0.23	NaN	0	22	1	15	stimDur
252	0.15	NaN	0	23	1	15	stimDur
202	1.18	NaN	0	24	1	15	stimDur
330	0.58	NaN	0.4648	25	1	15	stimDur
232	0.75	NaN	0	26	1	15	stimDur
523	0.62	NaN	0	27	1	15	stimDur
367	0.17	NaN	0	28	1	15	stimDur
149	1.38	NaN	0	29	1	15	stimDur
533	0.29	NaN	0	30	1	15	stimDur
113	0.25	NaN	0	31	1	15	stimDur
371	0.23	NaN	0	32	1	15	stimDur
273	0.99	NaN	0	33	1	15	stimDur
444	0.27	NaN	0.1249	34	1	15	stimDur
321	0.36	NaN	0	35	1	15	stimDur
18	0.1	NaN	0	36	1	15	stimDur
166	0.13	NaN	0	37	1	15	stimDur
222	0.11	NaN	0	38	1	15	stimDur
255	0.26	NaN	0	39	1	15	stimDur
495	0.82	NaN	0	40	1	15	stimDur
124	0.13	NaN	0	41	1	15	stimDur
223	0.92	NaN	0	42	1	15	stimDur
84	0.16	NaN	0	43	1	15	stimDur
35	0.19	NaN	0	44	1	15	stimDur
345	0.9	NaN	0	45	1	15	stimDur
493	0.1	NaN	0	46	1	15	stimDur
121	0.1	NaN	0	47	1	15	stimDur
76	1.04	NaN	0	48	1	15	stimDur
126	0.24	NaN	0.1134	49	1	15	stimDur
484	0.86	NaN	0	50	1	15	stimDur
337	0.1	NaN	0	51	1	15	stimDur
416	0.54	NaN	0	52	1	15	stimDur
347	0.79	NaN	0	53	1	15	stimDur
284	0.1	NaN	0	54	1	15	stimDur
474	0.28	NaN	0	55	1	15	stimDur
466	0.2	NaN	0	56	1	15	stimDur
260	0.73	NaN	0	57	1	15	stimDur
67	1.25	NaN	0.5083	58	1	15	stimDur
494	1.26	NaN	0	59	1	15	stimDur
11	0.1	NaN	0	60	1	15	stimDur
294	0.11	NaN	0	61	1	15	stimDur
48	0.1	NaN	0	62	1	15	stimDur
78	0.89	NaN	0	63	1	15	stimDur
298	0.55	NaN	0	64	1	15	stimDur
245	0.12	NaN	0	65	1	15	stimDur
505	0.59	NaN	0.4189	66	1	15	stimDur
170	0.39	NaN	0	67	1	15	stimDur
31	0.23	NaN	0	68	1	15	stimDur
232	0.69	NaN	0	69	1	15	stimDur
116	1.03	NaN	0	70	1	15	stimDur
224	0.1	NaN	0	71	1	15	stimDur
62	0.12	NaN	0	72	1	15	stimDur
299	0.15	NaN	0	73	1	15	stimDur
312	0.73	NaN	0	74	1	15	stimDur
85	0.22	NaN	0	75	1	15	stimDur
279	0.44	NaN	0	76	1	15	stimDur
326	1.22	NaN	0	77	1	15	stimDur
435	0.18	NaN	0	78	1	15	stimDur
501	0.29	NaN	0.04	79	1	15	stimDur
521	0.31	NaN	0	80	1	15	stimDur
98	0.75	NaN	0	81	1	15	stimDur
493	0.86	NaN	0	82	1	15	stimDur
283	0.67	NaN	0	83	1	15	stimDur
310	0.47	NaN	0	84	1	15	stimDur
121	1.45	NaN	0	85	1	15	stimDur
80	0.58	NaN	0	86	1	15	stimDur
411	0.15	NaN	0.0186	87	1	15	stimDur
393	0.13	NaN	0	88	1	15	stimDur
458	0.46	NaN	0	89	1	15	stimDur
361	0.15	NaN	0	90	1	15	stimDur
78	0.14	NaN	0	91	1	15	stimDur
152	0.21	NaN	0	92	1	15	stimDur
168	0.22	NaN	0	93	1	15	stimDur
52	1.04	NaN	0	94	1	15	stimDur
203	0.12	NaN	0	95	1	15	stimDur
508	1.44	NaN	0	96	1	15	stimDur
234	0.62	NaN	0.1662	97	1	15	stimDur
195	0.18	NaN	0	98	1	15	stimDur
427	0.27	NaN	0	99	1	15	stimDur
293	0.11	NaN	0	100	1	15	stimDur
282	0.25	NaN	0	101	1	15	stimDur
361	1.08	NaN	0	102	1	15	stimDur
388	0.93	NaN	0	103	1	15	stimDur
332	0.15	NaN	0	104	1	15	stimDur
349	0.29	NaN	0	105	1	15	stimDur
412	0.49	NaN	0	106	1	15	stimDur
273	0.5	NaN	0.3022	107	1	15	stimDur
116	0.61	NaN	0	108	1	15	stimDur
184	0.99	NaN	0	109	1	15	stimDur
116	0.79	NaN	0	110	1	15	stimDur
471	0.5	NaN	0	111	1	15	stimDur
418	0.16	NaN	0	112	1	15	stimDur
239	0.12	NaN	0	113	1	15	stimDur
370	1.15	NaN	0	114	1	15	stimDur
328	0.42	NaN	0	115	1	15	stimDur
23	1.05	NaN	0.247	116	1	15	stimDur
370	0.33	NaN	0	117	1	15	stimDur
52	0.19	NaN	0	118	1	15	stimDur
40	0.26	NaN	0	119	1	15	stimDur
338	0.25	NaN	0	120	1	15	stimDur
91	0.85	1.13	0.6416	1	2	15	stimDur
319	0.85	0.98	0	2	2	15	stimDur
243	0.41	1.09	0	3	2	15	stimDur
163	1.18	1.03	0	4	2	15	stimDur
178	0.29	1.07	0	5	2	15	stimDur
512	0.58	0.93	0	6	2	15	stimDur
385	0.5	1.71	0	7	2	15	stimDur
177	1.2	1.99	0.8719	8	2	15	stimDur
316	0.44	0.82	0	9	2	15	stimDur
367	0.28	1.64	0	10	2	15	stimDur
253	0.75	1.62	0	11	2	15	stimDur
35	1.08	1.98	0	12	2	15	stimDur
12	0.67	1.9	0	13	2	15	stimDur
138	0.62	2.23	0	14	2	15	stimDur
353	0.12	1.28	0	15	2	15	stimDur
454	0.37	1.15	0	16	2	15	stimDur
216	0.18	1.13	0	17	2	15	stimDur
424	0.11	0.83	0	18	2	15	stimDur
520	0.31	0.81	0	19	2	15	stimDur
125	0.21	3.45	0	20	2	15	stimDur
414	1.14	0.88	0	21	2	15	stimDur
271	0.31	1.17	0	22	2	15	stimDur
482	0.37	0.97	0	23	2	15	stimDur
305	0.32	1.12	0.1971	24	2	15	stimDur
84	1.15	1.2	0	25	2	15	stimDur
258	0.14	0.87	0	26	2	15	stimDur
280	0.39	1.56	0	27	2	15	stimDur
26	0.15	1.78	0	28	2	15	stimDur
371	0.64	1.95	0	29	2	15	stimDur
526	0.16	2.44	0	30	2	15	stimDur
82	0.55	0.82	0	31	2	15	stimDur
175	0.12	0.86	0	32	2	15	stimDur
457	0.8	1.63	0.6021	33	2	15	stimDur
522	0.65	1.43	0	34	2	15	stimDur
173	0.23	1.5	0	35	2	15	stimDur
66	1.36	0.89	0	36	2	15	stimDur
128	0.29	1.02	0	37	2	15	stimDur
244	0.34	1.47	0	38	2	15	stimDur
46	1.23	1.1	0	39	2	15	stimDur
180	0.14	2.24	0	40	2	15	stimDur
229	0.24	0.85	0	41	2	15	stimDur
437	0.16	1.28	0	42	2	15	stimDur
495	0.27	1.11	0	43	2	15	stimDur
440	0.29	0.93	0	44	2	15	stimDur
38	0.3	0.98	0	45	2	15	stimDur
506	0.28	1.1	0	46	2	15	stimDur
269	0.11	0.89	0	47	2	15	stimDur
101	0.86	1.35	0.414	48	2	15	stimDur
307	0.96	0.99	0	49	2	15	stimDur
457	0.22	2.15	0	50	2	15	stimDur
314	0.62	1.44	0	51	2	15	stimDur
338	0.11	1.06	0	52	2	15	stimDur
336	0.3	0.83	0	53	2	15	stimDur
260	0.92	1.07	0	54	2	15	stimDur
135	0.24	0.82	0	55	2	15	stimDur
257	0.96	1.49	0	56	2	15	stimDur
262	0.5	1.12	0	57	2	15	stimDur
505	0.59	1.01	0.1263	58	2	15	stimDur
145	1.15	0.82	0	59	2	15	stimDur
404	0.84	0.92	0	60	2	15	stimDur
236	1.25	1.24	0	61	2	15	stimDur
104	0.11	0.98	0	62	2	15	stimDur
17	1.47	0.81	1.0549	63	2	15	stimDur
490	0.24	2.19	0	64	2	15	stimDur
473	0.15	0.88	0	65	2	15	stimDur
177	0.35	2.26	0	66	2	15	stimDur
401	0.29	1.12	0	67	2	15	stimDur
285	1.38	1.06	0	68	2	15	stimDur
395	0.1	1.46	0	69	2	15	stimDur
314	0.15	0.94	0	70	2	15	stimDur
184	0.2	2.03	0	71	2	15	stimDur
239	0.35	1.43	0	72	2	15	stimDur
121	0.29	1.64	0	73	2	15	stimDur
210	0.45	2.52	0	74	2	15	stimDur
315	0.17	1.23	0	75	2	15	stimDur
69	0.48	0.85	0.3197	76	2	15	stimDur
394	0.19	0.94	0	77	2	15	stimDur
456	0.22	0.83	0	78	2	15	stimDur
299	0.48	1.88	0	79	2	15	stimDur
109	0.66	1.95	0	80	2	15	stimDur
44	0.59	2.61	0	81	2	15	stimDur
405	0.1	0.84	0	82	2	15	stimDur
418	0.23	0.82	0	83	2	15	stimDur
142	0.17	1.58	0	84	2	15	stimDur
43	0.3	1.87	0	85	2	15	stimDur
14	0.55	1.11	0	86	2	15	stimDur
27	0.53	2.04	0	87	2	15	stimDur
432	0.43	2.03	0	88	2	15	stimDur
200	0.46	0.8	0.0136	89	2	15	stimDur
78	0.96	0.89	0	90	2	15	stimDur
442	0.43	0.98	0	91	2	15	stimDur
527	0.1	1.23	0	92	2	15	stimDur
266	0.13	0.84	0	93	2	15	stimDur
469	0.84	1.08	0	94	2	15	stimDur
407	0.34	1.39	0	95	2	15	stimDur
46	0.5	1.04	0	96	2	15	stimDur
216	0.25	0.83	0	97	2	15	stimDur
218	0.42	1.08	0	98	2	15	stimDur
33	0.53	0.8	0.0508	99	2	15	stimDur
501	0.21	1.14	0	100	2	15	stimDur
52	0.18	1.65	0	101	2	15	stimDur
