condition	stimulus	ITI	trial	targetResponse	block	subject	task
target	2	0.73	1	right	1	13	P300
distractor	4	1.12	2	right	1	13	P300
distractor	5	1.25	3	right	1	13	P300
distractor	5	0.71	4	right	1	13	P300
distractor	1	0.91	5	right	1	13	P300
distractor	1	0.77	6	right	1	13	P300
distractor	5	0.84	7	right	1	13	P300
distractor	5	0.81	8	right	1	13	P300
target	2	0.85	9	right	1	13	P300
distractor	3	1.21	10	right	1	13	P300
target	2	0.76	11	right	1	13	P300
distractor	4	1.07	12	right	1	13	P300
target	2	0.72	13	right	1	13	P300
distractor	4	0.78	14	right	1	13	P300
distractor	4	1	15	right	1	13	P300
target	2	0.84	16	right	1	13	P300
distractor	3	0.9	17	right	1	13	P300
distractor	3	1	18	right	1	13	P300
distractor	3	0.75	19	right	1	13	P300
target	2	0.76	20	right	1	13	P300
distractor	3	1.5	21	right	1	13	P300
distractor	5	0.91	22	right	1	13	P300
distractor	5	0.78	23	right	1	13	P300
distractor	3	1.4	24	right	1	13	P300
distractor	1	1.74	25	right	1	13	P300
distractor	3	1.46	26	right	1	13	P300
distractor	4	1.24	27	right	1	13	P300
distractor	1	0.74	28	right	1	13	P300
target	2	1.76	29	right	1	13	P300
distractor	1	1.07	30	right	1	13	P300
distractor	1	1.7	31	right	1	13	P300
distractor	5	1.06	32	right	1	13	P300
distractor	4	0.7	33	right	1	13	P300
target	2	2.93	34	right	1	13	P300
distractor	1	0.76	35	right	1	13	P300
distractor	4	1.21	36	right	1	13	P300
distractor	5	0.87	37	right	1	13	P300
distractor	5	0.78	38	right	1	13	P300
distractor	4	0.76	39	right	1	13	P300
distractor	3	1.18	40	right	1	13	P300
distractor	4	0.85	41	right	1	13	P300
distractor	4	1.11	42	right	1	13	P300
distractor	5	1.89	43	right	1	13	P300
distractor	3	0.79	44	right	1	13	P300
distractor	1	0.75	45	right	1	13	P300
target	2	0.91	46	right	1	13	P300
distractor	3	1.21	47	right	1	13	P300
distractor	1	1.95	48	right	1	13	P300
distractor	3	0.77	49	right	1	13	P300
distractor	5	0.96	50	right	1	13	P300
distractor	3	0.84	51	right	1	13	P300
distractor	5	0.79	52	right	1	13	P300
distractor	3	0.86	53	right	1	13	P300
target	2	1.38	54	right	1	13	P300
distractor	4	0.74	55	right	1	13	P300
distractor	4	1.58	56	right	1	13	P300
distractor	4	1.47	57	right	1	13	P300
target	2	1.19	58	right	1	13	P300
distractor	4	0.85	59	right	1	13	P300
target	2	0.77	60	right	1	13	P300
distractor	5	0.73	61	right	1	13	P300
target	2	1.79	62	right	1	13	P300
distractor	5	0.97	63	right	1	13	P300
