stimulus	stimDur	ITI	flickerDot	trial	block	subject	task
31	0.42	NaN	0	1	1	37	stimDur
258	0.1	NaN	0	2	1	37	stimDur
452	0.18	NaN	0.001	3	1	37	stimDur
482	0.55	NaN	0	4	1	37	stimDur
83	0.1	NaN	0	5	1	37	stimDur
114	0.24	NaN	0	6	1	37	stimDur
381	0.34	NaN	0	7	1	37	stimDur
24	0.27	NaN	0	8	1	37	stimDur
521	0.24	NaN	0	9	1	37	stimDur
266	0.19	NaN	0	10	1	37	stimDur
485	1.19	NaN	0	11	1	37	stimDur
341	0.16	NaN	0	12	1	37	stimDur
524	0.17	NaN	0	13	1	37	stimDur
206	0.21	NaN	0	14	1	37	stimDur
299	0.14	NaN	0	15	1	37	stimDur
319	1.26	NaN	0.8091	16	1	37	stimDur
225	1.19	NaN	0	17	1	37	stimDur
148	0.35	NaN	0	18	1	37	stimDur
373	0.94	NaN	0	19	1	37	stimDur
324	0.14	NaN	0	20	1	37	stimDur
496	0.29	NaN	0	21	1	37	stimDur
202	0.42	NaN	0	22	1	37	stimDur
324	0.22	NaN	0	23	1	37	stimDur
260	0.36	NaN	0.2138	24	1	37	stimDur
186	0.38	NaN	0	25	1	37	stimDur
185	0.15	NaN	0	26	1	37	stimDur
256	0.15	NaN	0	27	1	37	stimDur
517	0.15	NaN	0	28	1	37	stimDur
312	0.34	NaN	0	29	1	37	stimDur
360	0.51	NaN	0	30	1	37	stimDur
244	0.75	NaN	0	31	1	37	stimDur
451	0.53	NaN	0	32	1	37	stimDur
255	0.94	NaN	0	33	1	37	stimDur
414	0.14	NaN	0	34	1	37	stimDur
374	1.29	NaN	0	35	1	37	stimDur
181	0.49	NaN	0	36	1	37	stimDur
101	0.4	NaN	0	37	1	37	stimDur
522	0.47	NaN	0	38	1	37	stimDur
12	0.33	NaN	0.1258	39	1	37	stimDur
32	0.38	NaN	0	40	1	37	stimDur
485	0.13	NaN	0	41	1	37	stimDur
