condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	1	1.02	1	left	1	37	P300
distractor	1	1.29	2	left	1	37	P300
distractor	3	2.07	3	left	1	37	P300
distractor	5	0.77	4	left	1	37	P300
distractor	5	0.99	5	left	1	37	P300
distractor	5	1.44	6	left	1	37	P300
distractor	4	0.78	7	left	1	37	P300
distractor	5	0.99	8	left	1	37	P300
distractor	1	1.16	9	left	1	37	P300
distractor	1	0.74	10	left	1	37	P300
distractor	3	0.93	11	left	1	37	P300
distractor	3	1.17	12	left	1	37	P300
distractor	5	2.41	13	left	1	37	P300
distractor	4	0.77	14	left	1	37	P300
target	2	0.87	15	left	1	37	P300
distractor	3	1.25	16	left	1	37	P300
distractor	3	1.12	17	left	1	37	P300
target	2	1.34	18	left	1	37	P300
distractor	4	1.26	19	left	1	37	P300
target	2	0.99	20	left	1	37	P300
distractor	1	0.82	21	left	1	37	P300
target	2	0.86	22	left	1	37	P300
distractor	4	1.11	23	left	1	37	P300
target	2	1.3	24	left	1	37	P300
distractor	3	1.01	25	left	1	37	P300
target	2	2.44	26	left	1	37	P300
distractor	5	1.25	27	left	1	37	P300
distractor	4	1.29	28	left	1	37	P300
distractor	3	0.72	29	left	1	37	P300
distractor	3	1.15	30	left	1	37	P300
distractor	1	1.1	31	left	1	37	P300
distractor	5	0.92	32	left	1	37	P300
distractor	3	0.87	33	left	1	37	P300
distractor	3	1.13	34	left	1	37	P300
distractor	4	0.89	35	left	1	37	P300
target	2	0.9	36	left	1	37	P300
distractor	5	0.93	37	left	1	37	P300
distractor	3	0.76	38	left	1	37	P300
distractor	5	0.78	39	left	1	37	P300
distractor	4	0.78	40	left	1	37	P300
distractor	3	0.82	41	left	1	37	P300
distractor	1	1.06	42	left	1	37	P300
distractor	5	0.92	43	left	1	37	P300
distractor	5	0.89	44	left	1	37	P300
distractor	4	0.91	45	left	1	37	P300
distractor	1	0.84	46	left	1	37	P300
target	2	0.92	47	left	1	37	P300
distractor	5	0.7	48	left	1	37	P300
target	2	1.22	49	left	1	37	P300
distractor	1	0.9	50	left	1	37	P300
distractor	1	2.24	51	left	1	37	P300
distractor	3	0.96	52	left	1	37	P300
target	2	0.71	53	left	1	37	P300
distractor	4	1.99	54	left	1	37	P300
distractor	5	1.44	55	left	1	37	P300
target	2	0.76	56	left	1	37	P300
distractor	5	0.74	57	left	1	37	P300
distractor	3	0.95	58	left	1	37	P300
distractor	5	1.17	59	left	1	37	P300
target	2	0.71	60	left	1	37	P300
distractor	3	1.85	61	left	1	37	P300
target	2	0.74	62	left	1	37	P300
distractor	4	0.84	63	left	1	37	P300
distractor	4	0.71	64	left	1	37	P300
distractor	3	0.91	65	left	1	37	P300
distractor	1	0.85	66	left	1	37	P300
distractor	1	1.23	67	left	1	37	P300
distractor	5	0.96	68	left	1	37	P300
distractor	3	1.38	69	left	1	37	P300
distractor	4	1.16	70	left	1	37	P300
distractor	5	0.82	71	left	1	37	P300
target	2	1.5	72	left	1	37	P300
distractor	3	0.76	73	left	1	37	P300
target	2	0.97	74	left	1	37	P300
distractor	5	2.01	75	left	1	37	P300
target	2	0.94	76	left	1	37	P300
distractor	4	1.05	77	left	1	37	P300
distractor	1	1.9	78	left	1	37	P300
distractor	5	1.01	79	left	1	37	P300
distractor	1	0.9	80	left	1	37	P300
distractor	4	0.9	81	left	1	37	P300
distractor	4	0.94	82	left	1	37	P300
distractor	3	1.27	83	left	1	37	P300
distractor	3	1.12	84	left	1	37	P300
