stimulus	stimDur	ITI	flickerDot	trial	block	subject	task
18	1.02	NaN	0.8623	1	1	26	stimDur
267	0.23	NaN	0	2	1	26	stimDur
303	1.04	NaN	0	3	1	26	stimDur
80	0.14	NaN	0	4	1	26	stimDur
484	0.31	NaN	0	5	1	26	stimDur
326	0.21	NaN	0	6	1	26	stimDur
411	0.27	NaN	0	7	1	26	stimDur
309	1.02	NaN	0	8	1	26	stimDur
379	0.91	NaN	0	9	1	26	stimDur
241	0.34	NaN	0	10	1	26	stimDur
370	0.14	NaN	0	11	1	26	stimDur
266	0.31	NaN	0	12	1	26	stimDur
294	0.11	NaN	0	13	1	26	stimDur
287	0.49	NaN	0.3843	14	1	26	stimDur
153	0.38	NaN	0	15	1	26	stimDur
495	0.93	NaN	0	16	1	26	stimDur
529	1.02	NaN	0	17	1	26	stimDur
202	0.31	NaN	0	18	1	26	stimDur
524	0.17	NaN	0	19	1	26	stimDur
336	0.92	NaN	0	20	1	26	stimDur
188	0.11	NaN	0	21	1	26	stimDur
166	0.25	NaN	0	22	1	26	stimDur
347	0.1	NaN	0	23	1	26	stimDur
465	1.29	NaN	0.6798	24	1	26	stimDur
496	0.18	NaN	0	25	1	26	stimDur
286	0.1	NaN	0	26	1	26	stimDur
472	0.12	NaN	0	27	1	26	stimDur
166	0.31	NaN	0	28	1	26	stimDur
85	0.17	NaN	0	29	1	26	stimDur
422	0.62	NaN	0	30	1	26	stimDur
368	0.37	NaN	0	31	1	26	stimDur
348	0.13	NaN	0	32	1	26	stimDur
530	0.15	NaN	0	33	1	26	stimDur
449	0.29	NaN	0	34	1	26	stimDur
354	0.1	NaN	0	35	1	26	stimDur
517	0.38	NaN	0	36	1	26	stimDur
343	1.49	NaN	0	37	1	26	stimDur
511	0.85	NaN	0.571	38	1	26	stimDur
46	0.52	NaN	0	39	1	26	stimDur
478	0.2	NaN	0	40	1	26	stimDur
166	0.85	NaN	0	41	1	26	stimDur
164	0.12	NaN	0	42	1	26	stimDur
149	0.62	NaN	0	43	1	26	stimDur
53	0.16	NaN	0	44	1	26	stimDur
320	0.94	NaN	0	45	1	26	stimDur
67	0.78	NaN	0	46	1	26	stimDur
403	0.58	NaN	0	47	1	26	stimDur
37	0.71	NaN	0.3251	48	1	26	stimDur
398	0.56	NaN	0	49	1	26	stimDur
70	0.34	NaN	0	50	1	26	stimDur
534	1.15	NaN	0	51	1	26	stimDur
249	1	NaN	0	52	1	26	stimDur
491	1.42	NaN	0.9732	53	1	26	stimDur
415	1.16	NaN	0	54	1	26	stimDur
406	0.24	NaN	0	55	1	26	stimDur
108	0.24	NaN	0	56	1	26	stimDur
81	1.02	NaN	0	57	1	26	stimDur
416	0.16	NaN	0	58	1	26	stimDur
165	0.42	NaN	0	59	1	26	stimDur
157	0.94	NaN	0	60	1	26	stimDur
278	0.22	NaN	0	61	1	26	stimDur
520	0.37	NaN	0	62	1	26	stimDur
