condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	1	0.87	1	left	1	36	P300
target	5	1.35	2	left	1	36	P300
distractor	4	0.91	3	left	1	36	P300
distractor	1	1.96	4	left	1	36	P300
distractor	2	0.98	5	left	1	36	P300
distractor	2	1.03	6	left	1	36	P300
target	5	0.78	7	left	1	36	P300
distractor	1	0.91	8	left	1	36	P300
distractor	1	2.21	9	left	1	36	P300
distractor	2	0.7	10	left	1	36	P300
target	5	1.52	11	left	1	36	P300
distractor	1	0.97	12	left	1	36	P300
target	5	1.38	13	left	1	36	P300
distractor	2	0.88	14	left	1	36	P300
target	5	1.01	15	left	1	36	P300
distractor	4	0.97	16	left	1	36	P300
target	5	1.18	17	left	1	36	P300
distractor	1	0.96	18	left	1	36	P300
target	5	0.81	19	left	1	36	P300
distractor	3	0.76	20	left	1	36	P300
target	5	1.14	21	left	1	36	P300
distractor	2	1.75	22	left	1	36	P300
target	5	0.81	23	left	1	36	P300
distractor	4	1.49	24	left	1	36	P300
target	5	0.84	25	left	1	36	P300
distractor	2	0.98	26	left	1	36	P300
distractor	2	1.07	27	left	1	36	P300
distractor	1	1.08	28	left	1	36	P300
distractor	3	1.31	29	left	1	36	P300
distractor	4	1.73	30	left	1	36	P300
distractor	2	1.15	31	left	1	36	P300
distractor	3	1.06	32	left	1	36	P300
distractor	3	0.91	33	left	1	36	P300
distractor	3	0.86	34	left	1	36	P300
distractor	3	1.79	35	left	1	36	P300
distractor	2	0.74	36	left	1	36	P300
distractor	4	0.97	37	left	1	36	P300
distractor	1	1.42	38	left	1	36	P300
distractor	3	1.21	39	left	1	36	P300
distractor	3	2.09	40	left	1	36	P300
distractor	4	0.89	41	left	1	36	P300
target	5	0.8	42	left	1	36	P300
distractor	1	0.76	43	left	1	36	P300
distractor	2	2.23	44	left	1	36	P300
distractor	1	3.01	45	left	1	36	P300
distractor	4	1.28	46	left	1	36	P300
distractor	1	0.95	47	left	1	36	P300
distractor	2	1.14	48	left	1	36	P300
target	5	1.11	49	left	1	36	P300
distractor	3	0.71	50	left	1	36	P300
distractor	1	1.43	51	left	1	36	P300
distractor	3	1.31	52	left	1	36	P300
distractor	4	1.09	53	left	1	36	P300
distractor	3	0.76	54	left	1	36	P300
distractor	4	0.91	55	left	1	36	P300
distractor	4	1.09	56	left	1	36	P300
target	5	0.84	57	left	1	36	P300
distractor	1	1.37	58	left	1	36	P300
distractor	1	0.87	59	left	1	36	P300
distractor	4	0.91	60	left	1	36	P300
distractor	1	1.06	61	left	1	36	P300
distractor	2	1.01	62	left	1	36	P300
distractor	1	0.7	63	left	1	36	P300
distractor	3	0.83	64	left	1	36	P300
target	5	1.09	65	left	1	36	P300
distractor	2	0.82	66	left	1	36	P300
target	5	0.73	67	left	1	36	P300
distractor	4	1.05	68	left	1	36	P300
distractor	2	0.88	69	left	1	36	P300
distractor	1	1.62	70	left	1	36	P300
distractor	4	0.75	71	left	1	36	P300
distractor	2	0.72	72	left	1	36	P300
distractor	4	1.61	73	left	1	36	P300
distractor	2	1.34	74	left	1	36	P300
target	5	1.08	75	left	1	36	P300
distractor	2	0.97	76	left	1	36	P300
distractor	3	1.58	77	left	1	36	P300
distractor	2	1.27	78	left	1	36	P300
distractor	1	0.73	79	left	1	36	P300
distractor	4	0.85	80	left	1	36	P300
distractor	3	0.75	81	left	1	36	P300
distractor	3	0.8	82	left	1	36	P300
target	5	2.1	83	left	1	36	P300
distractor	3	0.79	84	left	1	36	P300
distractor	4	1.08	85	left	1	36	P300
distractor	4	1.08	86	left	1	36	P300
distractor	4	0.76	87	left	1	36	P300
distractor	3	0.91	88	left	1	36	P300
distractor	2	0.78	89	left	1	36	P300
distractor	4	1.05	90	left	1	36	P300
distractor	4	1.34	91	left	1	36	P300
distractor	2	0.87	92	left	1	36	P300
distractor	1	0.98	93	left	1	36	P300
distractor	4	1.14	94	left	1	36	P300
distractor	2	0.71	95	left	1	36	P300
distractor	4	0.77	96	left	1	36	P300
distractor	3	0.85	97	left	1	36	P300
target	5	2.25	98	left	1	36	P300
distractor	2	1.79	99	left	1	36	P300
target	5	0.85	100	left	1	36	P300
distractor	2	1.99	101	left	1	36	P300
target	5	0.77	102	left	1	36	P300
distractor	3	1.91	103	left	1	36	P300
distractor	3	1.17	104	left	1	36	P300
distractor	1	0.86	105	left	1	36	P300
distractor	1	1.27	106	left	1	36	P300
distractor	1	1.78	107	left	1	36	P300
distractor	3	0.87	108	left	1	36	P300
distractor	3	0.95	109	left	1	36	P300
target	5	1.41	110	left	1	36	P300
distractor	3	0.87	111	left	1	36	P300
distractor	4	0.84	112	left	1	36	P300
target	5	0.87	113	left	1	36	P300
distractor	4	1.57	114	left	1	36	P300
distractor	1	2.05	115	left	1	36	P300
distractor	3	1.68	116	left	1	36	P300
target	5	1.67	117	left	1	36	P300
distractor	1	1.35	118	left	1	36	P300
target	5	1.33	119	left	1	36	P300
distractor	2	0.95	120	left	1	36	P300
distractor	2	0.73	1	left	2	36	P300
distractor	2	1.14	2	left	2	36	P300
distractor	1	0.89	3	left	2	36	P300
target	4	1.14	4	left	2	36	P300
distractor	1	0.94	5	left	2	36	P300
distractor	3	0.79	6	left	2	36	P300
distractor	5	0.75	7	left	2	36	P300
target	4	1	8	left	2	36	P300
distractor	1	1.43	9	left	2	36	P300
target	4	1.22	10	left	2	36	P300
distractor	2	1.36	11	left	2	36	P300
distractor	3	1.39	12	left	2	36	P300
target	4	0.76	13	left	2	36	P300
distractor	1	0.73	14	left	2	36	P300
distractor	2	1	15	left	2	36	P300
distractor	2	0.82	16	left	2	36	P300
distractor	5	2.81	17	left	2	36	P300
distractor	5	1.36	18	left	2	36	P300
distractor	1	1.12	19	left	2	36	P300
distractor	5	0.77	20	left	2	36	P300
distractor	2	1.35	21	left	2	36	P300
distractor	1	1.01	22	left	2	36	P300
distractor	3	0.82	23	left	2	36	P300
target	4	1.05	24	left	2	36	P300
distractor	1	1.32	25	left	2	36	P300
distractor	3	1.48	26	left	2	36	P300
distractor	3	0.75	27	left	2	36	P300
distractor	5	1.43	28	left	2	36	P300
distractor	1	0.83	29	left	2	36	P300
distractor	1	0.8	30	left	2	36	P300
distractor	2	1.53	31	left	2	36	P300
distractor	3	0.83	32	left	2	36	P300
distractor	1	0.71	33	left	2	36	P300
distractor	3	0.9	34	left	2	36	P300
distractor	3	1.2	35	left	2	36	P300
target	4	0.91	36	left	2	36	P300
distractor	3	1.25	37	left	2	36	P300
distractor	3	1.41	38	left	2	36	P300
distractor	5	1.14	39	left	2	36	P300
distractor	3	1.02	40	left	2	36	P300
distractor	1	1.08	41	left	2	36	P300
distractor	3	1.19	42	left	2	36	P300
distractor	1	1.28	43	left	2	36	P300
distractor	5	0.85	44	left	2	36	P300
distractor	3	0.81	45	left	2	36	P300
target	4	0.78	46	left	2	36	P300
distractor	3	0.73	47	left	2	36	P300
distractor	1	0.88	48	left	2	36	P300
distractor	2	1.02	49	left	2	36	P300
distractor	2	0.92	50	left	2	36	P300
distractor	2	0.9	51	left	2	36	P300
distractor	5	2.32	52	left	2	36	P300
distractor	3	1.01	53	left	2	36	P300
target	4	1.3	54	left	2	36	P300
distractor	5	2	55	left	2	36	P300
distractor	2	1.3	56	left	2	36	P300
distractor	3	1.06	57	left	2	36	P300
target	4	0.98	58	left	2	36	P300
distractor	1	0.89	59	left	2	36	P300
distractor	2	0.97	60	left	2	36	P300
target	4	1.19	61	left	2	36	P300
distractor	3	0.71	62	left	2	36	P300
target	4	0.83	63	left	2	36	P300
distractor	2	1.52	64	left	2	36	P300
distractor	2	1.22	65	left	2	36	P300
distractor	2	0.73	66	left	2	36	P300
distractor	3	1.12	67	left	2	36	P300
target	4	0.7	68	left	2	36	P300
distractor	3	1.08	69	left	2	36	P300
target	4	0.7	70	left	2	36	P300
distractor	3	0.94	71	left	2	36	P300
distractor	5	0.79	72	left	2	36	P300
target	4	1.18	73	left	2	36	P300
distractor	5	1.09	74	left	2	36	P300
distractor	2	0.95	75	left	2	36	P300
distractor	3	0.72	76	left	2	36	P300
distractor	1	1.05	77	left	2	36	P300
target	4	0.83	78	left	2	36	P300
distractor	1	0.81	79	left	2	36	P300
distractor	5	0.83	80	left	2	36	P300
distractor	2	0.78	81	left	2	36	P300
target	4	1.4	82	left	2	36	P300
distractor	5	2.22	83	left	2	36	P300
target	4	0.78	84	left	2	36	P300
distractor	1	0.74	85	left	2	36	P300
target	4	0.71	86	left	2	36	P300
distractor	1	2.12	87	left	2	36	P300
target	4	0.86	88	left	2	36	P300
distractor	5	0.74	89	left	2	36	P300
target	4	1.28	90	left	2	36	P300
distractor	1	0.82	91	left	2	36	P300
distractor	2	0.97	92	left	2	36	P300
distractor	3	0.79	93	left	2	36	P300
distractor	1	1.32	94	left	2	36	P300
distractor	1	0.86	95	left	2	36	P300
distractor	3	0.75	96	left	2	36	P300
distractor	2	0.74	97	left	2	36	P300
distractor	5	0.79	98	left	2	36	P300
distractor	5	1.63	99	left	2	36	P300
distractor	1	0.89	100	left	2	36	P300
distractor	2	1.44	101	left	2	36	P300
distractor	1	1.16	102	left	2	36	P300
distractor	5	1.02	103	left	2	36	P300
distractor	3	1.01	104	left	2	36	P300
distractor	5	0.81	105	left	2	36	P300
distractor	5	2.35	106	left	2	36	P300
target	4	1.5	107	left	2	36	P300
distractor	2	1.53	108	left	2	36	P300
distractor	5	0.98	109	left	2	36	P300
distractor	2	0.7	110	left	2	36	P300
distractor	5	1.1	111	left	2	36	P300
target	4	0.8	112	left	2	36	P300
distractor	5	1.18	113	left	2	36	P300
target	4	1.64	114	left	2	36	P300
distractor	5	0.87	115	left	2	36	P300
target	4	0.71	116	left	2	36	P300
distractor	5	0.85	117	left	2	36	P300
distractor	2	0.81	118	left	2	36	P300
distractor	2	2.02	119	left	2	36	P300
distractor	1	1.57	120	left	2	36	P300
distractor	4	1.19	1	right	3	36	P300
distractor	3	0.81	2	right	3	36	P300
distractor	3	2.15	3	right	3	36	P300
target	2	1.59	4	right	3	36	P300
distractor	5	0.81	5	right	3	36	P300
distractor	5	0.76	6	right	3	36	P300
distractor	5	0.8	7	right	3	36	P300
distractor	4	1.06	8	right	3	36	P300
distractor	1	1.17	9	right	3	36	P300
distractor	5	0.96	10	right	3	36	P300
distractor	5	0.78	11	right	3	36	P300
distractor	1	1.3	12	right	3	36	P300
distractor	5	0.86	13	right	3	36	P300
distractor	1	3.57	14	right	3	36	P300
distractor	4	1.04	15	right	3	36	P300
distractor	1	1.23	16	right	3	36	P300
distractor	4	0.77	17	right	3	36	P300
target	2	0.84	18	right	3	36	P300
distractor	4	2.03	19	right	3	36	P300
target	2	0.97	20	right	3	36	P300
distractor	3	0.8	21	right	3	36	P300
distractor	1	1.42	22	right	3	36	P300
distractor	5	0.78	23	right	3	36	P300
distractor	3	0.88	24	right	3	36	P300
distractor	3	1.56	25	right	3	36	P300
distractor	4	0.72	26	right	3	36	P300
distractor	3	1.18	27	right	3	36	P300
target	2	1.21	28	right	3	36	P300
distractor	5	1.25	29	right	3	36	P300
target	2	0.84	30	right	3	36	P300
distractor	1	1.74	31	right	3	36	P300
target	2	0.93	32	right	3	36	P300
distractor	1	0.84	33	right	3	36	P300
target	2	1.19	34	right	3	36	P300
distractor	4	1.04	35	right	3	36	P300
distractor	3	0.83	36	right	3	36	P300
distractor	3	0.87	37	right	3	36	P300
target	2	0.91	38	right	3	36	P300
distractor	3	1.77	39	right	3	36	P300
target	2	1.16	40	right	3	36	P300
distractor	5	0.73	41	right	3	36	P300
target	2	1.51	42	right	3	36	P300
distractor	1	1.02	43	right	3	36	P300
distractor	4	0.87	44	right	3	36	P300
distractor	3	1.05	45	right	3	36	P300
target	2	0.76	46	right	3	36	P300
distractor	1	0.95	47	right	3	36	P300
distractor	4	1.02	48	right	3	36	P300
target	2	0.77	49	right	3	36	P300
distractor	5	1.33	50	right	3	36	P300
distractor	4	1	51	right	3	36	P300
distractor	1	1	52	right	3	36	P300
distractor	3	0.93	53	right	3	36	P300
target	2	1.35	54	right	3	36	P300
distractor	4	1.06	55	right	3	36	P300
distractor	4	0.79	56	right	3	36	P300
distractor	3	1.07	57	right	3	36	P300
distractor	4	0.78	58	right	3	36	P300
distractor	1	0.84	59	right	3	36	P300
distractor	5	0.73	60	right	3	36	P300
distractor	5	0.9	61	right	3	36	P300
distractor	5	1.28	62	right	3	36	P300
distractor	5	2.46	63	right	3	36	P300
distractor	3	0.8	64	right	3	36	P300
target	2	1.4	65	right	3	36	P300
distractor	3	0.94	66	right	3	36	P300
distractor	4	0.88	67	right	3	36	P300
distractor	1	0.78	68	right	3	36	P300
target	2	1.65	69	right	3	36	P300
distractor	4	0.85	70	right	3	36	P300
distractor	5	0.81	71	right	3	36	P300
target	2	1.12	72	right	3	36	P300
distractor	5	1.8	73	right	3	36	P300
target	2	1.18	74	right	3	36	P300
distractor	3	0.8	75	right	3	36	P300
distractor	5	1.7	76	right	3	36	P300
distractor	4	0.71	77	right	3	36	P300
distractor	1	0.75	78	right	3	36	P300
target	2	0.98	79	right	3	36	P300
distractor	3	1.26	80	right	3	36	P300
distractor	4	0.73	81	right	3	36	P300
distractor	3	0.99	82	right	3	36	P300
distractor	3	2.16	83	right	3	36	P300
target	2	0.95	84	right	3	36	P300
