condition	stimulus	ITI	trial	targetResponse	block	subject	task
target	1	0.85	1	left	1	9	P300
distractor	5	1.46	2	left	1	9	P300
target	1	0.82	3	left	1	9	P300
distractor	5	1.22	4	left	1	9	P300
distractor	5	1.03	5	left	1	9	P300
distractor	4	0.9	6	left	1	9	P300
target	1	0.78	7	left	1	9	P300
distractor	3	1.64	8	left	1	9	P300
distractor	2	0.73	9	left	1	9	P300
distractor	3	1.4	10	left	1	9	P300
distractor	5	1.19	11	left	1	9	P300
target	1	0.96	12	left	1	9	P300
distractor	5	1.17	13	left	1	9	P300
distractor	4	0.84	14	left	1	9	P300
target	1	1.55	15	left	1	9	P300
distractor	3	0.78	16	left	1	9	P300
target	1	1.07	17	left	1	9	P300
distractor	3	0.97	18	left	1	9	P300
distractor	4	1.18	19	left	1	9	P300
distractor	4	0.98	20	left	1	9	P300
target	1	2.02	21	left	1	9	P300
distractor	3	1.53	22	left	1	9	P300
distractor	3	1.69	23	left	1	9	P300
distractor	4	0.71	24	left	1	9	P300
distractor	5	0.77	25	left	1	9	P300
distractor	5	0.98	26	left	1	9	P300
distractor	5	1.27	27	left	1	9	P300
distractor	2	0.89	28	left	1	9	P300
distractor	4	1.06	29	left	1	9	P300
target	1	0.72	30	left	1	9	P300
distractor	4	1.14	31	left	1	9	P300
distractor	2	1.19	32	left	1	9	P300
distractor	3	0.91	33	left	1	9	P300
target	1	0.76	34	left	1	9	P300
distractor	2	1.28	35	left	1	9	P300
target	1	0.93	36	left	1	9	P300
distractor	4	1.08	37	left	1	9	P300
distractor	4	1.63	38	left	1	9	P300
distractor	5	1.07	39	left	1	9	P300
distractor	2	0.78	40	left	1	9	P300
target	1	1.08	41	left	1	9	P300
distractor	4	0.72	42	left	1	9	P300
distractor	2	1.29	43	left	1	9	P300
distractor	2	0.79	44	left	1	9	P300
distractor	5	1.72	45	left	1	9	P300
distractor	4	0.97	46	left	1	9	P300
distractor	5	0.95	47	left	1	9	P300
distractor	3	0.76	48	left	1	9	P300
distractor	5	1.41	49	left	1	9	P300
distractor	4	1.78	50	left	1	9	P300
distractor	3	1.21	51	left	1	9	P300
target	1	1.17	52	left	1	9	P300
distractor	4	1.23	53	left	1	9	P300
distractor	3	1.29	54	left	1	9	P300
distractor	3	1.24	55	left	1	9	P300
distractor	4	0.76	56	left	1	9	P300
distractor	2	1.17	57	left	1	9	P300
target	1	1.74	58	left	1	9	P300
distractor	2	0.71	59	left	1	9	P300
distractor	4	0.78	60	left	1	9	P300
distractor	4	1.32	61	left	1	9	P300
distractor	5	0.71	62	left	1	9	P300
distractor	4	0.84	63	left	1	9	P300
distractor	3	1.54	64	left	1	9	P300
target	1	0.89	65	left	1	9	P300
distractor	3	1.69	66	left	1	9	P300
distractor	2	0.84	67	left	1	9	P300
distractor	4	0.9	68	left	1	9	P300
distractor	5	0.75	69	left	1	9	P300
distractor	3	1.43	70	left	1	9	P300
target	1	1.87	71	left	1	9	P300
distractor	2	0.78	72	left	1	9	P300
distractor	5	0.86	73	left	1	9	P300
distractor	2	1.18	74	left	1	9	P300
distractor	5	0.73	75	left	1	9	P300
target	1	0.71	76	left	1	9	P300
distractor	2	0.91	77	left	1	9	P300
target	1	0.87	78	left	1	9	P300
distractor	3	1.04	79	left	1	9	P300
distractor	2	1.04	80	left	1	9	P300
distractor	2	0.87	81	left	1	9	P300
distractor	2	0.94	82	left	1	9	P300
distractor	4	0.82	83	left	1	9	P300
distractor	3	0.79	84	left	1	9	P300
distractor	2	1.35	85	left	1	9	P300
distractor	5	0.76	86	left	1	9	P300
target	1	0.96	87	left	1	9	P300
distractor	3	0.75	88	left	1	9	P300
target	1	1.43	89	left	1	9	P300
distractor	5	1.5	90	left	1	9	P300
distractor	3	0.75	91	left	1	9	P300
target	1	1.25	92	left	1	9	P300
distractor	4	1.81	93	left	1	9	P300
distractor	2	0.91	94	left	1	9	P300
distractor	2	1.35	95	left	1	9	P300
distractor	3	1.81	96	left	1	9	P300
target	1	0.7	97	left	1	9	P300
distractor	3	0.83	98	left	1	9	P300
distractor	5	0.71	99	left	1	9	P300
distractor	3	0.79	100	left	1	9	P300
distractor	2	0.7	101	left	1	9	P300
distractor	2	0.72	102	left	1	9	P300
distractor	4	1.15	103	left	1	9	P300
distractor	2	0.84	104	left	1	9	P300
distractor	5	1.5	105	left	1	9	P300
target	1	0.87	106	left	1	9	P300
distractor	2	1.04	107	left	1	9	P300
target	1	0.76	108	left	1	9	P300
distractor	5	0.85	109	left	1	9	P300
target	1	1.8	110	left	1	9	P300
distractor	3	1.41	111	left	1	9	P300
distractor	3	0.87	112	left	1	9	P300
distractor	4	0.75	113	left	1	9	P300
distractor	5	0.96	114	left	1	9	P300
distractor	5	0.82	115	left	1	9	P300
distractor	4	1.29	116	left	1	9	P300
distractor	5	1.27	117	left	1	9	P300
distractor	4	0.7	118	left	1	9	P300
distractor	3	0.7	119	left	1	9	P300
distractor	2	1.78	120	left	1	9	P300
target	4	1.02	1	right	2	9	P300
distractor	3	1.13	2	right	2	9	P300
distractor	5	0.7	3	right	2	9	P300
target	4	1.07	4	right	2	9	P300
distractor	5	1.1	5	right	2	9	P300
distractor	1	1.17	6	right	2	9	P300
distractor	3	0.79	7	right	2	9	P300
distractor	2	0.86	8	right	2	9	P300
distractor	1	2.27	9	right	2	9	P300
distractor	5	0.83	10	right	2	9	P300
distractor	2	1.22	11	right	2	9	P300
distractor	1	0.83	12	right	2	9	P300
distractor	5	1.06	13	right	2	9	P300
distractor	3	1.59	14	right	2	9	P300
distractor	3	1.43	15	right	2	9	P300
distractor	1	0.71	16	right	2	9	P300
distractor	3	0.93	17	right	2	9	P300
distractor	5	0.91	18	right	2	9	P300
distractor	5	1.7	19	right	2	9	P300
distractor	2	0.71	20	right	2	9	P300
distractor	3	0.96	21	right	2	9	P300
target	4	2.42	22	right	2	9	P300
distractor	5	0.71	23	right	2	9	P300
target	4	1.18	24	right	2	9	P300
distractor	1	1.27	25	right	2	9	P300
distractor	1	0.74	26	right	2	9	P300
distractor	1	0.83	27	right	2	9	P300
distractor	3	0.97	28	right	2	9	P300
distractor	1	0.79	29	right	2	9	P300
distractor	1	1.87	30	right	2	9	P300
distractor	1	1.24	31	right	2	9	P300
distractor	2	0.74	32	right	2	9	P300
distractor	5	1.59	33	right	2	9	P300
distractor	1	0.84	34	right	2	9	P300
distractor	3	0.92	35	right	2	9	P300
target	4	1.11	36	right	2	9	P300
distractor	1	0.99	37	right	2	9	P300
distractor	1	1.03	38	right	2	9	P300
distractor	2	1.92	39	right	2	9	P300
target	4	0.91	40	right	2	9	P300
distractor	5	0.79	41	right	2	9	P300
target	4	1.01	42	right	2	9	P300
distractor	3	0.74	43	right	2	9	P300
target	4	1.01	44	right	2	9	P300
