condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	4	1.26	1	right	1	38	P300
distractor	4	0.99	2	right	1	38	P300
distractor	3	0.93	3	right	1	38	P300
distractor	3	2.29	4	right	1	38	P300
distractor	1	1.12	5	right	1	38	P300
distractor	3	1.03	6	right	1	38	P300
distractor	1	1.03	7	right	1	38	P300
distractor	2	0.88	8	right	1	38	P300
distractor	1	0.8	9	right	1	38	P300
distractor	4	0.73	10	right	1	38	P300
distractor	2	0.85	11	right	1	38	P300
distractor	3	0.86	12	right	1	38	P300
distractor	4	1.12	13	right	1	38	P300
target	5	0.81	14	right	1	38	P300
distractor	3	1.07	15	right	1	38	P300
target	5	0.84	16	right	1	38	P300
distractor	3	0.84	17	right	1	38	P300
target	5	1.52	18	right	1	38	P300
distractor	2	1.74	19	right	1	38	P300
target	5	0.94	20	right	1	38	P300
distractor	1	1.24	21	right	1	38	P300
distractor	3	0.8	22	right	1	38	P300
distractor	1	1.4	23	right	1	38	P300
distractor	2	0.81	24	right	1	38	P300
distractor	3	1.56	25	right	1	38	P300
distractor	3	0.89	26	right	1	38	P300
distractor	2	0.73	27	right	1	38	P300
distractor	2	0.73	28	right	1	38	P300
distractor	3	1.17	29	right	1	38	P300
distractor	3	0.95	30	right	1	38	P300
distractor	1	0.79	31	right	1	38	P300
distractor	4	1.2	32	right	1	38	P300
distractor	3	0.79	33	right	1	38	P300
distractor	4	1.1	34	right	1	38	P300
distractor	4	0.74	35	right	1	38	P300
target	5	1.69	36	right	1	38	P300
distractor	4	1.02	37	right	1	38	P300
target	5	0.7	38	right	1	38	P300
distractor	2	0.91	39	right	1	38	P300
target	5	0.87	40	right	1	38	P300
distractor	1	0.88	41	right	1	38	P300
target	5	1.62	42	right	1	38	P300
distractor	1	0.79	43	right	1	38	P300
distractor	2	0.79	44	right	1	38	P300
distractor	2	0.91	45	right	1	38	P300
distractor	2	2.2	46	right	1	38	P300
distractor	1	0.71	47	right	1	38	P300
distractor	3	0.73	48	right	1	38	P300
distractor	3	0.79	49	right	1	38	P300
target	5	1.05	50	right	1	38	P300
distractor	2	1.16	51	right	1	38	P300
distractor	1	0.72	52	right	1	38	P300
distractor	4	0.77	53	right	1	38	P300
distractor	4	2.17	54	right	1	38	P300
distractor	2	1.05	55	right	1	38	P300
target	5	1	56	right	1	38	P300
distractor	1	1.5	57	right	1	38	P300
target	5	0.8	58	right	1	38	P300
distractor	2	1.17	59	right	1	38	P300
distractor	4	1.51	60	right	1	38	P300
distractor	4	0.7	61	right	1	38	P300
distractor	3	1.73	62	right	1	38	P300
distractor	2	0.82	63	right	1	38	P300
distractor	4	0.88	64	right	1	38	P300
distractor	3	1.28	65	right	1	38	P300
distractor	4	1.36	66	right	1	38	P300
target	5	0.76	67	right	1	38	P300
distractor	1	1.86	68	right	1	38	P300
distractor	2	1.1	69	right	1	38	P300
distractor	3	0.71	70	right	1	38	P300
distractor	2	0.93	71	right	1	38	P300
distractor	4	2.08	72	right	1	38	P300
target	5	0.82	73	right	1	38	P300
distractor	1	0.95	74	right	1	38	P300
distractor	1	1.12	75	right	1	38	P300
distractor	2	0.79	76	right	1	38	P300
target	5	1.19	77	right	1	38	P300
distractor	4	1.89	78	right	1	38	P300
target	5	1.27	79	right	1	38	P300
distractor	4	1.13	80	right	1	38	P300
distractor	3	2.73	81	right	1	38	P300
target	5	1.33	82	right	1	38	P300
distractor	1	1.25	83	right	1	38	P300
distractor	1	1.26	84	right	1	38	P300
distractor	3	1.94	85	right	1	38	P300
target	5	0.82	86	right	1	38	P300
distractor	1	1.02	87	right	1	38	P300
distractor	4	1.04	88	right	1	38	P300
target	5	0.82	89	right	1	38	P300
distractor	3	0.85	90	right	1	38	P300
target	5	0.93	91	right	1	38	P300
distractor	2	0.77	92	right	1	38	P300
target	5	1.92	93	right	1	38	P300
distractor	4	1.84	94	right	1	38	P300
target	5	1.34	95	right	1	38	P300
distractor	2	0.71	96	right	1	38	P300
distractor	4	1.6	97	right	1	38	P300
distractor	2	1.09	98	right	1	38	P300
target	5	0.99	99	right	1	38	P300
distractor	4	1.53	100	right	1	38	P300
distractor	4	1.57	101	right	1	38	P300
distractor	3	1.38	102	right	1	38	P300
distractor	4	1.41	103	right	1	38	P300
distractor	2	1.29	104	right	1	38	P300
distractor	2	1.22	105	right	1	38	P300
distractor	1	0.73	106	right	1	38	P300
distractor	1	0.7	107	right	1	38	P300
distractor	1	0.74	108	right	1	38	P300
distractor	4	0.85	109	right	1	38	P300
distractor	3	2.04	110	right	1	38	P300
target	5	0.87	111	right	1	38	P300
distractor	1	0.73	112	right	1	38	P300
distractor	1	1.35	113	right	1	38	P300
distractor	1	1.01	114	right	1	38	P300
distractor	3	0.83	115	right	1	38	P300
distractor	2	0.92	116	right	1	38	P300
distractor	1	0.81	117	right	1	38	P300
distractor	3	1.34	118	right	1	38	P300
distractor	2	0.98	119	right	1	38	P300
target	5	1.09	120	right	1	38	P300
distractor	1	0.85	1	left	2	38	P300
distractor	4	0.71	2	left	2	38	P300
distractor	3	0.74	3	left	2	38	P300
distractor	4	0.86	4	left	2	38	P300
distractor	1	1.67	5	left	2	38	P300
distractor	4	0.84	6	left	2	38	P300
distractor	5	0.87	7	left	2	38	P300
target	2	1.32	8	left	2	38	P300
distractor	4	0.78	9	left	2	38	P300
target	2	1.13	10	left	2	38	P300
distractor	3	1.27	11	left	2	38	P300
distractor	5	1.14	12	left	2	38	P300
distractor	4	0.71	13	left	2	38	P300
distractor	4	0.83	14	left	2	38	P300
target	2	0.92	15	left	2	38	P300
distractor	3	0.93	16	left	2	38	P300
distractor	4	0.95	17	left	2	38	P300
distractor	5	0.96	18	left	2	38	P300
distractor	3	1.3	19	left	2	38	P300
distractor	5	1.28	20	left	2	38	P300
distractor	1	0.82	21	left	2	38	P300
distractor	4	1.22	22	left	2	38	P300
distractor	4	1.8	23	left	2	38	P300
target	2	0.75	24	left	2	38	P300
distractor	1	0.99	25	left	2	38	P300
target	2	0.8	26	left	2	38	P300
distractor	1	0.97	27	left	2	38	P300
distractor	4	0.91	28	left	2	38	P300
distractor	5	1.4	29	left	2	38	P300
distractor	1	1.03	30	left	2	38	P300
distractor	5	1.04	31	left	2	38	P300
distractor	1	0.78	32	left	2	38	P300
distractor	3	0.96	33	left	2	38	P300
target	2	1.25	34	left	2	38	P300
distractor	3	0.73	35	left	2	38	P300
target	2	1.01	36	left	2	38	P300
distractor	4	0.86	37	left	2	38	P300
distractor	3	0.85	38	left	2	38	P300
distractor	4	1.33	39	left	2	38	P300
target	2	1.05	40	left	2	38	P300
distractor	5	1.55	41	left	2	38	P300
distractor	4	1.02	42	left	2	38	P300
distractor	3	0.85	43	left	2	38	P300
target	2	0.8	44	left	2	38	P300
distractor	3	0.95	45	left	2	38	P300
distractor	5	1.7	46	left	2	38	P300
distractor	1	0.82	47	left	2	38	P300
distractor	3	1.39	48	left	2	38	P300
distractor	1	1.15	49	left	2	38	P300
target	2	0.73	50	left	2	38	P300
distractor	3	0.76	51	left	2	38	P300
target	2	1.21	52	left	2	38	P300
distractor	4	1.05	53	left	2	38	P300
distractor	5	0.8	54	left	2	38	P300
distractor	3	1.04	55	left	2	38	P300
distractor	1	0.83	56	left	2	38	P300
distractor	5	0.75	57	left	2	38	P300
distractor	3	1.14	58	left	2	38	P300
distractor	5	1.11	59	left	2	38	P300
distractor	5	0.8	60	left	2	38	P300
distractor	3	0.96	61	left	2	38	P300
distractor	4	0.72	62	left	2	38	P300
distractor	5	1.33	63	left	2	38	P300
distractor	1	0.7	64	left	2	38	P300
distractor	4	0.73	65	left	2	38	P300
distractor	3	1.85	66	left	2	38	P300
distractor	5	1.55	67	left	2	38	P300
distractor	4	1.36	68	left	2	38	P300
distractor	4	1.32	69	left	2	38	P300
distractor	1	1.19	70	left	2	38	P300
distractor	5	1.95	71	left	2	38	P300
target	2	0.91	72	left	2	38	P300
distractor	5	0.85	73	left	2	38	P300
distractor	3	0.7	74	left	2	38	P300
distractor	4	0.78	75	left	2	38	P300
distractor	5	0.78	76	left	2	38	P300
distractor	4	0.79	77	left	2	38	P300
distractor	1	1.2	78	left	2	38	P300
distractor	1	1.02	79	left	2	38	P300
distractor	5	1.27	80	left	2	38	P300
distractor	3	0.78	81	left	2	38	P300
distractor	1	1.34	82	left	2	38	P300
target	2	0.98	83	left	2	38	P300
distractor	1	0.72	84	left	2	38	P300
target	2	1.11	85	left	2	38	P300
distractor	5	1.62	86	left	2	38	P300
distractor	4	0.84	87	left	2	38	P300
target	2	1.09	88	left	2	38	P300
distractor	1	1.02	89	left	2	38	P300
target	2	1.01	90	left	2	38	P300
distractor	5	1.91	91	left	2	38	P300
distractor	3	0.87	92	left	2	38	P300
distractor	3	0.96	93	left	2	38	P300
target	2	1.03	94	left	2	38	P300
distractor	1	0.8	95	left	2	38	P300
distractor	3	1.09	96	left	2	38	P300
distractor	5	1.25	97	left	2	38	P300
distractor	5	0.95	98	left	2	38	P300
target	2	0.87	99	left	2	38	P300
distractor	5	0.86	100	left	2	38	P300
target	2	0.74	101	left	2	38	P300
distractor	1	0.96	102	left	2	38	P300
target	2	0.83	103	left	2	38	P300
distractor	1	2.67	104	left	2	38	P300
target	2	0.83	105	left	2	38	P300
distractor	1	0.73	106	left	2	38	P300
target	2	2.41	107	left	2	38	P300
distractor	5	1.26	108	left	2	38	P300
distractor	1	1.37	109	left	2	38	P300
target	2	0.86	110	left	2	38	P300
distractor	1	1.28	111	left	2	38	P300
