stimulus	stimDur	ITI	flickerDot	trial	block	subject	task
230	1.02	NaN	0	1	1	38	stimDur
243	0.9	NaN	0.709	2	1	38	stimDur
418	0.2	NaN	0	3	1	38	stimDur
200	0.13	NaN	0	4	1	38	stimDur
349	0.38	NaN	0	5	1	38	stimDur
513	0.1	NaN	0	6	1	38	stimDur
251	1.29	NaN	0	7	1	38	stimDur
394	0.28	NaN	0	8	1	38	stimDur
359	0.21	NaN	0	9	1	38	stimDur
480	0.39	NaN	0	10	1	38	stimDur
74	0.22	NaN	0	11	1	38	stimDur
532	0.11	NaN	0	12	1	38	stimDur
33	0.13	NaN	0	13	1	38	stimDur
202	0.23	NaN	0	14	1	38	stimDur
167	1.12	NaN	0.272	15	1	38	stimDur
355	0.21	NaN	0	16	1	38	stimDur
25	0.24	NaN	0	17	1	38	stimDur
494	0.78	NaN	0	18	1	38	stimDur
373	0.54	NaN	0	19	1	38	stimDur
216	0.16	NaN	0	20	1	38	stimDur
262	0.72	NaN	0	21	1	38	stimDur
166	0.55	NaN	0.4266	22	1	38	stimDur
367	0.1	NaN	0	23	1	38	stimDur
431	0.2	NaN	0	24	1	38	stimDur
519	0.29	NaN	0	25	1	38	stimDur
325	0.3	NaN	0	26	1	38	stimDur
438	0.32	NaN	0	27	1	38	stimDur
334	0.34	NaN	0	28	1	38	stimDur
318	0.76	NaN	0	29	1	38	stimDur
28	0.73	NaN	0	30	1	38	stimDur
127	0.19	NaN	0	31	1	38	stimDur
65	0.66	NaN	0	32	1	38	stimDur
18	1.21	NaN	0.9068	33	1	38	stimDur
121	0.13	NaN	0	34	1	38	stimDur
57	0.37	NaN	0	35	1	38	stimDur
258	0.17	NaN	0	36	1	38	stimDur
373	0.34	NaN	0	37	1	38	stimDur
266	0.28	NaN	0	38	1	38	stimDur
285	0.87	NaN	0	39	1	38	stimDur
158	0.42	NaN	0	40	1	38	stimDur
428	0.43	NaN	0	41	1	38	stimDur
352	0.15	NaN	0	42	1	38	stimDur
163	0.33	NaN	0	43	1	38	stimDur
21	0.69	NaN	0	44	1	38	stimDur
246	0.4	NaN	0	45	1	38	stimDur
58	0.12	NaN	0	46	1	38	stimDur
230	0.23	NaN	0	47	1	38	stimDur
315	0.22	NaN	0	48	1	38	stimDur
30	0.79	NaN	0.4094	49	1	38	stimDur
173	0.45	NaN	0	50	1	38	stimDur
470	1.02	NaN	0	51	1	38	stimDur
228	0.4	NaN	0	52	1	38	stimDur
222	0.22	NaN	0	53	1	38	stimDur
353	0.17	NaN	0	54	1	38	stimDur
462	0.32	NaN	0	55	1	38	stimDur
288	1.14	NaN	0	56	1	38	stimDur
467	0.19	NaN	0	57	1	38	stimDur
348	0.86	NaN	0	58	1	38	stimDur
327	0.57	NaN	0.0458	59	1	38	stimDur
333	0.12	NaN	0	60	1	38	stimDur
511	0.14	NaN	0	61	1	38	stimDur
523	0.65	NaN	0	62	1	38	stimDur
166	0.45	NaN	0	63	1	38	stimDur
265	0.17	NaN	0	64	1	38	stimDur
394	0.44	NaN	0	65	1	38	stimDur
250	0.19	NaN	0	66	1	38	stimDur
138	0.13	NaN	0	67	1	38	stimDur
438	0.56	NaN	0	68	1	38	stimDur
310	0.52	NaN	0	69	1	38	stimDur
457	0.17	NaN	0	70	1	38	stimDur
510	0.33	NaN	0.2129	71	1	38	stimDur
496	0.11	NaN	0	72	1	38	stimDur
355	0.79	NaN	0	73	1	38	stimDur
225	0.1	NaN	0	74	1	38	stimDur
345	0.12	NaN	0	75	1	38	stimDur
181	1.24	NaN	0	76	1	38	stimDur
425	1.02	NaN	0	77	1	38	stimDur
443	0.83	NaN	0	78	1	38	stimDur
279	0.79	NaN	0	79	1	38	stimDur
230	0.63	NaN	0	80	1	38	stimDur
306	1.29	NaN	0.3705	81	1	38	stimDur
429	0.28	NaN	0	82	1	38	stimDur
276	0.21	NaN	0	83	1	38	stimDur
244	0.1	NaN	0	84	1	38	stimDur
289	0.16	NaN	0	85	1	38	stimDur
121	0.15	NaN	0	86	1	38	stimDur
198	0.17	NaN	0	87	1	38	stimDur
516	0.63	NaN	0	88	1	38	stimDur
88	0.4	NaN	0	89	1	38	stimDur
398	0.72	NaN	0	90	1	38	stimDur
414	0.15	NaN	0	91	1	38	stimDur
135	0.81	NaN	0.5694	92	1	38	stimDur
182	0.36	NaN	0	93	1	38	stimDur
282	0.11	NaN	0	94	1	38	stimDur
242	0.52	NaN	0	95	1	38	stimDur
77	1.09	NaN	0	96	1	38	stimDur
246	0.21	NaN	0	97	1	38	stimDur
297	0.49	NaN	0	98	1	38	stimDur
334	0.4	NaN	0	99	1	38	stimDur
394	0.41	NaN	0	100	1	38	stimDur
280	1.27	NaN	0.5535	101	1	38	stimDur
125	0.24	NaN	0	102	1	38	stimDur
528	0.33	NaN	0	103	1	38	stimDur
57	0.42	NaN	0	104	1	38	stimDur
184	0.17	NaN	0	105	1	38	stimDur
