condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	2	0.92	1	right	1	4	P300
distractor	2	1.36	2	right	1	4	P300
distractor	4	0.88	3	right	1	4	P300
distractor	1	1.82	4	right	1	4	P300
distractor	1	1.25	5	right	1	4	P300
distractor	2	1.04	6	right	1	4	P300
distractor	5	0.78	7	right	1	4	P300
distractor	1	0.92	8	right	1	4	P300
distractor	2	1.32	9	right	1	4	P300
target	3	2.73	10	right	1	4	P300
distractor	4	0.76	11	right	1	4	P300
target	3	0.73	12	right	1	4	P300
distractor	2	1.28	13	right	1	4	P300
distractor	4	1.47	14	right	1	4	P300
distractor	2	0.74	15	right	1	4	P300
distractor	2	1.46	16	right	1	4	P300
distractor	5	1.37	17	right	1	4	P300
target	3	1.2	18	right	1	4	P300
distractor	5	0.88	19	right	1	4	P300
distractor	4	0.95	20	right	1	4	P300
distractor	4	0.89	21	right	1	4	P300
distractor	1	1.49	22	right	1	4	P300
distractor	1	0.87	23	right	1	4	P300
distractor	4	0.86	24	right	1	4	P300
distractor	5	1.88	25	right	1	4	P300
target	3	1.79	26	right	1	4	P300
distractor	1	2.2	27	right	1	4	P300
distractor	4	1.41	28	right	1	4	P300
distractor	5	0.73	29	right	1	4	P300
target	3	0.74	30	right	1	4	P300
distractor	1	1.05	31	right	1	4	P300
distractor	5	1.54	32	right	1	4	P300
distractor	2	1.63	33	right	1	4	P300
distractor	4	1.13	34	right	1	4	P300
target	3	2.05	35	right	1	4	P300
distractor	5	0.77	36	right	1	4	P300
target	3	0.8	37	right	1	4	P300
distractor	1	0.87	38	right	1	4	P300
distractor	4	0.82	39	right	1	4	P300
distractor	2	0.86	40	right	1	4	P300
distractor	5	0.75	41	right	1	4	P300
distractor	2	0.9	42	right	1	4	P300
distractor	2	0.71	43	right	1	4	P300
distractor	5	1.03	44	right	1	4	P300
target	3	1.96	45	right	1	4	P300
distractor	1	1.12	46	right	1	4	P300
target	3	0.95	47	right	1	4	P300
distractor	5	1.11	48	right	1	4	P300
target	3	1.87	49	right	1	4	P300
distractor	1	1.27	50	right	1	4	P300
distractor	2	1.45	51	right	1	4	P300
distractor	2	0.87	52	right	1	4	P300
distractor	5	1.73	53	right	1	4	P300
distractor	1	0.78	54	right	1	4	P300
distractor	4	0.92	55	right	1	4	P300
distractor	4	1.28	56	right	1	4	P300
target	3	0.87	57	right	1	4	P300
distractor	2	1.55	58	right	1	4	P300
target	3	1.64	59	right	1	4	P300
distractor	1	0.77	60	right	1	4	P300
distractor	1	0.81	61	right	1	4	P300
distractor	1	0.72	62	right	1	4	P300
target	3	1.54	63	right	1	4	P300
distractor	1	0.87	64	right	1	4	P300
distractor	4	0.91	65	right	1	4	P300
