condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	1	1.04	1	left	1	7	P300
distractor	4	0.77	2	left	1	7	P300
distractor	1	0.71	3	left	1	7	P300
target	3	0.84	4	left	1	7	P300
distractor	2	0.71	5	left	1	7	P300
target	3	1.41	6	left	1	7	P300
distractor	1	0.7	7	left	1	7	P300
distractor	2	0.89	8	left	1	7	P300
distractor	2	0.72	9	left	1	7	P300
distractor	2	0.77	10	left	1	7	P300
distractor	5	0.71	11	left	1	7	P300
distractor	1	1.02	12	left	1	7	P300
distractor	2	1.21	13	left	1	7	P300
distractor	4	0.94	14	left	1	7	P300
distractor	1	0.76	15	left	1	7	P300
target	3	0.87	16	left	1	7	P300
distractor	1	1.08	17	left	1	7	P300
target	3	1.92	18	left	1	7	P300
distractor	4	2.82	19	left	1	7	P300
distractor	4	0.82	20	left	1	7	P300
distractor	1	0.7	21	left	1	7	P300
distractor	1	1.47	22	left	1	7	P300
target	3	1.83	23	left	1	7	P300
distractor	1	1.34	24	left	1	7	P300
target	3	0.96	25	left	1	7	P300
distractor	5	1.57	26	left	1	7	P300
distractor	5	1.1	27	left	1	7	P300
distractor	5	1.59	28	left	1	7	P300
distractor	5	0.71	29	left	1	7	P300
target	3	0.83	30	left	1	7	P300
distractor	4	0.84	31	left	1	7	P300
target	3	0.75	32	left	1	7	P300
distractor	4	1.74	33	left	1	7	P300
target	3	0.71	34	left	1	7	P300
distractor	2	1.18	35	left	1	7	P300
distractor	2	0.73	36	left	1	7	P300
distractor	5	0.89	37	left	1	7	P300
distractor	4	0.93	38	left	1	7	P300
target	3	0.78	39	left	1	7	P300
distractor	2	1.01	40	left	1	7	P300
distractor	5	1.03	41	left	1	7	P300
distractor	2	0.86	42	left	1	7	P300
distractor	5	1.28	43	left	1	7	P300
distractor	1	0.77	44	left	1	7	P300
distractor	2	0.79	45	left	1	7	P300
distractor	4	0.89	46	left	1	7	P300
distractor	5	0.9	47	left	1	7	P300
target	3	0.8	48	left	1	7	P300
distractor	1	1.78	49	left	1	7	P300
distractor	5	1.46	50	left	1	7	P300
distractor	2	0.74	51	left	1	7	P300
distractor	4	0.9	52	left	1	7	P300
distractor	1	0.81	53	left	1	7	P300
distractor	5	0.96	54	left	1	7	P300
distractor	5	0.84	55	left	1	7	P300
distractor	1	1	56	left	1	7	P300
distractor	4	1.81	57	left	1	7	P300
distractor	1	0.9	58	left	1	7	P300
distractor	2	1.15	59	left	1	7	P300
distractor	1	1.09	60	left	1	7	P300
distractor	4	1.3	61	left	1	7	P300
distractor	2	0.72	62	left	1	7	P300
distractor	4	1.29	63	left	1	7	P300
distractor	2	1.96	64	left	1	7	P300
target	3	1.1	65	left	1	7	P300
distractor	4	0.84	66	left	1	7	P300
distractor	4	1.18	67	left	1	7	P300
distractor	2	1.24	68	left	1	7	P300
distractor	5	1.16	69	left	1	7	P300
distractor	5	0.76	70	left	1	7	P300
distractor	1	2.27	71	left	1	7	P300
distractor	4	2.05	72	left	1	7	P300
target	3	0.94	73	left	1	7	P300
distractor	5	0.71	74	left	1	7	P300
target	3	1.09	75	left	1	7	P300
distractor	4	2.64	76	left	1	7	P300
distractor	4	1.44	77	left	1	7	P300
distractor	4	1.13	78	left	1	7	P300
distractor	5	1.32	79	left	1	7	P300
distractor	2	0.79	80	left	1	7	P300
distractor	5	0.85	81	left	1	7	P300
target	3	0.82	82	left	1	7	P300
distractor	1	0.74	83	left	1	7	P300
