stimulus	stimDur	ITI	flickerDot	trial	block	subject	task
225	0.24	NaN	0	1	1	5	stimDur
69	0.21	NaN	0.0403	2	1	5	stimDur
11	0.26	NaN	0	3	1	5	stimDur
183	0.89	NaN	0	4	1	5	stimDur
53	1.13	NaN	0	5	1	5	stimDur
193	1.19	NaN	0	6	1	5	stimDur
473	0.3	NaN	0	7	1	5	stimDur
505	1.14	NaN	0.3448	8	1	5	stimDur
228	0.48	NaN	0	9	1	5	stimDur
207	1.49	NaN	0	10	1	5	stimDur
118	0.13	NaN	0	11	1	5	stimDur
529	0.77	NaN	0	12	1	5	stimDur
127	0.48	NaN	0	13	1	5	stimDur
345	0.39	NaN	0	14	1	5	stimDur
498	0.77	NaN	0	15	1	5	stimDur
380	0.95	NaN	0.6214	16	1	5	stimDur
495	0.94	NaN	0	17	1	5	stimDur
17	0.25	NaN	0	18	1	5	stimDur
184	0.27	NaN	0	19	1	5	stimDur
454	0.49	NaN	0	20	1	5	stimDur
245	0.11	NaN	0	21	1	5	stimDur
341	0.9	NaN	0	22	1	5	stimDur
227	0.48	NaN	0	23	1	5	stimDur
200	0.32	NaN	0	24	1	5	stimDur
315	0.55	NaN	0	25	1	5	stimDur
202	1.33	NaN	1.0207	26	1	5	stimDur
220	0.88	NaN	0	27	1	5	stimDur
26	0.58	NaN	0	28	1	5	stimDur
54	0.17	NaN	0	29	1	5	stimDur
314	1.39	NaN	0	30	1	5	stimDur
155	0.28	NaN	0	31	1	5	stimDur
317	1.16	NaN	0.5813	32	1	5	stimDur
94	0.38	NaN	0	33	1	5	stimDur
308	0.61	NaN	0	34	1	5	stimDur
64	1.1	NaN	0	35	1	5	stimDur
414	0.11	NaN	0	36	1	5	stimDur
438	0.21	NaN	0	37	1	5	stimDur
518	0.16	NaN	0	38	1	5	stimDur
270	0.11	NaN	0	39	1	5	stimDur
491	0.24	NaN	0	40	1	5	stimDur
143	1.19	NaN	0	41	1	5	stimDur
384	0.19	NaN	0	42	1	5	stimDur
507	0.13	NaN	0	43	1	5	stimDur
212	1.28	NaN	0.6474	44	1	5	stimDur
429	0.37	NaN	0	45	1	5	stimDur
347	0.35	NaN	0	46	1	5	stimDur
518	0.64	NaN	0	47	1	5	stimDur
415	0.91	NaN	0	48	1	5	stimDur
512	0.18	NaN	0	49	1	5	stimDur
433	0.17	NaN	0	50	1	5	stimDur
69	0.31	NaN	0	51	1	5	stimDur
56	0.99	NaN	0	52	1	5	stimDur
137	1.23	NaN	0.2145	53	1	5	stimDur
399	0.16	NaN	0	54	1	5	stimDur
147	0.64	NaN	0	55	1	5	stimDur
421	0.33	NaN	0	56	1	5	stimDur
343	1.07	NaN	0	57	1	5	stimDur
527	0.22	NaN	0	58	1	5	stimDur
410	0.2	NaN	0	59	1	5	stimDur
262	0.1	NaN	0	60	1	5	stimDur
281	1.05	NaN	0.5753	61	1	5	stimDur
496	0.15	NaN	0	62	1	5	stimDur
440	0.21	NaN	0	63	1	5	stimDur
