condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	4	1.79	1	right	1	40	P300
distractor	3	2.81	2	right	1	40	P300
distractor	4	0.82	3	right	1	40	P300
distractor	4	1.27	4	right	1	40	P300
distractor	3	0.72	5	right	1	40	P300
target	2	0.84	6	right	1	40	P300
distractor	1	1.43	7	right	1	40	P300
distractor	5	0.96	8	right	1	40	P300
distractor	3	0.93	9	right	1	40	P300
distractor	1	0.83	10	right	1	40	P300
target	2	0.76	11	right	1	40	P300
distractor	5	1.23	12	right	1	40	P300
distractor	3	0.93	13	right	1	40	P300
distractor	4	0.97	14	right	1	40	P300
distractor	4	0.91	15	right	1	40	P300
distractor	1	0.86	16	right	1	40	P300
distractor	1	0.87	17	right	1	40	P300
target	2	0.73	18	right	1	40	P300
distractor	1	1.2	19	right	1	40	P300
distractor	4	0.75	20	right	1	40	P300
distractor	1	1.1	21	right	1	40	P300
target	2	1.55	22	right	1	40	P300
distractor	5	0.7	23	right	1	40	P300
distractor	1	1.17	24	right	1	40	P300
distractor	4	0.8	25	right	1	40	P300
target	2	1.13	26	right	1	40	P300
distractor	3	0.83	27	right	1	40	P300
distractor	5	0.72	28	right	1	40	P300
distractor	5	0.84	29	right	1	40	P300
distractor	4	2.35	30	right	1	40	P300
distractor	5	0.87	31	right	1	40	P300
target	2	0.75	32	right	1	40	P300
distractor	3	1	33	right	1	40	P300
distractor	1	1.02	34	right	1	40	P300
distractor	5	1.67	35	right	1	40	P300
target	2	1.35	36	right	1	40	P300
distractor	1	0.74	37	right	1	40	P300
distractor	5	0.81	38	right	1	40	P300
distractor	5	1.02	39	right	1	40	P300
distractor	5	1.3	40	right	1	40	P300
distractor	3	1.4	41	right	1	40	P300
target	2	1.67	42	right	1	40	P300
distractor	1	0.76	43	right	1	40	P300
distractor	1	1.38	44	right	1	40	P300
target	2	1.28	45	right	1	40	P300
distractor	3	0.83	46	right	1	40	P300
distractor	4	1.28	47	right	1	40	P300
distractor	5	1.33	48	right	1	40	P300
target	2	1.19	49	right	1	40	P300
distractor	4	1.75	50	right	1	40	P300
