condition	stimulus	ITI	trial	targetResponse	block	subject	task
target	3	1.55	1	right	1	31	P300
distractor	1	0.81	2	right	1	31	P300
distractor	5	1.16	3	right	1	31	P300
distractor	4	0.82	4	right	1	31	P300
distractor	1	1.36	5	right	1	31	P300
target	3	0.79	6	right	1	31	P300
distractor	5	1.29	7	right	1	31	P300
target	3	2.17	8	right	1	31	P300
distractor	1	0.7	9	right	1	31	P300
target	3	0.76	10	right	1	31	P300
distractor	5	0.82	11	right	1	31	P300
target	3	2.7	12	right	1	31	P300
distractor	5	0.89	13	right	1	31	P300
distractor	4	1.03	14	right	1	31	P300
target	3	0.97	15	right	1	31	P300
distractor	4	0.72	16	right	1	31	P300
distractor	2	1.25	17	right	1	31	P300
distractor	2	0.76	18	right	1	31	P300
distractor	2	1.98	19	right	1	31	P300
distractor	2	0.71	20	right	1	31	P300
distractor	1	0.75	21	right	1	31	P300
distractor	4	1.38	22	right	1	31	P300
target	3	0.97	23	right	1	31	P300
distractor	1	1.38	24	right	1	31	P300
target	3	1.96	25	right	1	31	P300
distractor	1	0.83	26	right	1	31	P300
distractor	2	1.72	27	right	1	31	P300
distractor	5	0.9	28	right	1	31	P300
distractor	2	0.81	29	right	1	31	P300
distractor	4	0.79	30	right	1	31	P300
distractor	1	1.86	31	right	1	31	P300
distractor	2	0.73	32	right	1	31	P300
distractor	1	0.99	33	right	1	31	P300
distractor	4	0.71	34	right	1	31	P300
distractor	2	1.01	35	right	1	31	P300
distractor	1	0.86	36	right	1	31	P300
distractor	1	0.76	37	right	1	31	P300
distractor	5	0.8	38	right	1	31	P300
distractor	5	0.82	39	right	1	31	P300
distractor	4	0.71	40	right	1	31	P300
distractor	2	0.99	41	right	1	31	P300
distractor	1	0.79	42	right	1	31	P300
distractor	2	1.91	43	right	1	31	P300
distractor	2	1.06	44	right	1	31	P300
distractor	2	1.71	45	right	1	31	P300
distractor	1	0.82	46	right	1	31	P300
distractor	5	0.77	47	right	1	31	P300
distractor	5	1.36	48	right	1	31	P300
target	3	0.84	49	right	1	31	P300
distractor	2	1	50	right	1	31	P300
distractor	1	1.04	51	right	1	31	P300
distractor	4	0.78	52	right	1	31	P300
target	3	0.77	53	right	1	31	P300
distractor	5	0.72	54	right	1	31	P300
distractor	2	0.75	55	right	1	31	P300
target	3	1.36	56	right	1	31	P300
distractor	1	1.51	57	right	1	31	P300
distractor	1	0.98	58	right	1	31	P300
target	3	1.07	59	right	1	31	P300
distractor	2	0.78	60	right	1	31	P300
distractor	4	0.95	61	right	1	31	P300
distractor	5	0.88	62	right	1	31	P300
target	3	0.88	63	right	1	31	P300
distractor	2	2.04	64	right	1	31	P300
target	3	1.14	65	right	1	31	P300
distractor	5	0.91	66	right	1	31	P300
target	3	0.89	67	right	1	31	P300
distractor	1	2.2	68	right	1	31	P300
target	3	0.92	69	right	1	31	P300
distractor	2	1.23	70	right	1	31	P300
distractor	5	0.75	71	right	1	31	P300
distractor	5	0.74	72	right	1	31	P300
distractor	1	0.75	73	right	1	31	P300
distractor	1	1.02	74	right	1	31	P300
distractor	2	0.93	75	right	1	31	P300
distractor	5	1.86	76	right	1	31	P300
target	3	1.96	77	right	1	31	P300
distractor	4	1.17	78	right	1	31	P300
distractor	1	1.48	79	right	1	31	P300
distractor	2	1.76	80	right	1	31	P300
distractor	4	1.01	81	right	1	31	P300
distractor	4	1.62	82	right	1	31	P300
distractor	5	0.76	83	right	1	31	P300
distractor	5	0.85	84	right	1	31	P300
distractor	5	1.92	85	right	1	31	P300
distractor	4	0.88	86	right	1	31	P300
distractor	4	0.78	87	right	1	31	P300
distractor	4	1.11	88	right	1	31	P300
target	3	0.75	89	right	1	31	P300
distractor	1	1.13	90	right	1	31	P300
distractor	1	0.75	91	right	1	31	P300
distractor	5	1.58	92	right	1	31	P300
distractor	4	1.11	93	right	1	31	P300
distractor	4	0.97	94	right	1	31	P300
distractor	2	1.29	95	right	1	31	P300
